source,target,sign
X83715,X51168,1
X10804,X2706,1
X2706,X10804,1
X1432,X7073,-1
X5073,X1647,1
X8650,X4851,1
X7073,X1647,-1
X7545,X474,-1
X1432,X7538,1
X388585,X474,-1
X474,X388585,1
X9261,X7538,1
X3714,X4851,1
X28514,X4851,1
X6495,X3955,1
X6495,X5015,1
X6495,X340784,1
X6495,X1749,-1
X6495,X5013,1
X6495,X1602,1
X6495,X117154,-1
X4647,X65217,1
X65217,X4647,1
X2551,X7296,1
X2551,X7295,1
X5595,X2551,1
X5594,X2551,1
X7275,X5594,1
X7275,X5595,1
X5629,X2672,-1
X2672,X1028,1
X9817,X2551,-1
X5629,X474,-1
X2625,X2255,1
X10642,X8945,1
X5077,X117154,1
X117154,X5077,1
X10725,X231,1
X2299,X7849,1
X2248,X2299,1
X10725,X6539,1
X207,X1147,1
X10725,X6526,1
X1147,X4790,1
X5295,X207,1
X79577,X51692,1
X8189,X1477,1
X983,X6241,1
X836,X22985,1
X1026,X983,-1
X7157,X9055,-1
X7157,X467,1
X472,X7014,1
X4613,X4175,1
X4193,X50484,-1
X545,X7507,1
X4613,X4173,1
X4613,X4174,1
X4613,X4171,1
X4613,X4172,1
X1869,X55038,1
X10365,X7852,-1
X3479,X3480,1
X6347,X4323,1
X4323,X4313,1
X25,X7161,1
X5591,X25,1
X4613,X4176,1
X4613,X84515,1
X406,X1408,1
X1408,X406,-1
X406,X1407,1
X1407,X406,-1
X4862,X8864,1
X4862,X5187,1
X29028,X2099,1
X29028,X1869,1
X57646,X63967,1
X5071,X898,1
X5111,X11201,1
X5071,XNA,-1
X5111,X5429,1
X4613,X7157,1
X29028,X4609,1
X29028,X367,1
X7874,X4193,1
X7874,X4194,1
X5970,X5728,-1
X1874,X5933,-1
X5934,X1875,1
X5934,X1874,1
X9656,X7158,1
X9025,XNA,1
X9656,X9025,1
X5071,X5903,-1
X5071,X22827,-1
X5071,X9627,1
X64421,X7518,1
X5071,X1499,1
X5071,X3725,-1
X5071,X3304,-1
X5071,X6311,-1
X25825,X351,1
X5071,X6622,1
X23621,X351,1
X7518,X11284,1
X7158,X9759,1
X102,X351,1
X80243,X5728,-1
X65018,X10131,1
X5789,X6774,-1
X7515,X11284,1
X5037,X5894,1
X57646,X55294,-1
X1017,X4609,1
X26959,X4609,-1
X6135,X8295,-1
X8295,X4609,1
X4609,X3714,1
X55294,X4609,1
X5058,X5829,1
X836,X5591,1
X836,X2934,1
X23049,X5976,1
X472,X57646,1
X6416,X5599,1
X8408,X9776,1
X8408,X9821,1
X2475,X9776,-1
X51100,X7405,1
X9776,X9821,1
X2475,X9706,-1
X8678,X30849,1
X7074,X5879,1
X3265,X7074,1
X83734,X9140,1
X2475,X57521,1
X207,X84335,-1
X1612,X10645,-1
X1612,X5597,-1
X7405,X30849,1
X9706,X9776,1
X7405,X8678,1
X84335,X57521,-1
X2475,X84335,-1
X9706,X9821,1
X4170,X572,1
X83734,X9474,1
X10533,X64422,1
X3265,X51196,1
X1432,X8550,1
X8550,X7157,1
X9474,X55054,1
X7157,X4170,1
X664,X596,-1
X664,X598,-1
X83985,X596,-1
X83985,X598,-1
X23192,X81631,1
X801,X1612,1
X1612,X4172,1
X51100,X5289,1
X823,X596,-1
X824,X596,-1
X823,X598,-1
X824,X637,1
X823,X637,1
X836,X1978,-1
X836,X6709,1
X836,X1981,1
X836,X9564,1
X836,X1982,1
X836,X8672,1
X836,X596,-1
X835,X54205,1
X835,X56616,1
X839,X4926,1
X839,X7431,1
X824,X598,-1
X835,X9131,1
X835,X8737,1
X843,X8737,-1
X843,X637,1
X11073,X545,1
X6446,X9132,1
X5459,X627,1
X474,X5459,1
X5459,X2672,1
X51168,X25861,1
X6657,X474,1
X474,X56751,1
X84059,X112,-1
X3399,X474,-1
X3398,X474,-1
X4851,X7849,1
X3397,X474,-1
X3753,X9132,1
X4851,X399823,-1
X7471,X399823,-1
X1869,X672,1
X114609,X4615,1
X6495,X5076,1
X6495,X2138,-1
X2299,X6495,1
X5170,X5582,1
X5163,X5582,1
X182,X1027,1
X1869,X2146,1
X1870,X891,1
X7471,X182,1
X7471,X4851,1
X4851,X7471,1
X4851,X474,-1
X7471,X1749,1
X5459,X4908,1
X4851,X388585,1
X4851,X6657,1
X4851,X652,1
X4609,X4830,1
X5899,X10928,1
X5900,X5898,1
X10928,X998,1
X10928,X5879,1
X7471,X2637,1
X7471,X5076,1
X7471,X7849,1
X7471,X3280,1
X182,X4851,1
X4851,X3280,1
X7471,X6662,1
X3815,X2885,1
X6495,X652,1
X6495,X2255,1
X6495,X2248,1
X2138,X2248,1
X9132,X375611,1
X5568,X9132,1
X6495,X2625,1
X9641,X3665,1
X2064,X2885,1
X1869,X5111,1
X208,X1026,1
X207,X1027,1
X7421,X836,1
X56852,X5889,1
X5582,X5894,1
X6422,X54361,1
X6423,X7471,-1
X4081,X2301,1
X5080,X1000,1
X5080,X57619,1
X6422,X7472,-1
X6422,X7471,1
X5316,X5080,1
X5080,X6423,1
X5080,X6422,1
X5080,X2335,1
X5080,X4081,1
X329,X836,-1
X835,X637,1
X836,X835,1
X27113,X4170,-1
X4170,X578,-1
X57448,X842,-1
X5366,X64395,-1
X4170,X10018,-1
X999,X10095,1
X2475,X8408,-1
X6009,X2475,1
X7249,X6009,1
X7249,X7248,1
X10533,X81631,1
X387,X1729,1
X207,X7249,-1
X5366,X4170,-1
X387,X9475,1
X10533,X83734,1
X10533,X9140,1
X9140,X9474,1
X64422,X81631,1
X10645,X5571,1
X2308,X10811,1
X1876,X5932,-1
X836,X4926,1
X599,X638,-1
X8655,X10018,-1
X8837,X843,-1
X840,X7431,1
X840,X7132,1
X840,X3691,1
X836,X7431,1
X841,X836,1
X843,X836,1
X836,X5829,-1
X5499,X572,1
X836,X5747,-1
X10018,X597,-1
X598,X317,1
X10018,X7416,1
X598,X7416,-1
X578,X7416,1
X581,X7416,1
X1612,X7157,1
X1613,X23521,1
X1029,X598,-1
X4087,X1612,1
X219699,X28227,1
X6009,X64223,1
X60673,X9776,1
X5366,X581,1
X5584,X572,-1
X5599,X596,1
X1612,X5587,1
X57534,X1612,-1
X1612,X8678,1
X1612,X6804,-1
X1612,X6194,-1
X27113,X597,-1
X27113,X581,1
X8739,X598,-1
X8739,X596,-1
X6009,X23770,-1
X23770,X2475,-1
X5366,X597,-1
X5590,X8772,1
X55367,X835,1
X55367,X8517,1
X6197,X57521,1
X355,X9994,1
X6195,X57521,1
X9994,X841,1
X5604,X5595,1
X5595,X6197,1
X5594,X6195,1
X1613,X10398,1
X5594,X6197,1
X5594,X1612,1
X6714,X1612,-1
X5792,X1612,1
X1612,X1613,1
X1612,X7249,1
X5595,X1612,1
X3320,X1612,1
X4756,X1612,1
X6237,X5894,1
X219699,X1612,1
X6195,X1612,-1
X6197,X1612,-1
X5894,X5604,1
X2934,X71,1
X1613,X2908,1
X1613,X94274,1
X1613,X4659,-1
X1499,X23604,-1
X1613,X367,1
X6093,X1613,1
X94274,X5499,-1
X1612,X7094,-1
X7094,X3688,1
X1612,X3675,-1
X1612,X1029,1
X4089,X1612,1
X4088,X1612,1
X6774,X7474,1
X472,X9656,1
X7157,X84883,1
X7157,X54443,-1
X7157,X5243,1
X7157,X59,1
X7157,X1820,1
X7157,X575,1
X7157,X324,1
X1994,X23411,1
X11200,X1994,1
X1871,X891,1
X1111,X7465,1
X1869,X8726,1
X7474,X2535,1
X22827,X4609,-1
X22827,X8880,-1
X207,X1026,1
X8880,X4609,1
X1026,X1869,-1
X1871,X1029,1
X1874,X63967,-1
X1870,X1029,1
X1869,X81620,1
X1869,X1029,1
X1870,X5111,1
X1876,X672,-1
X1876,X23468,-1
X29089,X55215,1
X7157,X1786,-1
X29089,X2177,1
X7157,X1956,1
X9261,X993,-1
X7157,X1969,1
X1111,X994,1
X7157,X1907,1
X9261,X995,-1
X7157,X1915,1
X9261,X994,-1
X7157,X3064,1
X7157,X2876,1
X7157,X2765,1
X7157,X2176,1
X7157,X3082,1
X472,X84464,1
X6772,X355,1
X6772,X1026,1
X4780,X5052,1
X472,X637,1
X84678,X10549,1
X84678,X1728,1
X545,X5932,1
X545,X55215,1
X1869,X317,1
X983,X1869,1
X1870,X8726,1
X2475,X8637,1
X2475,X1979,1
X9261,X7248,-1
X7157,X624,1
X7157,X637,1
X1326,X9020,1
X3551,X7248,-1
X7157,X79370,1
X1326,X6416,1
X207,X253260,-1
X1979,X1977,-1
X1978,X1977,-1
X2475,X1978,1
X8637,X1977,1
X7157,X8812,1
X8915,X8517,1
X7157,X839,1
X7157,X843,1
X7157,X834,1
X9020,X3551,1
X7157,X28984,1
X7157,X665,1
X7157,X332,-1
X10318,X8517,1
X1870,X2146,1
X1874,X81620,1
X1869,X10926,1
X890,X1869,1
X50616,X3588,1
X7157,X3732,1
X2056,X2057,1
X7157,X995,-1
X9261,X7249,1
X7157,X92421,1
X7157,X80781,1
X3717,X6774,1
X7157,X22943,1
X7157,X780,1
X283455,X1326,-1
X11200,X7157,1
X4790,X1326,-1
X7157,X1509,1
X472,X6794,1
X7157,X1429,-1
X7157,X54541,1
X28996,X7157,1
X7157,X6376,1
X472,X28996,1
X472,X5528,1
X472,X5527,1
X834,X2597,-1
X58191,X10663,1
X834,X27178,1
X834,X840,1
X2969,X595,1
X3818,X5571,1
X834,X90865,1
X414062,X1234,1
X25842,X8208,1
X8743,X8794,1
X6885,X3551,1
X6794,X5571,1
X55723,X8208,1
X8797,X8795,1
X84148,XNA,1
X142,X11198,1
X8797,X8737,1
X8795,X8737,1
X9111,X6772,1
X3875,X8717,-1
X4609,X5366,1
X472,X25,1
X8797,X8717,1
X8795,X8717,1
X329,X7186,-1
X3659,X3669,1
X5591,X5976,1
X6772,X8651,1
X3586,X3587,1
X22861,X838,1
X834,X2247,1
X834,X29108,-1
X59082,X834,-1
X3659,X4843,1
X9636,X3716,1
X114769,X834,-1
X3716,X3667,1
X834,X3552,1
X3716,X8660,1
X834,X6721,1
X3643,X8660,1
X1386,X4313,1
X1869,X94241,1
X7157,X2232,1
X6772,X1027,1
X834,X2023,-1
X7186,X9020,1
X25,X6772,1
X64135,X57506,1
X7157,X57103,1
X834,X7167,-1
X7161,X94241,1
X64127,X9020,1
X5591,X835,1
X25,X7150,1
X55367,X5591,1
X6772,X4609,1
X338440,X6772,1
X6772,X3659,1
X834,X226,-1
X5610,X6772,1
X148022,X8737,1
X148022,X29110,1
X148022,X9641,1
X3458,X3459,1
X3665,X3456,1
X3661,X3434,1
X3661,X6352,1
X1612,X7168,1
X4131,X1612,1
X1612,X4131,1
X472,X9126,1
X1869,X23604,1
X2056,X23604,1
X1613,X1026,1
X51114,X3265,1
X51114,X4893,1
X1316,X23604,1
X3481,X3482,1
X2323,X2322,1
X4254,X3815,1
X3481,X3480,1
X472,X11171,1
X23049,X7157,1
X11200,X11171,1
X7099,X114609,1
X8850,XNA,1
X7099,X353376,1
X353376,X148022,1
X7189,X6885,1
X148022,X7189,1
X7098,X148022,1
X4615,X51135,1
X22863,X8678,1
X22933,X2308,1
X2308,X10533,1
X9711,X8678,-1
X22900,X842,-1
X22900,X317,-1
X5272,X834,-1
X834,X22900,-1
X1613,X10627,1
X1612,X10627,1
X6093,X10627,1
X7157,X596,-1
X2475,X1611,1
X8837,X64422,-1
X1613,X4636,1
X6197,X572,-1
X836,X8894,-1
X6198,X6194,1
X1612,X596,-1
X983,X332,1
X836,X1968,-1
X7157,X7306,1
X2597,X6009,-1
X7157,X10537,-1
X9960,XNA,1
X7157,X1462,1
X7157,X7421,1
X7157,X51499,1
X7157,X10346,1
X7157,X7249,1
X7157,X7226,-1
X207,X3708,-1
X2597,X328,1
X84254,X1400,1
X2597,X5451,1
X5451,XNA,1
X6421,X4841,1
X4841,X7150,1
X200558,X142,1
X472,X10155,1
X1111,X5888,1
X4842,X4792,-1
X2932,X2997,-1
X5506,X2997,1
X2932,X8312,1
X1452,X5071,-1
X144455,X6667,-1
X2932,X4040,1
X7398,X2177,1
X5599,X7534,-1
X596,X8678,-1
X11200,X993,-1
X5347,X7465,1
X472,X8091,1
X207,X4846,1
X472,X3159,1
X1020,X5071,1
X1452,X1499,1
X1452,X993,-1
X1111,X7157,1
X7157,X5325,1
X1869,X836,1
X7157,X4953,1
X7157,X4846,-1
X7157,X64065,1
X7157,X9127,1
X5468,X387893,1
X7157,X4313,1
X1869,X7508,1
X7157,X4233,1
X7157,X58484,1
X7157,X10397,1
X3195,X216,1
X545,X1869,1
X10971,X1869,1
X1869,X10971,1
X1869,X1643,1
X472,X4193,1
X10521,X2099,1
X10521,X4193,1
X7157,X5925,1
X7157,X5875,1
X7157,X29108,1
X7157,X5728,1
X7157,X5564,1
X6446,X2309,1
X7157,X639,1
X7157,X333926,1
X207,X2308,1
X1263,X7157,1
X1869,X891,1
X1869,X840,1
X7157,X5054,1
X7157,X5268,1
X7157,X2810,1
X7157,X27244,1
X7157,X51065,1
X7157,X64326,1
X7157,X6273,1
X7157,X55800,1
X7157,X6319,-1
X7157,X7161,1
X2932,X595,1
X7157,X55240,1
X7157,X54407,-1
X7157,X4068,1
X7157,X8794,1
X7157,X8797,1
X7157,X7039,1
X7157,X6890,1
X8312,X4609,1
X2932,X4609,1
X3551,X8517,1
X1111,X993,1
X9252,XNA,-1
X6872,X10018,1
X1387,X653308,1
X11143,XNA,1
X11143,XNA,1
X841,X839,1
X9329,XNA,1
X8648,XNA,1
X8648,XNA,1
X983,X1460,1
X4193,X133746,1
X8202,XNA,1
X8445,X7157,1
X29110,X3665,1
X861,X8870,1
X57506,X29110,1
X10499,XNA,1
X8202,XNA,1
X7100,X4615,1
X8767,X8915,1
X55818,XNA,1
X9575,XNA,1
X10499,XNA,1
X23030,XNA,-1
X9682,X10018,-1
X545,X55159,1
X8797,X8772,1
X578,X9131,1
X3091,X7157,1
X1460,X7157,1
X25,X8976,1
X51074,X317,-1
X114799,X23028,1
X7128,X8517,-1
X25,X91746,1
X834,X3553,1
X25,X84287,1
X7508,X1642,1
X834,X3606,1
X114799,X5885,1
X27,X8976,1
X25,X7486,1
X826,X824,1
X7520,X1643,1
X30849,X5289,1
X8085,X5971,1
X8085,XNA,1
X10498,X5971,1
X637,X578,1
X637,X581,1
X472,X5347,-1
X56616,X331,1
X55170,X7057,-1
X545,X5347,-1
X7465,X983,-1
X51111,XNA,1
X7520,X84126,1
X4297,X5971,1
X5494,X5571,-1
X4152,X9869,1
X9261,X3315,1
X1869,X3090,1
X6597,X3090,1
X9025,X165918,1
X9021,X7189,-1
X9021,X9479,-1
X5605,X5595,1
X5599,X90427,1
X5599,X3667,1
X838,X3606,1
X838,X3553,1
X5599,X581,1
X5604,X5594,1
X207,X23216,-1
X207,X9882,-1
X8493,X472,-1
X142,X7515,1
X142,X54840,1
X3320,X56950,1
X56950,X7157,-1
X9739,X10018,1
X4283,X2833,1
X29072,XNA,1
X6352,X1234,1
X6355,X1234,1
X56950,XNA,1
X6351,X1234,1
X3569,X3572,1
X83852,XNA,1
X57506,X3551,1
X55904,XNA,1
X142,XNA,1
X79697,X121340,-1
X23770,X598,1
X23770,X596,1
X7157,X9401,-1
X4609,X84864,1
X2931,X602,1
X1487,X2004,-1
X80854,XNA,1
X8493,X11200,1
X7799,XNA,-1
X84444,XNA,1
X387893,XNA,-1
X56616,X329,1
X55054,X1213,1
X56616,X330,1
X836,X84971,1
X8772,X9474,1
X84971,X23710,1
X56616,X332,-1
X8772,X8737,1
X1958,X11073,1
X1869,X8493,1
X1869,X4217,1
X27429,X57448,-1
X27429,X330,-1
X27429,X329,-1
X23192,X23710,1
X27429,X331,-1
X23192,X11337,1
X57448,X56616,-1
X840,X1676,1
X665,X23710,1
X115201,X11345,1
X836,X3551,-1
X836,X5970,-1
X836,X1975,1
X23192,X11345,1
X472,X8517,1
X329,X840,-1
X330,X840,-1
X472,XNA,1
XNA,X9656,1
X836,X1499,1
X836,X83939,-1
X332,X842,-1
X836,X64689,-1
X5071,X7416,-1
X1956,X2885,1
X836,X6093,1
X7189,X23118,1
X10454,X6885,1
X330,X842,-1
X57448,X836,-1
X65018,X8678,1
X23001,X9140,1
X836,X840,1
X23118,X6885,1
X4217,X1616,1
X355,X1616,1
X23001,X8878,1
X599,X578,-1
X840,X142,-1
X836,X1676,1
X1950,X1956,1
X599,X581,-1
X81671,X8678,1
X7186,X4217,1
X57448,X840,-1
X6197,X7249,-1
X6195,X7249,-1
X5595,X7249,-1
X10533,X9474,1
X5566,X81631,-1
X3552,X3554,1
X8678,X55626,1
X7879,X79443,1
X7186,X3551,1
X7157,X356,1
X7818,X54205,1
X55578,X79065,1
X1982,X331,1
X83452,X55054,1
X1982,X329,1
X578,X27429,1
X581,X2021,1
X1982,X317,1
X835,X2802,-1
X839,X4000,1
X578,X2021,1
X493856,X596,1
X637,X599,-1
X572,X599,-1
X27113,X599,-1
X10018,X599,-1
X10018,X596,-1
X637,X598,-1
X10018,X598,-1
X596,X578,-1
X10018,X578,1
X598,X578,-1
X7157,X604,1
X604,X7157,-1
X6667,X9518,1
X7157,X5888,1
X55367,X8737,1
X55367,X8738,1
X8738,X8737,1
X8738,X835,1
X835,X7186,1
X7186,X8737,1
X8717,X8737,1
X7157,X3090,1
X7157,X3326,-1
X7157,X3312,-1
X7157,X3958,1
X7157,X3976,1
X7157,X8379,-1
X7157,X255488,1
X7157,X3486,1
X7157,X3663,1
X7157,X3856,1
X3146,X8678,-1
X8678,X3146,1
X983,X5289,-1
X4170,X8678,-1
X1020,X5289,-1
X7128,X8678,-1
X7189,X8678,1
X8655,X55626,-1
X8408,X8655,-1
X8408,X55626,1
X5594,X57521,1
X8408,X1613,1
X26271,X51529,-1
X5300,X26271,1
X5347,X26271,1
X983,X26271,1
X8945,X26271,-1
X604,X7709,-1
X604,X545,-1
X7709,X1026,1
X9040,X8453,1
X10956,X54583,1
X10956,X112399,1
X54583,X3091,1
X112399,X3091,1
X112398,X3091,1
X7428,X3091,-1
X864,X920,1
X4602,X2625,1
X672,X79728,1
X79728,X672,1
X861,X920,1
X2033,X4602,1
X1387,X4602,1
X4602,X1278,1
X4602,X1277,1
X22976,X472,1
X51701,X4602,1
X5300,X604,1
X7158,X22976,1
X22976,X7158,1
X5187,X472,1
X8914,X545,1
X6772,X9656,1
X6742,X7157,1
X2932,X4193,1
X23411,X8864,-1
X6095,X406,1
X6096,X406,1
X6097,X406,1
X142,X3091,1
X9572,X406,-1
X5187,X406,-1
X8864,X406,-1
X9975,X406,-1
X8863,X406,-1
X55832,X8454,-1
X9040,X8454,1
X2745,X58,1
X2597,X1906,-1
X4087,X2798,1
X4088,X2798,1
X3725,X5743,1
X2745,X2597,-1
X4089,X2798,1
X2516,X2798,1
X2745,X3661,1
X22943,X4040,1
X51548,X5970,-1
X22943,X4041,-1
X7474,X7855,1
X10987,X4609,1
X10987,X3091,1
X10987,X4193,1
X10987,X3725,1
X10987,X1027,-1
X55922,X4791,-1
X55922,X4790,-1
X55922,X5970,-1
X55922,X5966,-1
X7291,X7076,-1
X7291,X999,-1
X7291,X5970,-1
X208,X7291,1
X10023,X2932,1
X23401,X2932,-1
X1457,X1499,1
X472,X5976,1
X472,X7189,1
X472,X6117,-1
X10524,X367,1
X10524,X4609,1
X5371,X10524,1
X5536,X472,1
X84981,X26292,-1
X4543,X2776,1
X4543,X2773,1
X728642,X8665,-1
X984,X8665,-1
X1643,X1026,-1
X8493,XNA,-1
X25,X7015,-1
X7157,X407975,-1
X5566,XNA,1
X6598,X4609,1
X5925,X3091,1
X8841,X10155,1
X10155,X6774,-1
X10155,X79718,1
X5925,X1869,-1
X1869,X9232,1
X1316,X9232,-1
X1876,X8409,-1
X286053,X7013,1
X286053,X54386,1
X286053,X7014,1
X286053,X26277,1
X79577,X4609,1
X2932,X8061,-1
X6790,X10013,1
X10013,X7184,1
X2033,X10013,-1
X10013,X2017,1
X10013,X80086,-1
X9682,X367,1
X9682,XNA,1
X81603,X8651,-1
X9400,X5888,-1
XNA,X23586,1
X57659,X1026,-1
X1655,X7157,1
X151636,XNA,1
X1655,X3065,1
X9641,X4792,1
X64332,X6774,-1
X2625,X3586,1
X466,X3586,1
X3716,X6774,1
X8284,XNA,-1
X10765,XNA,-1
X8242,XNA,-1
X55870,XNA,1
X5927,XNA,-1
X5347,X9088,-1
X1147,X4791,1
X8740,X4055,1
X9020,X1827,1
X9020,X5970,1
X959,X958,1
X10673,X9020,1
X4049,X7132,1
X4050,X4055,1
X4055,X9020,1
X9020,X6774,1
X602,X4791,1
X6774,X3726,1
X602,X4790,1
X6774,X9314,1
X6774,X1958,1
X6774,X64395,1
X6774,X5292,1
X6774,X639,1
X1017,X2308,1
X2309,X10018,1
X2033,X7157,1
X1499,X2308,1
X3084,X2064,1
X958,X7186,1
X2065,X2886,1
X2308,X9314,1
X207,X2309,1
X207,X4303,1
X2309,X6342,1
X2308,XNA,1
X6502,X2308,1
X4790,X1387,1
X7874,X2308,1
X23411,X2308,1
X9365,X3643,1
X1387,X5971,1
X8856,X2308,1
X2308,X8856,1
X9365,X3480,-1
X1499,X4303,1
X1499,X2309,1
X2033,XNA,1
X207,X2033,1
X1147,X1387,1
X9221,X1457,-1
X8408,X8678,1
X8678,X5289,1
X578,X581,1
X10419,XNA,-1
X10297,X1499,1
X10419,XNA,-1
X3066,XNA,-1
X3066,XNA,-1
X4485,XNA,-1
X23411,X6839,1
X3066,XNA,-1
X6477,X1499,-1
X3066,XNA,1
X23326,XNA,1
XNA,X7158,1
X7186,X6885,1
X3315,X6667,1
X3315,X7334,1
X5587,X3315,1
X2931,X4040,1
X80854,X6881,1
X80854,X7157,1
X1676,X1677,-1
X23186,X23028,1
X28512,X4792,1
X5728,X1869,1
X1869,X5888,1
X571,X4780,-1
X571,X1728,-1
X28511,X4793,1
X2932,X1499,-1
X7157,X6477,1
X5595,X10018,-1
X5594,X10018,-1
X1649,X10018,1
X1649,X3684,1
X1649,X8061,1
X841,X840,1
X841,X637,1
X4803,X4914,1
X1051,X860,1
X842,X840,1
X5595,X1051,1
X5594,X1051,1
X10449,X664,-1
X664,X6009,-1
X648,X1029,1
X1452,X1385,1
X545,X5976,1
X572,X598,1
X3621,X1026,1
X472,X6426,1
X472,X79035,1
X55818,X367,1
X8772,X843,1
X8837,X8772,-1
X836,X839,1
X2309,X356,1
X23411,X2309,1
X2309,X1027,1
X2309,X1647,1
X472,X79791,1
X10419,XNA,1
X572,X596,1
X596,X581,-1
X598,X581,-1
X6778,X84666,1
X6778,X64581,1
X6778,X27159,1
X3566,X3716,1
X8986,X2353,1
X3565,X3566,1
X377630,X993,1
X3566,X3718,1
X79858,X993,-1
X3563,X3717,1
X207,X6599,1
X5170,X5578,1
X6778,X7070,1
X6778,X4783,1
X6772,X356,1
X51588,X6772,1
X5111,X1786,1
X6772,X56269,1
X6778,X2625,1
X5595,X9252,1
X2309,X65018,1
X3551,X4790,1
X1326,X5604,1
X1326,X5605,1
X51111,XNA,1
X695,X114609,-1
X84787,XNA,1
X1326,X5606,1
X51547,X84172,1
X5163,X6446,1
X6446,X2308,1
X4543,X5594,1
X10524,X7157,1
X4193,X10524,-1
X983,X10524,1
X5610,X1965,1
X440275,X1965,1
X23586,X57506,1
X29110,X3661,1
X27102,X1965,1
X5599,X3725,1
X823,X9474,1
X3309,X10595,-1
X3309,X9451,-1
X9451,X4780,1
X9451,X330,1
X9451,X329,1
X9451,X6541,1
X9451,X468,1
X5608,X5600,1
X80279,X983,1
X80279,X1111,-1
X3309,X2081,-1
X23411,X4683,1
X91937,X26762,1
X3309,X22926,-1
X3717,X2690,1
X5618,X3717,1
X3953,X3717,1
X3568,X3717,1
X2353,X10725,1
X3725,X10725,1
X10725,X26301,1
X51588,X8517,1
X9021,X1441,1
X142,X51588,1
X9021,X3977,-1
X9021,X3570,-1
X1385,X200186,1
X200186,X1385,1
X1385,X1387,1
X5071,X23208,-1
X5071,X2861,-1
X5071,X7965,1
X824,X9474,1
X9532,X10273,1
X1454,X1855,1
X1453,X8864,1
X207,X677,-1
X3659,X8743,1
X3659,X841,1
X142,X9557,1
X3659,XNA,1
X3659,X5111,1
X10524,XNA,1
X10524,XNA,1
X10524,XNA,1
X23411,X10524,1
X8986,X1385,1
X1387,XNA,1
X2033,XNA,1
X2033,XNA,1
X10919,XNA,-1
X79813,XNA,-1
X9869,XNA,-1
X7994,XNA,1
X10919,X1789,1
X10919,X1788,1
X3720,X79813,1
X79813,X595,1
X7403,XNA,1
X23135,XNA,1
X7403,X5925,1
X1787,X9236,-1
X23028,XNA,1
X29128,X1786,1
X10155,X6772,1
XNA,X2648,1
X3065,X10155,1
X3066,X6774,1
X2648,XNA,1
X4221,X4297,1
X4221,X3223,1
X4221,X3224,1
X23133,XNA,1
X9739,XNA,1
X23067,XNA,1
X4297,XNA,1
X3001,X6418,-1
X23411,X5970,-1
X3001,X3553,1
X6418,X4830,-1
X23411,X5971,-1
X23411,X4792,1
