source,target,sign
XMetab__2538___c____,X7150,-1
XMetab__2381___c____,X1128,-1
XMetab__122227___c____,X623,1
XMetab__4705___c____,X1956,-1
XMetab__3746___c____,X1128,-1
XMetab__47811___c____,X3350,1
XMetab__60149___c____,X1813,-1
XMetab__5280934___c____,X948,1
XMetab__55751___c____,X3362,-1
XMetab__5284616___c____,X3091,-1
XMetab__6076___c____,X3767,1
XMetab__93205___c____,X57413,1
XMetab__657346___c____,X1131,1
XMetab__5462501___c____,X183,-1
XMetab__5514___c____,X760,-1
XMetab__3181___c____,X5241,1
XMetab__9796290___c____,X1803,-1
XMetab__54746___c____,X3357,1
XMetab__5073___c____,X1813,1
XMetab__5538___c____,X5594,1
XMetab__5280934___c____,X11010,1
XMetab__860___c____,X336,1
XMetab__5538___c____,X6256,1
XMetab__4629___c____,X1132,1
XMetab__860___c____,X1374,1
XMetab__132836___c____,X5732,1
XMetab__2512___c____,X3350,1
XMetab__446220___c____,X6530,-1
XMetab__23925___c____,X121642,1
XMetab__3007___c____,X2353,1
XMetab__3007___c____,X2353,-1
XMetab__1549007___c____,X6713,-1
XMetab__71360___c____,X3363,-1
XMetab__3209___c____,X4862,1
XMetab__24856436___c____,X7465,-1
XMetab__107847___c____,X4988,1
XMetab__446284___c____,X116519,1
XMetab__101526___c____,X7153,-1
XMetab__312___c____,X2588,-1
XMetab__2170___c____,X1813,-1
XMetab__24826799___c____,X3932,-1
XMetab__271___c____,X111,1
XMetab__274___c____,X9457,1
XMetab__444899___c____,X8800,1
XMetab__5376___c____,X5578,-1
XMetab__2160___c____,X6532,-1
XMetab__2249___c____,X153,-1
XMetab__4946___c____,X154,-1
XMetab__271___c____,X5533,1
XMetab__1220___c____,X3361,1
XMetab__2581___c____,X5742,-1
XMetab__11167602___c____,X673,-1
XMetab__54746___c____,X1815,1
XMetab__255___c____,X55347,-1
XMetab__4848___c____,X1128,-1
XMetab__644066___c____,X1375,-1
XMetab__104795___c____,X57413,1
XMetab__5917___c____,X2353,1
XMetab__4829___c____,X9370,1
XMetab__5311055___c____,X1394,-1
XMetab__36462___c____,X7157,1
XMetab__4044___c____,X5743,-1
XMetab__123619___c____,X5743,-1
XMetab__3784___c____,X775,-1
XMetab__2361___c____,X1543,1
XMetab__60834___c____,X6530,-1
XMetab__2818___c____,X1813,-1
XMetab__4973___c____,X9575,-1
XMetab__985___c____,X1376,1
XMetab__5362129___c____,X1636,-1
XMetab__985___c____,X4800,1
XMetab__2818___c____,X147,-1
XMetab__145068___c____,X2983,1
XMetab__3108___c____,X8654,-1
XMetab__91649___c____,X367,-1
XMetab__16004692___c____,X1909,-1
XMetab__231___c____,X50486,1
XMetab__888___c____,X1738,1
XMetab__24755481___c____,X8897,1
XMetab__5381___c____,X5914,1
XMetab__5566___c____,X801,-1
XMetab__5983___c____,X43,-1
XMetab__5961___c____,X1503,-1
XMetab__54313___c____,X6915,1
XMetab__985___c____,X116519,1
XMetab__5538___c____,X5914,1
XMetab__115237___c____,X1813,-1
XMetab__3973___c____,X2932,1
XMetab__1613___c____,X57016,-1
XMetab__5284616___c____,X6198,-1
XMetab__446284___c____,X3992,1
XMetab__4894___c____,X2908,1
XMetab__888___c____,X1312,1
XMetab__4858___c____,X142,-1
XMetab__77998___c____,X2641,1
XMetab__177335___c____,X3360,-1
XMetab__11597571___c____,X238,-1
XMetab__440038___c____,X718,1
XMetab__985___c____,X5244,1
XMetab__5997___c____,X19,1
XMetab__60612___c____,X152,1
XMetab__6918537___c____,X1803,-1
XMetab__2524___c____,X1594,-1
XMetab__3143___c____,X836,1
XMetab__5426___c____,X7422,-1
XMetab__128563___c____,X4986,1
XMetab__12066___c____,X6817,-1
XMetab__1548886___c____,X5743,-1
XMetab__3310___c____,X836,1
XMetab__37392___c____,X3757,-1
XMetab__24826799___c____,X25,-1
XMetab__11434515___c____,X1133,-1
XMetab__4543___c____,X146,-1
XMetab__888___c____,X5409,-1
XMetab__3931___c____,X1581,1
XMetab__4636___c____,X146,1
XMetab__62156___c____,X4985,1
XMetab__41376___c____,X59340,1
XMetab__5095___c____,X3350,1
XMetab__1271___c____,X2912,1
XMetab__2909___c____,X5530,-1
XMetab__5002___c____,X3350,-1
XMetab__6918403___c____,X1956,-1
XMetab__60662___c____,X8911,-1
XMetab__5526___c____,X5340,-1
XMetab__23931___c____,X7915,-1
XMetab__1986___c____,X760,-1
XMetab__446155___c____,X4846,1
XMetab__3893___c____,X2641,1
XMetab__3086681___c____,X6869,-1
XMetab__4927___c____,X1813,-1
XMetab__60853___c____,X3350,-1
XMetab__60853___c____,X3350,1
XMetab__5538___c____,X5915,1
XMetab__2471___c____,X1080,-1
XMetab__271___c____,X826,1
XMetab__1935___c____,X43,-1
XMetab__3676___c____,X6331,-1
XMetab__4920___c____,X367,1
XMetab__2818___c____,X3350,-1
XMetab__2818___c____,X3350,1
XMetab__9841667___c____,X3579,-1
XMetab__156326___c____,X152,-1
XMetab__4585___c____,X3274,-1
XMetab__5358___c____,X3350,1
XMetab__128017___c____,X3351,1
XMetab__3042___c____,X1128,-1
XMetab__985___c____,X29841,1
XMetab__5040___c____,X595,-1
XMetab__6433117___c____,X154,1
XMetab__176870___c____,X1956,-1
XMetab__61___c____,X3635,-1
XMetab__5202___c____,X3350,1
XMetab__104849___c____,X1268,-1
XMetab__5460048___c____,X336,1
XMetab__5566___c____,X1718,-1
XMetab__1986___c____,X23632,-1
XMetab__2818___c____,X150,-1
XMetab__860___c____,X27242,1
XMetab__5815___c____,X3576,1
XMetab__5995___c____,X367,1
XMetab__148842___c____,X148,-1
XMetab__160___c____,X1906,1
XMetab__107706___c____,X1991,-1
XMetab__2995___c____,X1133,-1
XMetab__6169___c____,X1813,-1
XMetab__271___c____,X5573,1
XMetab__3964___c____,X1813,-1
XMetab__985___c____,X4802,1
XMetab__70914___c____,X1373,1
XMetab__5284616___c____,X896,-1
XMetab__644241___c____,X25,-1
XMetab__4771___c____,X4129,-1
XMetab__8747___c____,X3635,-1
XMetab__1927___c____,X5346,1
XMetab__271___c____,X6010,1
XMetab__271___c____,X6010,-1
XMetab__564___c____,X5327,-1
XMetab__3009___c____,X4953,-1
XMetab__2818___c____,X3355,1
XMetab__3914___c____,X154,-1
XMetab__4411___c____,X153,-1
XMetab__4411___c____,X153,-1
XMetab__5994___c____,X5241,1
XMetab__238___c____,X8663,1
XMetab__5328940___c____,X5605,-1
XMetab__4819___c____,X1128,1
XMetab__4819___c____,X1128,1
XMetab__51577___c____,X2548,-1
XMetab__9782___c____,X2908,1
XMetab__164437___c____,X57413,1
XMetab__443375___c____,X886,-1
XMetab__176872___c____,X2475,-1
XMetab__2145___c____,X1583,-1
XMetab__60795___c____,X3359,-1
XMetab__155815___c____,X5320,-1
XMetab__23994___c____,X10423,-1
XMetab__77998___c____,X5468,1
XMetab__47811___c____,X150,1
XMetab__33625___c____,X148,-1
XMetab__13849___c____,X2641,1
XMetab__119___c____,X339403,1
XMetab__8230___c____,X552,-1
XMetab__2125___c____,X1268,-1
XMetab__985___c____,X7296,1
XMetab__11597571___c____,X238,-1
XMetab__3038___c____,X760,-1
XMetab__985___c____,X2180,1
XMetab__888___c____,X3612,1
XMetab__47811___c____,X152,1
XMetab__5280934___c____,X34,1
XMetab__122316___c____,X4129,-1
XMetab__985___c____,X1374,1
XMetab__3394___c____,X5742,-1
XMetab__3062316___c____,X5159,-1
XMetab__3062316___c____,X1956,-1
XMetab__1541___c____,X1269,1
XMetab__26644___c____,X4986,-1
XMetab__5056___c____,X1543,-1
XMetab__24936___c____,X6713,-1
XMetab__3750___c____,X7150,-1
XMetab__985___c____,X1581,1
XMetab__5291___c____,X3815,-1
XMetab__444899___c____,X2180,1
XMetab__2719___c____,X5604,-1
XMetab__5374___c____,X150,-1
XMetab__449193___c____,X5142,-1
XMetab__60795___c____,X1813,1
XMetab__60795___c____,X1813,-1
XMetab__9939609___c____,X7941,-1
XMetab__4543___c____,X6532,-1
XMetab__2232___c____,X2147,-1
XMetab__2733525___c____,X5578,-1
XMetab__446541___c____,X3615,-1
XMetab__3922___c____,X6256,1
XMetab__338___c____,X5742,-1
XMetab__4259___c____,X7153,-1
XMetab__4973___c____,X9572,-1
XMetab__5032___c____,X6531,-1
XMetab__3158___c____,X1133,-1
XMetab__5656___c____,X6530,-1
XMetab__216239___c____,X5979,-1
XMetab__1205___c____,X1131,-1
XMetab__6076___c____,X7225,1
XMetab__3931___c____,X27242,1
XMetab__3220___c____,X1457,-1
XMetab__6436173___c____,X8856,1
XMetab__71360___c____,X3362,-1
XMetab__128563___c____,X4986,1
XMetab__784___c____,X5581,1
XMetab__23663989___c____,X240,-1
XMetab__4038180___c____,X148,1
XMetab__2185___c____,X7442,1
XMetab__5002___c____,X148,-1
XMetab__4091___c____,X6517,1
XMetab__283___c____,X7351,1
XMetab__3937___c____,X183,-1
XMetab__72054___c____,X1133,-1
XMetab__73292___c____,X1019,-1
XMetab__4585___c____,X147,-1
XMetab__838___c____,X153,1
XMetab__838___c____,X153,1
XMetab__3062316___c____,X6714,-1
XMetab__5761___c____,X3357,1
XMetab__4691___c____,X6530,-1
XMetab__5311080___c____,X4988,1
XMetab__271___c____,X5588,1
XMetab__3339___c____,X1401,-1
XMetab__271___c____,X5532,1
XMetab__231___c____,X1579,1
XMetab__89594___c____,X1137,1
XMetab__5833___c____,X4306,-1
XMetab__1639___c____,X847,-1
XMetab__2125___c____,X1268,-1
XMetab__5251896___c____,X1803,-1
XMetab__5280450___c____,X57761,1
XMetab__3869___c____,X148,-1
XMetab__3869___c____,X148,-1
XMetab__4630___c____,X1132,1
XMetab__107867___c____,X1129,-1
XMetab__5280934___c____,X2180,1
XMetab__985___c____,X336,1
XMetab__2435___c____,X152,1
XMetab__2435___c____,X152,1
XMetab__5284373___c____,X5530,-1
XMetab__107807___c____,X1636,-1
XMetab__806___c____,X3705,1
XMetab__2818___c____,X3363,-1
XMetab__985___c____,X1374,1
XMetab__4380___c____,X4128,-1
XMetab__4380___c____,X4128,-1
XMetab__5452___c____,X147,-1
XMetab__160___c____,X5737,1
XMetab__860___c____,X50486,1
XMetab__60146___c____,X146,-1
XMetab__60146___c____,X146,-1
XMetab__163976___c____,X4860,-1
XMetab__231___c____,X4899,1
XMetab__2818___c____,X3362,-1
XMetab__5311___c____,X8841,-1
XMetab__148123___c____,X1890,1
XMetab__77998___c____,X948,1
XMetab__5097___c____,X983,-1
XMetab__446157___c____,X3156,-1
XMetab__10096344___c____,X1803,-1
XMetab__6076___c____,X7222,1
XMetab__271___c____,X816,1
XMetab__5289419___c____,X1020,-1
XMetab__9750___c____,X4846,1
XMetab__3077___c____,X59340,1
XMetab__2512___c____,X1814,1
XMetab__3158___c____,X1131,-1
XMetab__3387___c____,X367,1
XMetab__5002___c____,X146,-1
XMetab__271___c____,X5255,1
XMetab__24798684___c____,X2641,1
XMetab__158348___c____,X554,-1
XMetab__985___c____,X4801,1
XMetab__271___c____,X826,1
XMetab__9750___c____,X384,-1
XMetab__232___c____,X2641,1
XMetab__985___c____,X4862,1
XMetab__5280754___c____,X4772,-1
XMetab__5022___c____,X57413,1
XMetab__60943___c____,X552,-1
XMetab__2378___c____,X1595,-1
XMetab__6083___c____,X5836,1
XMetab__667490___c____,X3251,-1
XMetab__9812414___c____,X64131,-1
XMetab__8974___c____,X134,1
XMetab__271___c____,X857,1
XMetab__1060___c____,X8050,-1
XMetab__21855___c____,X3269,-1
XMetab__3081361___c____,X1956,-1
XMetab__6076___c____,X7224,1
XMetab__1158___c____,X2992,-1
XMetab__4112___c____,X1719,-1
XMetab__612___c____,X6566,1
XMetab__6169___c____,X3351,-1
XMetab__23925___c____,X130013,1
XMetab__23925___c____,X130013,-1
XMetab__104742___c____,X4986,1
XMetab__2909___c____,X5530,1
XMetab__2909___c____,X5530,-1
XMetab__5184___c____,X1128,-1
XMetab__5184___c____,X1128,-1
XMetab__32798___c____,X2908,1
XMetab__439501___c____,X476,-1
XMetab__5329102___c____,X2321,-1
XMetab__942___c____,X1141,1
XMetab__271___c____,X5582,1
XMetab__1593___c____,X1591,1
XMetab__5401___c____,X148,-1
XMetab__5401___c____,X148,-1
XMetab__196968___c____,X3357,-1
XMetab__71360___c____,X148,-1
XMetab__5252___c____,X231,-1
XMetab__216239___c____,X2322,-1
XMetab__888___c____,X5631,1
XMetab__77998___c____,X7351,1
XMetab__2244___c____,X6403,-1
XMetab__774___c____,X3269,1
XMetab__774___c____,X3269,1
XMetab__65999___c____,X185,-1
XMetab__65999___c____,X185,-1
XMetab__2119___c____,X154,-1
XMetab__82148___c____,X3358,-1
XMetab__82148___c____,X3358,-1
XMetab__3715___c____,X5468,1
XMetab__216239___c____,X3791,-1
XMetab__5997___c____,X1581,1
XMetab__3779___c____,X5972,1
XMetab__16078986___c____,X5031,-1
XMetab__5466___c____,X6529,-1
XMetab__5403___c____,X154,1
XMetab__5403___c____,X154,1
XMetab__60149___c____,X3757,-1
XMetab__4495___c____,X5743,-1
XMetab__60795___c____,X147,-1
XMetab__26644___c____,X4986,-1
XMetab__26644___c____,X4986,-1
XMetab__2160___c____,X3350,-1
XMetab__5005___c____,X1636,-1
XMetab__5287541___c____,X412,-1
XMetab__123631___c____,X1956,1
XMetab__123631___c____,X1956,-1
XMetab__5038___c____,X1636,-1
XMetab__1798___c____,X760,-1
XMetab__4926___c____,X1133,-1
XMetab__2676___c____,X3156,-1
XMetab__271___c____,X816,1
XMetab__3931___c____,X6667,1
XMetab__4920___c____,X5241,-1
XMetab__446284___c____,X11010,1
XMetab__4828___c____,X153,1
XMetab__60795___c____,X3363,-1
XMetab__2796___c____,X5465,1
XMetab__24812758___c____,X6524,-1
XMetab__124087___c____,X3269,-1
XMetab__60795___c____,X147,-1
XMetab__238___c____,X6234,1
XMetab__446284___c____,X183,1
XMetab__76___c____,X2539,-1
XMetab__271___c____,X4137,-1
XMetab__985___c____,X335,1
XMetab__68601___c____,X152,1
XMetab__1935___c____,X590,-1
XMetab__2891___c____,X10157,-1
XMetab__3054___c____,X2957,1
XMetab__2726___c____,X147,-1
XMetab__10182969___c____,X2159,-1
XMetab__2818___c____,X1128,-1
XMetab__443379___c____,X183,-1
XMetab__5454___c____,X1813,-1
XMetab__5454___c____,X1813,-1
XMetab__860___c____,X3992,1
XMetab__3032___c____,X5742,-1
XMetab__4635___c____,X4985,1
XMetab__4635___c____,X4985,1
XMetab__5328940___c____,X5604,-1
XMetab__3931___c____,X116519,1
XMetab__444899___c____,X335,1
XMetab__5862___c____,X1621,-1
XMetab__5202___c____,X3357,1
XMetab__5282280___c____,X1268,1
XMetab__5291___c____,X5159,-1
XMetab__2519___c____,X472,-1
XMetab__11167602___c____,X2324,-1
XMetab__3715___c____,X5468,1
XMetab__3823___c____,X1595,-1
XMetab__3908___c____,X10800,1
XMetab__60853___c____,X1814,-1
XMetab__1615___c____,X6532,-1
XMetab__446284___c____,X2182,1
XMetab__2578___c____,X2936,-1
XMetab__985___c____,X5465,1
XMetab__2812___c____,X1576,-1
XMetab__9910951___c____,X5465,1
XMetab__231___c____,X27242,1
XMetab__82148___c____,X4544,1
XMetab__82148___c____,X4544,1
XMetab__985___c____,X1490,1
XMetab__13849___c____,X2695,1
XMetab__155815___c____,X5320,-1
XMetab__1023___c____,X10423,-1
XMetab__24812758___c____,X6524,-1
XMetab__3177___c____,X5743,-1
XMetab__271___c____,X5578,1
XMetab__9841667___c____,X3579,-1
XMetab__4631___c____,X154,-1
XMetab__2585___c____,X146,-1
XMetab__47795___c____,X240,-1
XMetab__24360___c____,X7150,-1
XMetab__124908___c____,X3614,-1
XMetab__985___c____,X211,1
XMetab__5493444___c____,X5972,-1
XMetab__5734___c____,X4129,-1
XMetab__444899___c____,X183,1
XMetab__238___c____,X6193,1
XMetab__27287___c____,X3162,-1
XMetab__2585___c____,X148,-1
XMetab__2995___c____,X148,-1
XMetab__762___c____,X8894,1
XMetab__2092___c____,X146,-1
XMetab__60834___c____,X6532,-1
XMetab__33624___c____,X153,-1
XMetab__133090___c____,X6870,-1
XMetab__1003___c____,X22978,-1
XMetab__2160___c____,X150,-1
XMetab__2170___c____,X3269,-1
XMetab__3032___c____,X5742,-1
XMetab__3413___c____,X107,1
XMetab__197___c____,X64805,1
XMetab__2170___c____,X6530,-1
XMetab__5281___c____,X2641,1
XMetab__3937___c____,X183,-1
XMetab__5957___c____,X6230,1
XMetab__1645___c____,X142,-1
XMetab__446284___c____,X1579,1
XMetab__2092___c____,X148,-1
XMetab__445639___c____,X2641,1
XMetab__3295___c____,X760,-1
XMetab__928___c____,X8050,1
XMetab__5470___c____,X6462,-1
XMetab__8223___c____,X3358,1
XMetab__274___c____,X59341,1
XMetab__11364421___c____,X5347,-1
XMetab__4585___c____,X3357,-1
XMetab__3519___c____,X152,1
XMetab__9681___c____,X3363,-1
XMetab__2552___c____,X5731,1
XMetab__3696___c____,X6532,-1
XMetab__71398___c____,X240,-1
XMetab__1967___c____,X240,-1
XMetab__762___c____,X5599,1
XMetab__912___c____,X11255,1
XMetab__66370___c____,X2641,1
XMetab__5090___c____,X5743,-1
XMetab__24812758___c____,X6523,-1
XMetab__440038___c____,X3075,1
XMetab__5957___c____,X5563,-1
XMetab__2405___c____,X154,-1
XMetab__9892480___c____,X154,1
XMetab__121964___c____,X886,1
XMetab__169317___c____,X136,-1
XMetab__158796___c____,X846,1
XMetab__2083___c____,X154,1
XMetab__2083___c____,X154,1
XMetab__2866___c____,X3357,-1
XMetab__2866___c____,X3357,-1
XMetab__3066___c____,X150,1
XMetab__5361917___c____,X4986,-1
XMetab__63951___c____,X154,1
XMetab__155773___c____,X153,1
XMetab__3391___c____,X5733,1
XMetab__2284___c____,X2550,1
XMetab__2284___c____,X2550,1
XMetab__1032___c____,X2867,1
XMetab__16078___c____,X1269,1
XMetab__16078___c____,X1269,1
XMetab__4926___c____,X148,-1
XMetab__16133798___c____,X1395,-1
XMetab__942___c____,X1138,1
XMetab__2826___c____,X2353,1
XMetab__985___c____,X4800,1
XMetab__656635___c____,X2147,-1
XMetab__55751___c____,X3362,-1
XMetab__280___c____,X3552,-1
XMetab__5280450___c____,X5465,1
XMetab__803___c____,X883,-1
XMetab__6001___c____,X1543,1
XMetab__216239___c____,X2260,-1
XMetab__3648___c____,X4988,1
XMetab__8515___c____,X5599,-1
XMetab__27991___c____,X554,1
XMetab__6437849___c____,X1717,-1
XMetab__4585___c____,X147,-1
XMetab__5311080___c____,X4985,1
XMetab__77998___c____,X5465,1
XMetab__5282381___c____,X5734,1
XMetab__444___c____,X6531,-1
XMetab__4036___c____,X5742,-1
XMetab__3062316___c____,X3932,-1
XMetab__3157___c____,X5972,1
XMetab__65856___c____,X6530,-1
XMetab__446284___c____,X1376,1
XMetab__129211___c____,X148,-1
XMetab__129211___c____,X148,-1
XMetab__2552___c____,X5733,1
XMetab__2662___c____,X5743,-1
XMetab__446284___c____,X2181,1
XMetab__3696___c____,X1131,-1
XMetab__123611___c____,X2159,-1
XMetab__274___c____,X1390,1
XMetab__5287969___c____,X1025,-1
XMetab__16659841___c____,X6774,-1
XMetab__3692___c____,X59340,1
XMetab__115237___c____,X1813,-1
XMetab__17754772___c____,X3716,-1
XMetab__54477___c____,X1813,-1
XMetab__6076___c____,X5906,1
XMetab__2193___c____,X8644,1
XMetab__176155___c____,X1432,-1
XMetab__39042___c____,X5467,1
XMetab__280___c____,X3552,-1
XMetab__3696___c____,X3350,1
XMetab__644213___c____,X5468,-1
XMetab__5957___c____,X6191,1
XMetab__681___c____,X153,1
XMetab__3117___c____,X7915,-1
XMetab__5936___c____,X590,-1
XMetab__439260___c____,X153,1
XMetab__238___c____,X8661,1
XMetab__3100___c____,X3269,-1
XMetab__57469___c____,X51311,1
XMetab__85___c____,X1374,1
XMetab__186004___c____,X22978,1
XMetab__7420___c____,X23498,-1
XMetab__5408___c____,X367,1
XMetab__16126651___c____,X695,-1
XMetab__60919___c____,X185,-1
XMetab__4235___c____,X4128,-1
XMetab__4828___c____,X154,1
XMetab__444899___c____,X5578,1
XMetab__44093___c____,X1636,-1
XMetab__13849___c____,X2641,1
XMetab__1224___c____,X1816,1
XMetab__3658___c____,X3269,-1
XMetab__274___c____,X154,1
XMetab__2995___c____,X1131,-1
XMetab__6830___c____,X8894,1
XMetab__5362449___c____,X4988,1
XMetab__10163178___c____,X1956,-1
XMetab__896___c____,X4543,1
XMetab__896___c____,X4543,1
XMetab__191___c____,X7852,1
XMetab__3117___c____,X7915,-1
XMetab__1060___c____,X1738,-1
XMetab__3818___c____,X153,1
XMetab__27991___c____,X7450,1
XMetab__71360___c____,X1815,-1
XMetab__5372___c____,X4772,-1
XMetab__2585___c____,X147,-1
XMetab__2242___c____,X83756,1
XMetab__4629___c____,X1132,1
XMetab__3440___c____,X6557,-1
XMetab__439284___c____,X2992,1
XMetab__238___c____,X1977,1
XMetab__77998___c____,X5105,1
XMetab__9085___c____,X383,-1
XMetab__216235___c____,X1909,-1
XMetab__9863167___c____,X1889,-1
XMetab__23994___c____,X5340,1
XMetab__16004692___c____,X1910,-1
XMetab__5005498___c____,X983,-1
XMetab__295___c____,X5593,1
XMetab__23930___c____,X10157,-1
XMetab__72054___c____,X1131,-1
XMetab__72054___c____,X1131,-1
XMetab__2520___c____,X8913,-1
XMetab__5957___c____,X6205,1
XMetab__5312115___c____,X155,1
XMetab__4585___c____,X1132,-1
XMetab__4168___c____,X3360,1
XMetab__4763___c____,X1559,1
XMetab__985___c____,X27063,1
XMetab__271___c____,X5532,1
XMetab__10315623___c____,X1803,-1
XMetab__216239___c____,X2321,-1
XMetab__271___c____,X5879,1
XMetab__33624___c____,X154,-1
XMetab__439260___c____,X150,1
XMetab__1669___c____,X1312,-1
XMetab__271___c____,X2160,1
XMetab__164437___c____,X134,1
XMetab__4536___c____,X5241,1
XMetab__238___c____,X8668,1
XMetab__11181459___c____,X340061,1
XMetab__5280450___c____,X335,1
XMetab__77993___c____,X3351,1
XMetab__77993___c____,X3351,1
XMetab__6022___c____,X3795,-1
XMetab__274___c____,X6833,1
XMetab__446284___c____,X336,1
XMetab__271___c____,X846,1
XMetab__3696___c____,X1128,-1
XMetab__2866___c____,X3354,-1
XMetab__219050___c____,X3350,1
XMetab__5280493___c____,X10800,1
XMetab__611___c____,X10157,-1
XMetab__3915___c____,X23620,1
XMetab__5280450___c____,X8800,1
XMetab__6830___c____,X10640,1
XMetab__77998___c____,X4318,-1
XMetab__3054___c____,X5241,1
XMetab__11167602___c____,X3791,-1
XMetab__3488___c____,X1080,-1
XMetab__271___c____,X140838,-1
XMetab__192866___c____,X5578,1
XMetab__5281969___c____,X1268,1
XMetab__5281969___c____,X1268,1
XMetab__11009___c____,X9843,1
XMetab__26721___c____,X4985,1
XMetab__2551___c____,X1132,1
XMetab__774___c____,X10316,1
XMetab__23925___c____,X121642,1
XMetab__5280754___c____,X5533,1
XMetab__5311___c____,X8841,-1
XMetab__104895___c____,X1269,1
XMetab__4748___c____,X1813,-1
XMetab__2170___c____,X6532,-1
XMetab__965___c____,X2641,1
XMetab__107780___c____,X3354,1
XMetab__3696___c____,X148,-1
XMetab__10182969___c____,X2159,-1
XMetab__231___c____,X1490,1
XMetab__448537___c____,X51807,1
XMetab__214___c____,X5734,1
XMetab__5833___c____,X2908,-1
XMetab__25244885___c____,X4128,-1
XMetab__3345___c____,X4986,1
XMetab__151171___c____,X552,-1
XMetab__151171___c____,X552,-1
XMetab__941651___c____,X1813,-1
XMetab__238___c____,X5029,1
XMetab__238___c____,X5029,1
XMetab__439260___c____,X1392,1
XMetab__2818___c____,X148,-1
XMetab__8223___c____,X3355,1
XMetab__206___c____,X2641,1
XMetab__5311080___c____,X4988,1
XMetab__3696___c____,X3757,-1
XMetab__271___c____,X5532,1
XMetab__160355___c____,X1017,-1
XMetab__72022___c____,X1636,-1
XMetab__224___c____,X5562,1
XMetab__2771___c____,X6530,-1
XMetab__5310984___c____,X2913,1
XMetab__5464096___c____,X183,-1
XMetab__54313___c____,X5731,1
XMetab__5291___c____,X1436,-1
XMetab__2733525___c____,X5578,-1
XMetab__2913___c____,X3269,-1
XMetab__2818___c____,X3269,-1
XMetab__444899___c____,X4802,1
XMetab__274___c____,X3767,1
XMetab__102614___c____,X2100,1
XMetab__151171___c____,X552,-1
XMetab__151171___c____,X552,-1
XMetab__202225___c____,X1576,-1
XMetab__5230___c____,X9568,1
XMetab__3478___c____,X6833,-1
XMetab__3715___c____,X11251,1
XMetab__1102___c____,X4953,-1
XMetab__4636___c____,X152,1
XMetab__4763___c____,X1559,1
XMetab__2891___c____,X130013,1
XMetab__5426___c____,X7422,-1
XMetab__154058___c____,X1132,-1
XMetab__16960___c____,X3269,-1
XMetab__123620___c____,X2908,1
XMetab__238___c____,X6224,1
XMetab__238___c____,X3553,1
XMetab__176872___c____,X2475,-1
XMetab__4636___c____,X148,1
XMetab__860___c____,X4862,1
XMetab__5203___c____,X6532,-1
XMetab__179394___c____,X2916,1
XMetab__4163___c____,X3358,-1
XMetab__5405___c____,X3757,-1
XMetab__5280450___c____,X1490,1
XMetab__4205___c____,X150,-1
XMetab__4205___c____,X150,-1
XMetab__60149___c____,X1813,-1
XMetab__44093___c____,X183,-1
XMetab__312___c____,X5972,1
XMetab__312___c____,X5972,-1
XMetab__60853___c____,X3363,-1
XMetab__5376___c____,X5241,1
XMetab__2818___c____,X152,-1
XMetab__172997___c____,X554,-1
XMetab__172997___c____,X554,-1
XMetab__3108___c____,X8654,-1
XMetab__65246___c____,X2646,1
XMetab__65246___c____,X2646,-1
XMetab__4380___c____,X4128,-1
XMetab__4380___c____,X4128,-1
XMetab__5734___c____,X760,-1
XMetab__11009___c____,X2878,-1
XMetab__23994___c____,X7915,-1
XMetab__2750___c____,X5468,1
XMetab__439963___c____,X7915,1
