source,target,sign
XMetab__3696___c____,X1133,-1
XMetab__446220___c____,X6532,-1
XMetab__2806___c____,X64805,-1
XMetab__5591___c____,X5468,1
XMetab__24798684___c____,X2695,1
XMetab__208902___c____,X4543,1
XMetab__123631___c____,X7422,-1
XMetab__5957___c____,X1080,1
XMetab__888___c____,X1737,1
XMetab__61___c____,X22978,1
XMetab__5994___c____,X3265,-1
XMetab__5362118___c____,X183,-1
XMetab__63951___c____,X154,1
XMetab__271___c____,X2158,1
XMetab__784___c____,X7001,1
XMetab__448055___c____,X5144,-1
XMetab__312145___c____,X5290,-1
XMetab__1809___c____,X3357,1
XMetab__241___c____,X1571,1
XMetab__869___c____,X1375,-1
XMetab__16362___c____,X3757,-1
XMetab__6918540___c____,X1071,-1
XMetab__3062316___c____,X5159,-1
XMetab__783___c____,X54106,1
XMetab__622___c____,X22978,1
XMetab__5994___c____,X5594,1
XMetab__2471___c____,X1080,-1
XMetab__10783___c____,X1571,-1
XMetab__5280450___c____,X1543,1
XMetab__5372___c____,X4772,-1
XMetab__60606___c____,X64805,-1
XMetab__238___c____,X27,-1
XMetab__9853053___c____,X4547,-1
XMetab__271___c____,X3000,-1
XMetab__3410___c____,X154,1
XMetab__3410___c____,X154,1
XMetab__937___c____,X338442,1
XMetab__937___c____,X338442,1
XMetab__25476___c____,X186,1
XMetab__3640___c____,X56729,-1
XMetab__5005498___c____,X983,-1
XMetab__985___c____,X2222,1
XMetab__6083___c____,X5564,1
XMetab__28864___c____,X3350,1
XMetab__5464105___c____,X1312,-1
XMetab__2833___c____,X203068,-1
XMetab__3054___c____,X57504,1
XMetab__222___c____,X128240,1
XMetab__1220___c____,X3358,1
XMetab__1986___c____,X23632,-1
XMetab__92432___c____,X4161,1
XMetab__4829___c____,X9370,1
XMetab__9642___c____,X2908,1
XMetab__1986___c____,X762,-1
XMetab__60767___c____,X4986,1
XMetab__31100___c____,X152,1
XMetab__3931___c____,X336,1
XMetab__4174___c____,X1543,1
XMetab__60621___c____,X3350,1
XMetab__5280934___c____,X6721,1
XMetab__444899___c____,X4801,1
XMetab__3403___c____,X3383,-1
XMetab__5280934___c____,X4199,1
XMetab__3054___c____,X2100,1
XMetab__5283731___c____,X1591,1
XMetab__888___c____,X10157,-1
XMetab__7847___c____,X8989,1
XMetab__3519___c____,X150,1
XMetab__3519___c____,X150,1
XMetab__5311081___c____,X4988,1
XMetab__110635___c____,X50940,-1
XMetab__271___c____,X5834,1
XMetab__5957___c____,X114548,1
XMetab__71360___c____,X1813,-1
XMetab__71360___c____,X1813,-1
XMetab__66535___c____,X5567,1
XMetab__6076___c____,X7430,1
XMetab__5280450___c____,X1581,1
XMetab__6031___c____,X2992,-1
XMetab__271___c____,X712,1
XMetab__5358___c____,X3351,1
XMetab__5358___c____,X3351,1
XMetab__3931___c____,X51129,1
XMetab__9818231___c____,X3716,-1
XMetab__6536___c____,X1717,-1
XMetab__44093___c____,X1636,-1
XMetab__9871419___c____,X64805,-1
XMetab__191___c____,X136,1
XMetab__191___c____,X136,1
XMetab__6001___c____,X1543,1
XMetab__208908___c____,X2064,1
XMetab__208908___c____,X2064,-1
XMetab__838___c____,X146,-1
XMetab__838___c____,X146,1
XMetab__31100___c____,X3350,1
XMetab__31100___c____,X3350,-1
XMetab__114827___c____,X2917,1
XMetab__985___c____,X57761,1
XMetab__2726___c____,X3269,-1
XMetab__60853___c____,X3363,-1
XMetab__77998___c____,X5106,1
XMetab__152951___c____,X2147,-1
XMetab__123970___c____,X240,-1
XMetab__4585___c____,X152,-1
XMetab__2995___c____,X6530,-1
XMetab__5815___c____,X5053,-1
XMetab__4106___c____,X3355,-1
XMetab__5287969___c____,X1017,-1
XMetab__5591___c____,X5595,1
XMetab__3052775___c____,X4129,-1
XMetab__5280450___c____,X2274,1
XMetab__2563___c____,X1644,-1
XMetab__2170___c____,X1815,-1
XMetab__2866___c____,X150,-1
XMetab__2866___c____,X150,-1
XMetab__443878___c____,X1133,-1
XMetab__5452___c____,X148,-1
XMetab__44072___c____,X5498,-1
XMetab__448537___c____,X7706,1
XMetab__129776___c____,X4544,1
XMetab__191___c____,X135,1
XMetab__191___c____,X135,1
XMetab__937___c____,X338442,1
XMetab__937___c____,X338442,1
XMetab__3062316___c____,X4067,-1
XMetab__4659569___c____,X1312,-1
XMetab__4659569___c____,X1312,-1
XMetab__6083___c____,X5563,1
XMetab__5619___c____,X4986,1
XMetab__5619___c____,X4986,1
XMetab__9651___c____,X43,-1
XMetab__3909___c____,X64805,1
XMetab__444899___c____,X54600,1
XMetab__4158___c____,X6531,-1
XMetab__271___c____,X10747,1
XMetab__5754___c____,X3290,1
XMetab__60795___c____,X1814,1
XMetab__60795___c____,X1814,-1
XMetab__60795___c____,X148,-1
XMetab__1547___c____,X136,1
XMetab__3692___c____,X11255,1
XMetab__26346___c____,X1269,1
XMetab__71301___c____,X153,-1
XMetab__3961___c____,X185,-1
XMetab__1833___c____,X3360,1
XMetab__59868___c____,X1814,1
XMetab__271___c____,X5257,1
XMetab__644241___c____,X25,-1
XMetab__24755492___c____,X207,-1
XMetab__5991___c____,X6462,1
XMetab__4449___c____,X150,-1
XMetab__59768___c____,X153,-1
XMetab__59768___c____,X153,-1
XMetab__231___c____,X4801,1
XMetab__132059___c____,X3351,1
XMetab__4078___c____,X1813,-1
XMetab__62279___c____,X4988,1
XMetab__148177___c____,X207,-1
XMetab__5512___c____,X1133,-1
XMetab__1102___c____,X4953,-1
XMetab__16230___c____,X6339,-1
XMetab__387447___c____,X5693,-1
XMetab__5280450___c____,X19,1
XMetab__942___c____,X1137,1
XMetab__92432___c____,X4161,1
XMetab__3931___c____,X3992,1
XMetab__985___c____,X4899,1
XMetab__2585___c____,X152,-1
XMetab__115114___c____,X2912,1
XMetab__4885___c____,X150,1
XMetab__23931___c____,X5860,-1
XMetab__123794___c____,X186,1
XMetab__965___c____,X9415,-1
XMetab__177964___c____,X2862,1
XMetab__2160___c____,X3363,-1
XMetab__24360___c____,X7150,-1
XMetab__2094___c____,X7498,-1
XMetab__449171___c____,X6258,1
XMetab__6076___c____,X5567,1
XMetab__5743___c____,X2908,1
XMetab__8515___c____,X5601,-1
XMetab__4036___c____,X5743,-1
XMetab__3750___c____,X7150,-1
XMetab__4543___c____,X146,-1
XMetab__2130___c____,X1813,1
XMetab__2583___c____,X153,1
XMetab__2583___c____,X153,-1
XMetab__4196___c____,X2908,-1
XMetab__4592___c____,X1020,-1
XMetab__4585___c____,X3359,-1
XMetab__3779___c____,X153,1
XMetab__3779___c____,X153,1
XMetab__60767___c____,X4986,1
XMetab__3209___c____,X336,1
XMetab__238___c____,X6210,1
XMetab__105104___c____,X4986,1
XMetab__4449___c____,X3358,-1
XMetab__446157___c____,X4846,1
XMetab__1051___c____,X8564,-1
XMetab__2905___c____,X1128,-1
XMetab__224___c____,X51422,1
XMetab__6918313___c____,X3350,1
XMetab__4763___c____,X1576,1
XMetab__271___c____,X5532,1
XMetab__4926___c____,X146,-1
XMetab__295___c____,X5139,1
XMetab__64627___c____,X134,-1
XMetab__5957___c____,X5837,-1
XMetab__3640___c____,X3290,1
XMetab__1927___c____,X948,1
XMetab__271___c____,X5588,1
XMetab__2585___c____,X146,-1
XMetab__985___c____,X2641,1
XMetab__271___c____,X6714,1
XMetab__5485199___c____,X4988,1
XMetab__11169859___c____,X29110,1
XMetab__4993___c____,X1719,-1
XMetab__4927___c____,X1129,-1
XMetab__4449___c____,X6532,-1
XMetab__5757___c____,X2852,1
XMetab__896___c____,X4544,1
XMetab__896___c____,X4544,1
XMetab__1809___c____,X3350,1
XMetab__275___c____,X383,-1
XMetab__6322___c____,X4846,1
XMetab__2092___c____,X146,-1
XMetab__5957___c____,X64805,1
XMetab__271___c____,X3925,1
XMetab__446284___c____,X4801,1
XMetab__1060___c____,X1737,-1
XMetab__37463___c____,X59340,1
XMetab__24826799___c____,X2322,-1
XMetab__1809___c____,X3350,1
XMetab__91649___c____,X367,-1
XMetab__5697___c____,X136,-1
XMetab__5280450___c____,X336,1
XMetab__4634___c____,X1131,-1
XMetab__3749___c____,X185,-1
XMetab__3749___c____,X185,-1
XMetab__5352___c____,X5742,-1
XMetab__92432___c____,X4159,1
XMetab__4585___c____,X1133,-1
XMetab__23930___c____,X30849,1
XMetab__5212___c____,X8654,-1
XMetab__238___c____,X7341,1
XMetab__5731___c____,X3351,1
XMetab__5731___c____,X3351,1
XMetab__5372___c____,X3558,-1
XMetab__4282___c____,X6303,-1
XMetab__1809___c____,X3354,1
XMetab__274___c____,X5573,1
XMetab__3339___c____,X5465,1
XMetab__31100___c____,X147,1
XMetab__31100___c____,X147,-1
XMetab__3055171___c____,X3350,-1
XMetab__10152654___c____,X1513,-1
XMetab__636380___c____,X2159,-1
XMetab__6917715___c____,X5241,1
XMetab__24958198___c____,X142,-1
XMetab__62080___c____,X4128,-1
XMetab__271___c____,X3065,1
XMetab__1023___c____,X6696,1
XMetab__977___c____,X3091,1
XMetab__264___c____,X2641,1
XMetab__32518___c____,X3930,-1
XMetab__187___c____,X5335,1
XMetab__148191___c____,X2475,-1
XMetab__60149___c____,X3362,-1
XMetab__231___c____,X4800,1
XMetab__951___c____,X150,1
XMetab__3648___c____,X4986,1
XMetab__5329098___c____,X3791,-1
XMetab__158___c____,X5734,1
XMetab__158___c____,X5734,1
XMetab__4440___c____,X3351,1
XMetab__4440___c____,X3351,1
XMetab__23994___c____,X2878,-1
XMetab__274___c____,X1080,1
XMetab__312145___c____,X30849,-1
XMetab__62156___c____,X4986,1
XMetab__5152___c____,X154,1
XMetab__5152___c____,X154,1
XMetab__60843___c____,X1719,-1
XMetab__15951529___c____,X367,-1
XMetab__9574101___c____,X2147,-1
XMetab__393593___c____,X57413,1
XMetab__393593___c____,X57413,1
XMetab__5312830___c____,X2167,1
XMetab__238___c____,X3146,1
XMetab__71306___c____,X6755,1
XMetab__47811___c____,X3358,1
XMetab__271___c____,X4846,1
XMetab__4172142___c____,X4544,1
XMetab__115114___c____,X2918,-1
XMetab__3154___c____,X760,-1
XMetab__6830___c____,X5898,1
XMetab__444899___c____,X4802,1
XMetab__1342___c____,X3363,1
XMetab__231___c____,X19,1
XMetab__5280961___c____,X2099,1
XMetab__5280961___c____,X2099,-1
XMetab__6830___c____,X6861,-1
XMetab__104758___c____,X7298,-1
XMetab__4106___c____,X3357,-1
XMetab__4369359___c____,X1803,-1
XMetab__2585___c____,X150,-1
XMetab__3779___c____,X154,1
XMetab__8223___c____,X1813,1
XMetab__9704___c____,X1717,-1
XMetab__3209___c____,X4802,1
XMetab__838___c____,X155,1
XMetab__838___c____,X155,1
XMetab__7847___c____,X8989,1
XMetab__2552___c____,X5734,1
XMetab__985___c____,X4899,1
XMetab__231___c____,X2222,1
XMetab__923___c____,X5743,-1
XMetab__5288382___c____,X3320,-1
XMetab__16230___c____,X6338,-1
XMetab__6443013___c____,X2167,1
XMetab__4449___c____,X3358,-1
XMetab__2119___c____,X154,-1
XMetab__219077___c____,X6870,-1
XMetab__3615___c____,X11255,1
XMetab__4946___c____,X155,-1
XMetab__5775___c____,X148,-1
XMetab__5505___c____,X6833,-1
XMetab__1003___c____,X2588,-1
XMetab__3042___c____,X1128,-1
XMetab__32518___c____,X10682,-1
XMetab__5381___c____,X5914,1
XMetab__224___c____,X2203,-1
XMetab__801___c____,X883,-1
XMetab__985___c____,X376497,1
XMetab__5620___c____,X4986,1
XMetab__761___c____,X2673,-1
XMetab__271___c____,X2159,1
XMetab__860___c____,X948,1
XMetab__60182___c____,X886,-1
XMetab__60182___c____,X886,-1
XMetab__5717___c____,X10800,-1
XMetab__5717___c____,X10800,-1
XMetab__702___c____,X1571,1
XMetab__55245___c____,X5241,-1
XMetab__450___c____,X2852,1
XMetab__3209___c____,X4800,1
XMetab__1045___c____,X4953,-1
XMetab__2541___c____,X185,-1
XMetab__2541___c____,X185,-1
XMetab__59751___c____,X886,-1
XMetab__59751___c____,X886,-1
XMetab__5329102___c____,X5159,-1
XMetab__145068___c____,X3000,1
XMetab__3715___c____,X5742,-1
XMetab__5280754___c____,X4772,-1
XMetab__5280363___c____,X5739,1
XMetab__5002___c____,X1815,-1
XMetab__2818___c____,X3351,-1
XMetab__2818___c____,X3351,1
XMetab__3385___c____,X7157,1
XMetab__860___c____,X11010,1
XMetab__4973___c____,X4862,-1
XMetab__3440___c____,X5972,1
XMetab__1935___c____,X3176,-1
XMetab__77993___c____,X3355,1
XMetab__985___c____,X6667,1
XMetab__3430___c____,X10988,-1
XMetab__9991___c____,X262,-1
XMetab__4409___c____,X5743,-1
XMetab__3762___c____,X153,1
XMetab__5464105___c____,X1312,-1
XMetab__5040___c____,X5111,-1
XMetab__3696___c____,X3757,-1
XMetab__4158___c____,X6531,-1
XMetab__124875___c____,X29110,1
XMetab__3661___c____,X1129,-1
XMetab__3661___c____,X1129,-1
XMetab__238___c____,X4846,1
XMetab__644241___c____,X3815,-1
XMetab__3779___c____,X155,1
XMetab__11707110___c____,X5605,-1
XMetab__985___c____,X1579,1
XMetab__126046___c____,X1636,-1
XMetab__271___c____,X2185,1
XMetab__24826799___c____,X2260,-1
XMetab__2477___c____,X3350,1
XMetab__2477___c____,X3350,1
XMetab__4885___c____,X1815,1
XMetab__2160___c____,X3362,-1
XMetab__4956___c____,X5729,1
XMetab__4631___c____,X154,-1
XMetab__2519___c____,X135,-1
XMetab__2729___c____,X1814,-1
XMetab__444899___c____,X6721,1
XMetab__2170___c____,X3350,-1
XMetab__271___c____,X23523,1
XMetab__985___c____,X27242,1
XMetab__2471___c____,X1080,-1
XMetab__3269___c____,X2099,1
XMetab__216239___c____,X6714,-1
XMetab__2361___c____,X1543,1
XMetab__216239___c____,X3815,-1
XMetab__4585___c____,X3274,-1
XMetab__4534___c____,X240,-1
XMetab__75919___c____,X3269,1
XMetab__2826___c____,X5173,1
XMetab__271___c____,X5321,1
XMetab__985___c____,X4801,1
XMetab__4497___c____,X779,-1
XMetab__5568___c____,X1813,-1
XMetab__3959___c____,X886,-1
XMetab__3339___c____,X5465,1
XMetab__5957___c____,X27335,1
XMetab__4197___c____,X5139,-1
XMetab__3310___c____,X355,1
XMetab__838___c____,X154,1
XMetab__5381___c____,X5916,1
XMetab__145068___c____,X2984,1
XMetab__2247___c____,X3269,-1
XMetab__3893___c____,X2641,1
XMetab__16230___c____,X5328,-1
XMetab__72271___c____,X1111,-1
XMetab__145068___c____,X2982,1
XMetab__60843___c____,X1719,-1
XMetab__271___c____,X4137,1
XMetab__271___c____,X4137,-1
XMetab__3340___c____,X1816,1
XMetab__2866___c____,X3350,1
XMetab__942___c____,X7054,1
XMetab__1349907___c____,X7173,-1
XMetab__283___c____,X7350,1
XMetab__6420138___c____,X6790,-1
XMetab__5587___c____,X3269,-1
XMetab__41376___c____,X11255,1
XMetab__4926___c____,X1129,-1
XMetab__23994___c____,X3273,1
XMetab__53232___c____,X338,-1
XMetab__5426___c____,X51185,-1
XMetab__5002___c____,X1814,-1
XMetab__5056___c____,X1576,-1
XMetab__24776445___c____,X6608,-1
XMetab__3661___c____,X1132,-1
XMetab__3661___c____,X1132,-1
XMetab__4911___c____,X9376,-1
XMetab__238___c____,X2745,1
XMetab__5478883___c____,X1509,-1
XMetab__197___c____,X3795,-1
XMetab__443878___c____,X1131,-1
XMetab__4745___c____,X152,1
XMetab__3640___c____,X5443,1
XMetab__2131___c____,X43,-1
XMetab__2783___c____,X155,1
XMetab__107780___c____,X3358,1
XMetab__985___c____,X335,1
XMetab__60812___c____,X3350,1
XMetab__5284596___c____,X4985,-1
XMetab__1730___c____,X5860,-1
XMetab__1220___c____,X3355,1
XMetab__3062316___c____,X3815,-1
XMetab__4120___c____,X1129,-1
XMetab__6419702___c____,X5578,1
XMetab__5359476___c____,X240,-1
XMetab__208___c____,X2992,1
XMetab__1229___c____,X3357,1
XMetab__114827___c____,X2915,1
XMetab__5761___c____,X3362,1
XMetab__2153___c____,X134,-1
XMetab__5267___c____,X367,-1
XMetab__57469___c____,X51284,1
XMetab__4055___c____,X4129,-1
XMetab__985___c____,X1376,1
XMetab__5819___c____,X7067,1
XMetab__3003___c____,X8864,1
XMetab__5287969___c____,X1022,-1
XMetab__389___c____,X10157,-1
XMetab__985___c____,X6822,1
XMetab__4205___c____,X150,-1
XMetab__4205___c____,X150,-1
XMetab__63951___c____,X155,1
XMetab__23925___c____,X7166,1
XMetab__2951___c____,X6261,-1
XMetab__5283731___c____,X7421,1
XMetab__5311068___c____,X150,1
XMetab__5533___c____,X3350,1
XMetab__439260___c____,X152,1
XMetab__15130___c____,X4988,1
XMetab__1809___c____,X3355,1
XMetab__1444___c____,X5468,1
XMetab__3715___c____,X5742,-1
XMetab__965___c____,X2641,1
XMetab__5280427___c____,X5740,1
XMetab__4449___c____,X6531,-1
XMetab__133021___c____,X240,-1
XMetab__2733525___c____,X1559,-1
XMetab__8730___c____,X7068,1
XMetab__5957___c____,X6233,1
XMetab__104806___c____,X4846,-1
XMetab__177335___c____,X3360,-1
XMetab__51358113___c____,X2475,-1
XMetab__611___c____,X2918,1
XMetab__4634___c____,X1128,-1
XMetab__5329099___c____,X3791,-1
XMetab__6076___c____,X5575,1
XMetab__762___c____,X3837,1
XMetab__23930___c____,X5289,1
XMetab__5374___c____,X152,-1
XMetab__3269___c____,X2100,1
XMetab__4920___c____,X1586,-1
XMetab__849___c____,X10157,-1
XMetab__4449___c____,X3350,-1
XMetab__444899___c____,X1376,1
XMetab__5572___c____,X1128,-1
XMetab__5572___c____,X1128,-1
XMetab__1172___c____,X2673,-1
XMetab__5775___c____,X152,-1
XMetab__133254___c____,X1268,1
XMetab__5291___c____,X1436,-1
XMetab__55283___c____,X1595,-1
XMetab__3385___c____,X7157,1
XMetab__6830___c____,X55763,1
XMetab__3696___c____,X3358,-1
XMetab__5381___c____,X5916,1
XMetab__3386___c____,X6532,-1
XMetab__231___c____,X376497,1
XMetab__860___c____,X6667,1
XMetab__231___c____,X3157,1
XMetab__2801___c____,X6532,-1
XMetab__271___c____,X1259,1
XMetab__36811___c____,X153,1
XMetab__36811___c____,X153,1
XMetab__5691___c____,X5290,-1
XMetab__4829___c____,X5465,1
XMetab__1060___c____,X8050,-1
XMetab__5095___c____,X1815,1
XMetab__143___c____,X7298,-1
XMetab__388944___c____,X10383,1
XMetab__5311283___c____,X6536,-1
XMetab__16132283___c____,X2740,1
XMetab__1669___c____,X1312,-1
XMetab__439260___c____,X5443,1
XMetab__387447___c____,X5690,-1
XMetab__1167___c____,X2582,-1
XMetab__448601___c____,X6752,1
XMetab__197___c____,X84618,1
XMetab__1548952___c____,X2099,1
XMetab__1548952___c____,X2099,-1
XMetab__8974___c____,X134,1
XMetab__951___c____,X5053,-1
XMetab__5280934___c____,X4899,1
XMetab__985___c____,X6822,1
XMetab__2801___c____,X3358,-1
XMetab__3350___c____,X6715,-1
XMetab__2818___c____,X1128,-1
XMetab__3453___c____,X2641,1
XMetab__36462___c____,X836,1
XMetab__60822___c____,X1401,-1
XMetab__860___c____,X376497,1
XMetab__6830___c____,X23265,1
XMetab__5957___c____,X6202,1
XMetab__6420138___c____,X9212,-1
XMetab__16130961___c____,X6752,1
XMetab__49381___c____,X1816,1
XMetab__4449___c____,X6530,-1
XMetab__4158___c____,X6530,-1
XMetab__2949___c____,X5241,1
XMetab__271___c____,X10014,1
XMetab__603___c____,X2646,1
XMetab__603___c____,X2646,-1
XMetab__2552___c____,X6915,1
XMetab__439202___c____,X383,-1
XMetab__4946___c____,X153,-1
XMetab__1224___c____,X1813,-1
XMetab__60149___c____,X3757,-1
XMetab__1833___c____,X3362,1
XMetab__122033___c____,X6869,-1
XMetab__65999___c____,X185,-1
XMetab__65999___c____,X185,-1
XMetab__4261___c____,X3065,-1
XMetab__231___c____,X54600,1
XMetab__41376___c____,X3274,1
XMetab__133254___c____,X1268,1
XMetab__11842604___c____,X142,-1
XMetab__224___c____,X5571,1
XMetab__71351___c____,X1813,-1
XMetab__23931___c____,X7915,-1
XMetab__2160___c____,X147,-1
XMetab__91536___c____,X154,-1
XMetab__213022___c____,X7298,-1
XMetab__5768___c____,X3757,-1
XMetab__1581___c____,X64805,1
XMetab__23930___c____,X10157,-1
XMetab__5230___c____,X2550,1
XMetab__5957___c____,X6227,1
XMetab__132836___c____,X5732,1
XMetab__4763___c____,X1559,1
XMetab__836___c____,X1312,1
XMetab__160556___c____,X10157,-1
XMetab__5578___c____,X7298,-1
XMetab__1809___c____,X3361,1
XMetab__3202___c____,X43,-1
XMetab__60726___c____,X5742,-1
XMetab__107758___c____,X695,-1
XMetab__10096344___c____,X1803,-1
XMetab__62156___c____,X4988,1
XMetab__594___c____,X1621,-1
XMetab__4174___c____,X1543,1
XMetab__440038___c____,X3075,1
XMetab__4829___c____,X948,1
XMetab__1581___c____,X5028,1
XMetab__446284___c____,X5468,1
XMetab__5280934___c____,X376497,1
XMetab__5280450___c____,X29841,1
XMetab__4792___c____,X5578,1
XMetab__104741___c____,X367,-1
XMetab__6322___c____,X222545,1
XMetab__5957___c____,X6207,1
XMetab__119583___c____,X3360,1
XMetab__5381226___c____,X8856,1
XMetab__259331___c____,X4133,-1
XMetab__942___c____,X1142,1
XMetab__5566___c____,X801,-1
XMetab__5073___c____,X3358,-1
XMetab__2551___c____,X1128,1
XMetab__2551___c____,X1128,1
XMetab__1548943___c____,X2353,1
XMetab__5291___c____,X1436,-1
XMetab__191___c____,X134,1
XMetab__191___c____,X134,1
XMetab__3177___c____,X5743,-1
XMetab__446220___c____,X6531,-1
XMetab__2909___c____,X5243,-1
XMetab__68844___c____,X760,-1
XMetab__1809___c____,X3354,1
XMetab__3692___c____,X11255,1
XMetab__2995___c____,X1129,-1
XMetab__446284___c____,X2641,1
XMetab__5329102___c____,X3815,-1
XMetab__450___c____,X2099,1
XMetab__208902___c____,X4544,1
XMetab__2550___c____,X1636,-1
XMetab__312___c____,X2588,-1
XMetab__224___c____,X5565,1
XMetab__3372___c____,X1816,1
XMetab__2662___c____,X842,1
XMetab__4893___c____,X146,-1
XMetab__449193___c____,X5142,-1
XMetab__5626___c____,X1814,-1
XMetab__23994___c____,X23498,-1
XMetab__5284371___c____,X4988,1
XMetab__26644___c____,X4988,-1
XMetab__5376___c____,X2064,1
XMetab__446284___c____,X3158,1
XMetab__4485___c____,X775,-1
XMetab__5289258___c____,X8722,-1
XMetab__2826___c____,X1385,-1
XMetab__271___c____,X107,1
XMetab__24964624___c____,X207,-1
XMetab__26721___c____,X4986,1
XMetab__271___c____,X3925,1
XMetab__446284___c____,X23179,1
XMetab__60857___c____,X3351,1
XMetab__2476___c____,X4988,1
XMetab__2476___c____,X4988,1
XMetab__271___c____,X5256,1
XMetab__2471___c____,X6560,-1
XMetab__860___c____,X2180,1
XMetab__888___c____,X718,1
XMetab__1746___c____,X5328,-1
XMetab__2909___c____,X4773,-1
XMetab__1202___c____,X6915,1
XMetab__2207___c____,X2914,1
XMetab__3869___c____,X155,-1
XMetab__25074886___c____,X2798,-1
XMetab__5284627___c____,X760,-1
XMetab__2088___c____,X2224,-1
XMetab__4631___c____,X153,-1
XMetab__271___c____,X2185,1
XMetab__238___c____,X5564,-1
XMetab__60795___c____,X150,-1
XMetab__965___c____,X4035,1
XMetab__24316___c____,X7222,1
XMetab__6169___c____,X3358,-1
XMetab__1060___c____,X5160,-1
XMetab__271___c____,X10014,1
XMetab__3054___c____,X7706,1
XMetab__4865___c____,X7277,-1
XMetab__24826799___c____,X3815,-1
XMetab__2909___c____,X4775,-1
XMetab__216239___c____,X5979,-1
XMetab__5994___c____,X1586,-1
XMetab__11167602___c____,X3791,-1
XMetab__4585___c____,X1129,-1
XMetab__11290___c____,X3269,-1
XMetab__6076___c____,X3767,1
XMetab__3715___c____,X145482,-1
XMetab__60853___c____,X1128,-1
XMetab__888___c____,X5287,1
XMetab__114904___c____,X552,-1
XMetab__11152667___c____,X1111,-1
XMetab__985___c____,X1490,1
XMetab__4075___c____,X7172,-1
XMetab__888___c____,X3632,1
XMetab__55480___c____,X6530,-1
XMetab__72027___c____,X10682,-1
XMetab__168572___c____,X4986,1
XMetab__16362___c____,X1814,-1
XMetab__5523___c____,X4988,1
XMetab__5523___c____,X4988,1
XMetab__860___c____,X2222,1
XMetab__6830___c____,X2746,1
XMetab__6830___c____,X2746,-1
XMetab__5378___c____,X3350,1
XMetab__5538___c____,X5916,1
XMetab__4629___c____,X1131,1
XMetab__3547___c____,X9475,-1
XMetab__444899___c____,X1490,1
XMetab__985___c____,X338,-1
XMetab__4106___c____,X3350,-1
XMetab__68841___c____,X2914,1
XMetab__1858___c____,X4544,1
XMetab__5287969___c____,X1021,-1
XMetab__738___c____,X1503,-1
XMetab__611___c____,X2917,1
XMetab__5957___c____,X6210,1
XMetab__5957___c____,X4684,-1
XMetab__4914___c____,X6531,-1
XMetab__3251___c____,X147,1
XMetab__216239___c____,X673,-1
XMetab__271___c____,X4638,1
XMetab__5997___c____,X4547,1
XMetab__4829___c____,X1050,1
XMetab__6305___c____,X883,-1
XMetab__2803___c____,X148,1
XMetab__1983___c____,X5743,-1
XMetab__840___c____,X4057,-1
XMetab__2160___c____,X3269,-1
XMetab__261000___c____,X367,1
XMetab__271___c____,X5530,1
XMetab__16230___c____,X6337,-1
XMetab__2733525___c____,X2100,1
XMetab__2733525___c____,X2100,-1
XMetab__14012___c____,X130013,-1
XMetab__187___c____,X1133,1
XMetab__295___c____,X5138,1
XMetab__446284___c____,X1543,1
XMetab__3054___c____,X2960,1
XMetab__4106___c____,X3363,-1
XMetab__11167602___c____,X2324,-1
XMetab__1003___c____,X10423,-1
XMetab__104865___c____,X1910,-1
XMetab__104865___c____,X1910,-1
XMetab__271___c____,X2147,1
XMetab__60837___c____,X7150,-1
XMetab__3054___c____,X2104,1
XMetab__5073___c____,X3358,-1
XMetab__3054___c____,X27043,1
XMetab__6436053___c____,X6915,-1
XMetab__11707110___c____,X5604,-1
XMetab__2769___c____,X3757,-1
XMetab__896___c____,X4543,1
XMetab__896___c____,X4543,1
XMetab__4634___c____,X1129,-1
XMetab__151174___c____,X1909,-1
XMetab__5376___c____,X2099,1
XMetab__5376___c____,X2099,-1
XMetab__4212___c____,X7153,-1
XMetab__145068___c____,X6775,1
XMetab__3954___c____,X4988,1
XMetab__3954___c____,X4988,1
XMetab__5588___c____,X3269,-1
XMetab__5588___c____,X3269,-1
XMetab__15___c____,X367,1
XMetab__1110___c____,X7915,-1
XMetab__4991___c____,X590,-1
XMetab__5271___c____,X6915,-1
XMetab__5284616___c____,X3558,-1
XMetab__4887___c____,X3567,-1
XMetab__264___c____,X2641,1
XMetab__5523___c____,X4986,1
XMetab__36511___c____,X6869,-1
XMetab__1329___c____,X136,-1
XMetab__60852___c____,X2224,-1
XMetab__10184653___c____,X2064,-1
XMetab__5311035___c____,X5732,1
XMetab__4054___c____,X2903,-1
XMetab__1110___c____,X7915,-1
XMetab__1548992___c____,X3274,-1
XMetab__1139___c____,X2673,-1
XMetab__1669___c____,X1312,-1
XMetab__439260___c____,X155,1
XMetab__833___c____,X384,-1
XMetab__60853___c____,X1816,-1
XMetab__5280934___c____,X2168,1
XMetab__23690938___c____,X5742,-1
XMetab__3007___c____,X4128,-1
XMetab__783___c____,X51284,1
XMetab__1220___c____,X3357,1
XMetab__59757___c____,X240,-1
XMetab__44570___c____,X4128,-1
XMetab__61996___c____,X4985,1
XMetab__3845___c____,X130013,-1
XMetab__3931___c____,X133522,1
XMetab__23931___c____,X10157,-1
XMetab__164437___c____,X134,1
XMetab__4973___c____,X406,-1
XMetab__4784___c____,X55347,-1
XMetab__32518___c____,X10682,-1
XMetab__3446___c____,X9254,-1
XMetab__2247___c____,X3757,-1
XMetab__3209___c____,X8800,1
XMetab__2083___c____,X153,1
