source,target,sign
XMetab__39764___c____,X1135,-1
XMetab__10205___c____,X207,-1
XMetab__450___c____,X1956,1
XMetab__77998___c____,X2695,1
XMetab__3007___c____,X134864,1
XMetab__208901___c____,X5468,1
XMetab__1433___c____,X4846,-1
XMetab__4133412___c____,X6506,-1
XMetab__24826799___c____,X1436,-1
XMetab__59693___c____,X1595,-1
XMetab__888___c____,X5160,1
XMetab__4510___c____,X1499,-1
XMetab__5280443___c____,X1576,-1
XMetab__2662___c____,X207,-1
XMetab__25880664___c____,X2947,-1
XMetab__14888___c____,X5601,1
XMetab__35370___c____,X836,1
XMetab__3385___c____,X1956,-1
XMetab__6256___c____,X836,1
XMetab__6918502___c____,X10988,-1
XMetab__4946___c____,X1544,-1
XMetab__62852___c____,X2908,-1
XMetab__702___c____,X836,1
XMetab__11009___c____,X5444,-1
XMetab__289___c____,X842,1
XMetab__2561___c____,X3290,-1
XMetab__31703___c____,X839,1
XMetab__11947681___c____,X4881,1
XMetab__5280450___c____,X54600,1
XMetab__24934___c____,X6647,1
XMetab__617___c____,X116443,1
XMetab__274___c____,X805,1
XMetab__3972___c____,X3358,-1
XMetab__9874175___c____,X154,1
XMetab__173616___c____,X1268,-1
XMetab__38018___c____,X8856,1
XMetab__2833___c____,X81027,-1
XMetab__4499___c____,X783,-1
XMetab__3224___c____,X3725,1
XMetab__24826799___c____,X4915,-1
XMetab__31703___c____,X2908,-1
XMetab__24826799___c____,X2049,-1
XMetab__8515___c____,X355,1
XMetab__2381___c____,X1135,-1
XMetab__24995523___c____,X6795,-1
XMetab__4199___c____,X3358,-1
XMetab__71120___c____,X2903,1
XMetab__135349___c____,X7124,-1
XMetab__5291___c____,X4170,-1
XMetab__702___c____,X3762,-1
XMetab__11957615___c____,X3269,1
XMetab__969472___c____,X2555,1
XMetab__3143___c____,X5595,1
XMetab__2550___c____,X183,-1
XMetab__637511___c____,X836,1
XMetab__5287969___c____,X1020,-1
XMetab__166558___c____,X1557,-1
XMetab__1775___c____,X3757,-1
XMetab__2554___c____,X10398,-1
XMetab__119032___c____,X836,1
XMetab__6335412___c____,X240,-1
XMetab__969491___c____,X5594,1
XMetab__115237___c____,X3757,-1
XMetab__4946___c____,X154,1
XMetab__4946___c____,X154,-1
XMetab__9191___c____,X10008,1
XMetab__5280934___c____,X1581,1
XMetab__448763___c____,X2147,-1
XMetab__236666___c____,X367,1
XMetab__299___c____,X9429,-1
XMetab__104879___c____,X7099,1
XMetab__2538___c____,X7150,-1
XMetab__4781___c____,X5743,-1
XMetab__2381___c____,X1128,-1
XMetab__122227___c____,X623,1
XMetab__4631___c____,X5972,-1
XMetab__6268___c____,X2876,-1
XMetab__60791___c____,X10988,-1
XMetab__3640___c____,X56729,-1
XMetab__937___c____,X84649,-1
XMetab__59693___c____,X1586,-1
XMetab__9907847___c____,X590,-1
XMetab__4705___c____,X1956,-1
XMetab__7478___c____,X5319,-1
XMetab__3685___c____,X7153,-1
XMetab__293602___c____,X2246,-1
XMetab__9935681___c____,X3676,-1
XMetab__47811___c____,X3350,1
XMetab__64961___c____,X4129,-1
XMetab__4649___c____,X5743,-1
XMetab__60149___c____,X1813,-1
XMetab__5281894___c____,X6513,-1
XMetab__2907___c____,X8856,1
XMetab__12530___c____,X5319,-1
XMetab__5280934___c____,X948,1
XMetab__65154___c____,X2643,-1
XMetab__4775___c____,X1080,1
XMetab__5487426___c____,X1128,-1
XMetab__65351___c____,X4318,-1
XMetab__11947681___c____,X4881,1
XMetab__4609___c____,X840,1
XMetab__108143___c____,X5915,1
XMetab__9880___c____,X367,-1
XMetab__9317___c____,X5604,1
XMetab__104858___c____,X1080,-1
XMetab__4943___c____,X2166,-1
XMetab__3598___c____,X2746,-1
XMetab__4195___c____,X147,1
XMetab__888___c____,X5243,1
XMetab__5514___c____,X2897,-1
XMetab__3622___c____,X1128,-1
XMetab__5284616___c____,X3091,-1
XMetab__44475945___c____,X1051,1
XMetab__4355450___c____,X887,-1
XMetab__5852___c____,X9451,1
XMetab__6076___c____,X3767,1
XMetab__5280352___c____,X7366,-1
XMetab__4580___c____,X840,1
XMetab__2818___c____,X6721,1
XMetab__4762___c____,X6530,-1
XMetab__5462501___c____,X183,-1
XMetab__5388961___c____,X5972,1
XMetab__4722579___c____,X7157,-1
XMetab__5514___c____,X760,-1
XMetab__104954___c____,X2099,-1
XMetab__6446270___c____,X1072,1
XMetab__11301___c____,X2100,1
XMetab__62867___c____,X3350,-1
XMetab__11380778___c____,X842,1
XMetab__123619___c____,X1544,-1
XMetab__3181___c____,X5241,1
XMetab__3589___c____,X5604,1
XMetab__2763___c____,X57016,-1
XMetab__5103___c____,X5580,-1
XMetab__9886808___c____,X2261,-1
XMetab__53232___c____,X842,1
XMetab__9796290___c____,X1803,-1
XMetab__123782___c____,X262,-1
XMetab__27991___c____,X7450,1
XMetab__3157___c____,X3757,-1
XMetab__2767___c____,X2177,1
XMetab__836___c____,X4217,1
XMetab__11009___c____,X26,1
XMetab__54746___c____,X3357,1
XMetab__11977753___c____,X836,1
XMetab__446553___c____,X7298,-1
XMetab__20298___c____,X1129,-1
XMetab__5073___c____,X1813,1
XMetab__6859___c____,X7296,-1
XMetab__170361___c____,X8973,1
XMetab__2185___c____,X1269,1
XMetab__91563___c____,X836,1
XMetab__5381226___c____,X1591,1
XMetab__5997___c____,X5444,1
XMetab__2514___c____,X826,1
XMetab__3048___c____,X196,1
XMetab__3715___c____,X8644,-1
XMetab__4911___c____,X4363,-1
XMetab__5538___c____,X5594,1
XMetab__4189___c____,X1557,-1
XMetab__3675___c____,X4128,1
XMetab__3675___c____,X4128,-1
XMetab__2366___c____,X11255,-1
XMetab__56603743___c____,X8942,-1
XMetab__5281007___c____,X5226,-1
XMetab__146570___c____,X148,-1
XMetab__6326656___c____,X6261,-1
XMetab__784___c____,X1385,-1
XMetab__2019___c____,X7157,1
XMetab__2130___c____,X3757,-1
XMetab__15938___c____,X5601,1
XMetab__17435___c____,X1559,-1
XMetab__5280934___c____,X11010,1
XMetab__3837___c____,X8536,-1
XMetab__8174___c____,X1080,1
XMetab__860___c____,X336,1
XMetab__146898___c____,X9971,-1
XMetab__21387___c____,X6818,-1
XMetab__2727___c____,X6833,-1
XMetab__64945___c____,X7153,-1
XMetab__6076___c____,X7430,1
XMetab__5538___c____,X6256,1
XMetab__3036___c____,X7253,-1
XMetab__91469___c____,X5595,1
XMetab__121963___c____,X3290,-1
XMetab__65569___c____,X1646,-1
XMetab__3314___c____,X842,1
XMetab__4096___c____,X43,-1
XMetab__6918714___c____,X3065,-1
XMetab__2156___c____,X5243,-1
XMetab__3246323___c____,X1022,-1
XMetab__24772180___c____,X6865,-1
XMetab__784___c____,X6648,-1
XMetab__860___c____,X1374,1
XMetab__925___c____,X191,-1
XMetab__2512___c____,X3350,1
XMetab__145068___c____,X4846,1
XMetab__2520___c____,X8856,1
XMetab__123679___c____,X152,-1
XMetab__446220___c____,X6530,-1
XMetab__14888___c____,X3757,-1
XMetab__106___c____,X6010,-1
XMetab__5282429___c____,X1543,1
XMetab__1065___c____,X9424,-1
XMetab__2308___c____,X2687,1
XMetab__447108___c____,X8654,-1
XMetab__5359485___c____,X2936,-1
XMetab__3007___c____,X2353,1
XMetab__3007___c____,X2353,-1
XMetab__3213___c____,X7153,-1
XMetab__8515___c____,X7272,-1
XMetab__2160___c____,X4985,1
XMetab__3333___c____,X776,-1
XMetab__1016___c____,X5588,-1
XMetab__20298___c____,X1128,-1
XMetab__8606___c____,X2950,-1
XMetab__10228___c____,X4313,-1
XMetab__24826799___c____,X2050,-1
XMetab__1549007___c____,X6713,-1
XMetab__3354088___c____,X1990,-1
XMetab__20393___c____,X3291,-1
XMetab__71360___c____,X3363,-1
XMetab__11210478___c____,X836,1
XMetab__5281873___c____,X8856,1
XMetab__3209___c____,X4862,1
XMetab__11285653___c____,X706,-1
XMetab__24856436___c____,X7465,-1
XMetab__30819___c____,X3815,-1
XMetab__5362417___c____,X4311,-1
XMetab__177___c____,X54498,1
XMetab__31703___c____,X6648,-1
XMetab__5319925___c____,X5594,1
XMetab__762___c____,X3837,1
XMetab__132663___c____,X6715,-1
XMetab__283___c____,X19,-1
XMetab__446284___c____,X116519,1
XMetab__101526___c____,X7153,-1
XMetab__5458769___c____,X5581,1
XMetab__2088___c____,X5775,-1
XMetab__446284___c____,X336,1
XMetab__9880___c____,X367,-1
XMetab__5281222___c____,X1734,-1
XMetab__6212___c____,X1571,1
XMetab__39763___c____,X8989,1
XMetab__2170___c____,X1813,-1
XMetab__24826799___c____,X7525,-1
XMetab__7847___c____,X840,1
XMetab__8546___c____,X5594,1
XMetab__24826799___c____,X3932,-1
XMetab__56603712___c____,X2346,-1
XMetab__271___c____,X111,-1
XMetab__4534___c____,X240,-1
XMetab__896___c____,X2475,1
XMetab__3048___c____,X6580,-1
XMetab__2518___c____,X246,-1
XMetab__10667___c____,X2597,-1
XMetab__5359485___c____,X836,1
XMetab__5280961___c____,X1544,-1
XMetab__11712649___c____,X6790,-1
XMetab__3961___c____,X183,-1
XMetab__274___c____,X9457,1
XMetab__444899___c____,X8800,1
XMetab__36462___c____,X207,1
XMetab__36462___c____,X207,-1
XMetab__5376___c____,X5578,-1
XMetab__10413___c____,X79581,1
XMetab__3086654___c____,X1129,-1
XMetab__63062___c____,X8856,1
XMetab__2160___c____,X6532,-1
XMetab__76___c____,X1543,-1
XMetab__16219954___c____,X4985,1
XMetab__784___c____,X3569,1
XMetab__10096043___c____,X3320,-1
XMetab__5381___c____,X836,1
XMetab__153241___c____,X1956,-1
XMetab__3372___c____,X801,-1
XMetab__26757___c____,X6869,-1
XMetab__2767___c____,X9474,1
XMetab__1628___c____,X5770,-1
XMetab__5311254___c____,X1814,-1
XMetab__6293___c____,X1571,-1
XMetab__10226415___c____,X1025,-1
XMetab__56841936___c____,X2160,-1
XMetab__2249___c____,X153,-1
XMetab__197400___c____,X1132,1
XMetab__4946___c____,X154,-1
XMetab__840___c____,X2205,-1
XMetab__971___c____,X4057,-1
XMetab__2770___c____,X1026,1
XMetab__271___c____,X5533,1
XMetab__784___c____,X3479,1
XMetab__784___c____,X3479,-1
XMetab__784___c____,X5728,-1
XMetab__6212___c____,X3757,-1
XMetab__2968___c____,X1135,1
XMetab__2968___c____,X1135,-1
XMetab__439520___c____,X2475,1
XMetab__2159___c____,X3363,-1
XMetab__12251___c____,X8841,-1
XMetab__13089___c____,X3738,-1
XMetab__5994___c____,X3291,-1
XMetab__3052775___c____,X4128,1
XMetab__4782___c____,X5972,-1
XMetab__65146___c____,X291,-1
XMetab__3606___c____,X1645,-1
XMetab__2750___c____,X1734,1
XMetab__27885548___c____,X2947,-1
XMetab__2832___c____,X5243,1
XMetab__5064___c____,X3614,-1
XMetab__2581___c____,X5742,-1
XMetab__35823___c____,X1544,-1
XMetab__2803___c____,X5972,1
XMetab__2803___c____,X5972,-1
XMetab__271___c____,X3065,1
XMetab__2339___c____,X8722,-1
XMetab__11167602___c____,X673,-1
XMetab__2163___c____,X1137,-1
XMetab__3310___c____,X207,1
XMetab__3310___c____,X207,-1
XMetab__703___c____,X1728,-1
XMetab__9824918___c____,X6524,-1
XMetab__5735___c____,X2555,1
XMetab__177___c____,X5770,-1
XMetab__5279___c____,X3717,-1
XMetab__5353800___c____,X2475,1
XMetab__5538___c____,X2668,-1
XMetab__54746___c____,X1815,1
XMetab__60921___c____,X185,-1
XMetab__4848___c____,X1128,-1
XMetab__644066___c____,X1375,-1
XMetab__637511___c____,X5595,1
XMetab__387447___c____,X841,1
XMetab__5791881___c____,X3251,-1
XMetab__3779___c____,X8503,1
XMetab__5324345___c____,X836,1
XMetab__1690___c____,X839,1
XMetab__5917___c____,X2353,1
XMetab__4829___c____,X9370,1
XMetab__3449___c____,X8824,-1
XMetab__54454___c____,X2147,-1
XMetab__445154___c____,X5728,1
XMetab__445154___c____,X5728,-1
XMetab__9933475___c____,X5159,-1
XMetab__5479530___c____,X1719,-1
XMetab__5311055___c____,X1394,-1
XMetab__2770___c____,X8797,1
XMetab__13401___c____,X4314,-1
XMetab__4075___c____,X5743,-1
XMetab__36462___c____,X7157,1
XMetab__5329098___c____,X716,-1
XMetab__5510___c____,X3565,-1
XMetab__40846___c____,X5970,1
XMetab__4044___c____,X5743,-1
XMetab__123619___c____,X5743,-1
XMetab__447715___c____,X9971,1
XMetab__5280878___c____,X10800,1
XMetab__3784___c____,X775,-1
XMetab__2361___c____,X1543,1
XMetab__2361___c____,X1543,-1
XMetab__40566381___c____,X57016,-1
XMetab__70789204___c____,X2475,-1
XMetab__3715___c____,X5320,-1
XMetab__11294___c____,X590,-1
XMetab__4473___c____,X146,-1
XMetab__15981080___c____,X4914,-1
XMetab__60834___c____,X6530,-1
XMetab__5753___c____,X367,1
XMetab__2585___c____,X3757,-1
XMetab__5281647___c____,X1548,-1
XMetab__3333___c____,X1558,-1
XMetab__12377___c____,X1548,-1
XMetab__24380___c____,X472,1
XMetab__2818___c____,X1813,-1
XMetab__25011733___c____,X2147,-1
XMetab__2160___c____,X4915,1
XMetab__888___c____,X1737,1
XMetab__238___c____,X24145,1
XMetab__2519___c____,X1111,-1
XMetab__4973___c____,X9575,-1
XMetab__206___c____,X3162,-1
XMetab__12066___c____,X6818,-1
XMetab__1444___c____,X5970,-1
XMetab__2585___c____,X5243,-1
XMetab__985___c____,X1376,1
XMetab__5281051___c____,X1576,-1
XMetab__68873___c____,X4306,-1
XMetab__5362129___c____,X1636,-1
XMetab__985___c____,X4800,1
XMetab__2818___c____,X147,-1
XMetab__170018___c____,X7298,-1
XMetab__5326871___c____,X1432,-1
XMetab__145068___c____,X2983,1
XMetab__10226415___c____,X1020,-1
XMetab__208908___c____,X5595,-1
XMetab__5757___c____,X251,1
XMetab__92409___c____,X6529,-1
XMetab__2215___c____,X1814,1
XMetab__6001___c____,X196,1
XMetab__17754027___c____,X1020,-1
XMetab__6027___c____,X3938,-1
XMetab__54677977___c____,X1723,-1
XMetab__2244___c____,X5595,1
XMetab__2244___c____,X5595,-1
XMetab__24795102___c____,X1991,-1
XMetab__3108___c____,X8654,-1
XMetab__65866___c____,X781,-1
XMetab__3610___c____,X2099,1
XMetab__175___c____,X4842,-1
XMetab__4650___c____,X840,-1
XMetab__1548886___c____,X842,1
XMetab__11442891___c____,X6790,-1
XMetab__9317___c____,X5595,1
XMetab__3209___c____,X27063,1
XMetab__108147___c____,X6870,1
XMetab__152217___c____,X64146,-1
XMetab__3032581___c____,X8841,-1
XMetab__4157___c____,X1128,-1
XMetab__59757___c____,X3565,-1
XMetab__2520___c____,X774,-1
XMetab__2770___c____,X8743,1
XMetab__104973___c____,X152,1
XMetab__11064567___c____,X5226,-1
XMetab__5408___c____,X3486,1
XMetab__5281647___c____,X5465,1
XMetab__91649___c____,X367,-1
XMetab__16004692___c____,X1909,-1
XMetab__4033___c____,X1017,1
XMetab__41774___c____,X279,-1
XMetab__64142___c____,X1576,-1
XMetab__4449___c____,X836,1
XMetab__4784___c____,X23491,-1
XMetab__729859___c____,X836,-1
XMetab__10461___c____,X3576,1
XMetab__5490139___c____,X6776,-1
XMetab__54454___c____,X6347,-1
XMetab__6445226___c____,X2147,-1
XMetab__231___c____,X50486,1
XMetab__4768___c____,X805,-1
XMetab__39562___c____,X637,1
XMetab__888___c____,X1738,1
XMetab__785___c____,X5595,1
XMetab__4829___c____,X3284,-1
XMetab__312___c____,X308,1
XMetab__1079___c____,X4144,-1
XMetab__772___c____,X5196,1
XMetab__772___c____,X5196,-1
XMetab__5381___c____,X5914,1
XMetab__596___c____,X5423,-1
XMetab__5746___c____,X142,1
XMetab__77998___c____,X488,1
XMetab__5566___c____,X801,-1
XMetab__65071___c____,X1576,-1
XMetab__5757___c____,X836,1
XMetab__5757___c____,X836,-1
XMetab__3922___c____,X5914,1
XMetab__443940___c____,X150,1
XMetab__24012___c____,X846,1
XMetab__387447___c____,X5707,-1
XMetab__10340___c____,X8912,-1
XMetab__346926___c____,X4048,-1
XMetab__5983___c____,X43,-1
XMetab__271___c____,X5580,1
XMetab__5961___c____,X1503,-1
XMetab__5414___c____,X6010,-1
XMetab__15624___c____,X2950,-1
XMetab__2249___c____,X6262,1
XMetab__985___c____,X116519,1
XMetab__354677___c____,X836,1
XMetab__3793___c____,X1543,1
XMetab__3793___c____,X1543,-1
XMetab__1548886___c____,X6714,-1
XMetab__5538___c____,X5914,1
XMetab__10359___c____,X1644,1
XMetab__2703___c____,X1080,-1
XMetab__271___c____,X5575,1
XMetab__2514___c____,X4968,-1
XMetab__115237___c____,X1813,-1
XMetab__91754___c____,X2099,1
XMetab__942___c____,X5578,1
XMetab__3973___c____,X2932,1
XMetab__618___c____,X2646,1
XMetab__618___c____,X2646,-1
XMetab__3032___c____,X1728,1
XMetab__4062___c____,X6336,-1
XMetab__6446___c____,X2099,-1
XMetab__1613___c____,X57016,-1
XMetab__28486___c____,X2932,-1
XMetab__9977495___c____,X412,1
XMetab__24261___c____,X3553,1
XMetab__92117___c____,X6670,1
XMetab__5284616___c____,X6198,-1
XMetab__446284___c____,X3992,1
XMetab__4894___c____,X2908,1
XMetab__5538___c____,X1050,1
XMetab__4858___c____,X142,-1
XMetab__31404___c____,X836,-1
XMetab__5193___c____,X2891,-1
XMetab__3640___c____,X3569,1
XMetab__3640___c____,X3569,-1
XMetab__77998___c____,X2641,1
XMetab__206___c____,X5970,1
XMetab__3676___c____,X6336,-1
XMetab__4064___c____,X5581,1
XMetab__5324345___c____,X840,1
XMetab__2351___c____,X476,-1
XMetab__5403___c____,X4790,-1
XMetab__22557045___c____,X2064,-1
XMetab__55466___c____,X5226,-1
XMetab__11597571___c____,X238,-1
XMetab__9887754___c____,X1803,-1
XMetab__16007391___c____,X9212,-1
XMetab__5235___c____,X842,1
XMetab__443407___c____,X5443,-1
XMetab__440038___c____,X718,1
XMetab__22094___c____,X2099,1
XMetab__3230___c____,X5972,-1
XMetab__2336___c____,X4318,1
XMetab__5035___c____,X1576,-1
XMetab__443940___c____,X146,1
XMetab__985___c____,X5244,1
XMetab__5326713___c____,X9971,1
XMetab__5997___c____,X19,1
XMetab__24459___c____,X2099,1
XMetab__3406___c____,X125,-1
XMetab__54454___c____,X5327,1
XMetab__2910___c____,X762,-1
XMetab__175___c____,X8644,-1
XMetab__104731___c____,X6331,-1
XMetab__6169___c____,X148,-1
XMetab__3331___c____,X2903,-1
XMetab__5694___c____,X5465,1
XMetab__2336___c____,X4790,1
XMetab__6918537___c____,X1803,-1
XMetab__26721___c____,X5443,-1
XMetab__7276___c____,X3162,1
XMetab__30332___c____,X5972,1
XMetab__2524___c____,X1594,-1
XMetab__3143___c____,X836,1
XMetab__3931___c____,X6822,1
XMetab__5591___c____,X2932,-1
XMetab__124134___c____,X3065,-1
XMetab__444708___c____,X2235,-1
XMetab__10356116___c____,X5468,-1
XMetab__5426___c____,X7422,-1
XMetab__10909430___c____,X2,-1
XMetab__123631___c____,X2309,1
XMetab__7406___c____,X2950,-1
XMetab__5815___c____,X1906,1
XMetab__12066___c____,X6817,-1
XMetab__4008___c____,X1559,-1
XMetab__1548886___c____,X5743,-1
XMetab__24424___c____,X1956,1
XMetab__3310___c____,X836,1
XMetab__3251___c____,X836,1
XMetab__445154___c____,X6648,1
XMetab__10205___c____,X1723,-1
XMetab__37392___c____,X3757,-1
XMetab__5280863___c____,X1543,1
XMetab__5280863___c____,X1543,-1
XMetab__3333___c____,X1558,-1
XMetab__2179___c____,X7155,-1
XMetab__785___c____,X7124,-1
XMetab__4055___c____,X1543,1
XMetab__5281728___c____,X1543,-1
XMetab__5280453___c____,X836,1
XMetab__2319___c____,X8856,1
XMetab__387042___c____,X836,1
XMetab__3562___c____,X4535,-1
XMetab__24424___c____,X5595,1
XMetab__11167602___c____,X5156,-1
XMetab__5073___c____,X836,1
XMetab__163742___c____,X2159,-1
XMetab__4473___c____,X1576,-1
XMetab__6443207___c____,X23411,1
XMetab__28780___c____,X7317,1
XMetab__24470___c____,X3297,1
XMetab__1730___c____,X2530,-1
XMetab__104973___c____,X152,1
XMetab__38479___c____,X2100,1
XMetab__5280536___c____,X8989,1
XMetab__451668___c____,X545,1
XMetab__281___c____,X1571,-1
XMetab__24826799___c____,X25,-1
XMetab__10461___c____,X841,1
XMetab__11434515___c____,X1133,-1
XMetab__4169___c____,X5243,1
XMetab__4543___c____,X146,-1
XMetab__5472___c____,X1555,-1
XMetab__3598___c____,X2746,-1
XMetab__439520___c____,X8714,1
XMetab__76580___c____,X105372824,-1
XMetab__3931___c____,X1581,1
XMetab__5056___c____,X3553,-1
XMetab__4046___c____,X135,-1
XMetab__4473___c____,X1544,-1
XMetab__23990___c____,X7157,1
XMetab__3456___c____,X185,-1
XMetab__5306___c____,X2263,-1
XMetab__47289___c____,X4609,1
XMetab__5572___c____,X1129,-1
XMetab__47318___c____,X1555,-1
XMetab__164469___c____,X6751,1
XMetab__145068___c____,X4881,1
XMetab__5002___c____,X5243,-1
XMetab__4636___c____,X146,1
XMetab__5284592___c____,X1268,1
XMetab__3385___c____,X11200,1
XMetab__62156___c____,X4985,1
XMetab__1983___c____,X54658,-1
XMetab__5330286___c____,X1021,-1
XMetab__3763___c____,X836,1
XMetab__60871___c____,X1559,-1
XMetab__450___c____,X1571,1
XMetab__444499___c____,X7850,-1
XMetab__1281___c____,X2147,-1
