source,target,sign
XMetab__65064___c____,X3091,1
XMetab__5328940___c____,X3055,-1
XMetab__31721___c____,X146,1
XMetab__451668___c____,X5915,1
XMetab__118458___c____,X1017,-1
XMetab__10461___c____,X142,1
XMetab__9547215___c____,X5595,-1
XMetab__762___c____,X11336,1
XMetab__2548___c____,X1072,1
XMetab__9903___c____,X5829,-1
XMetab__9816017___c____,X1131,-1
XMetab__4091___c____,X5562,1
XMetab__3121___c____,X7915,-1
XMetab__238___c____,X6202,1
XMetab__271___c____,X4205,1
XMetab__9865843___c____,X3741,-1
XMetab__24905147___c____,X2475,-1
XMetab__16158207___c____,X2984,1
XMetab__2913___c____,X1131,-1
XMetab__5196___c____,X2902,-1
XMetab__450___c____,X814,1
XMetab__7271___c____,X836,1
XMetab__100252___c____,X3615,-1
XMetab__6989___c____,X836,1
XMetab__123952___c____,X57192,1
XMetab__1744___c____,X4313,-1
XMetab__11541511___c____,X841,1
XMetab__3806___c____,X1723,-1
XMetab__5281672___c____,X842,1
XMetab__765___c____,X5595,1
XMetab__5746___c____,X841,1
XMetab__11597571___c____,X3757,-1
XMetab__3715___c____,X2739,-1
XMetab__2126___c____,X412,1
XMetab__16230___c____,X26,-1
XMetab__65064___c____,X9971,1
XMetab__65064___c____,X9971,-1
XMetab__16064___c____,X23643,-1
XMetab__644073___c____,X4988,1
XMetab__175___c____,X1636,-1
XMetab__65246___c____,X2645,1
XMetab__65246___c____,X2645,-1
XMetab__5280961___c____,X2100,1
XMetab__2479___c____,X1137,-1
XMetab__5532___c____,X8841,-1
XMetab__3696___c____,X840,1
XMetab__110635___c____,X8654,-1
XMetab__7847___c____,X4318,1
XMetab__4638___c____,X3291,-1
XMetab__847___c____,X351,-1
XMetab__4441___c____,X1576,-1
XMetab__5757___c____,X2932,-1
XMetab__518740___c____,X595,-1
XMetab__2733525___c____,X5617,-1
XMetab__9877608___c____,X384,-1
XMetab__2484___c____,X6713,-1
XMetab__784___c____,X2309,1
XMetab__4927___c____,X1133,-1
XMetab__5538___c____,X6256,-1
XMetab__20393___c____,X5465,1
XMetab__3071___c____,X2064,-1
XMetab__5353894___c____,X590,1
XMetab__6623___c____,X1576,1
XMetab__3491292___c____,X1514,-1
XMetab__439260___c____,X148,1
XMetab__2973___c____,X3091,1
XMetab__5281647___c____,X1576,-1
XMetab__1986___c____,X771,-1
XMetab__40772___c____,X2158,-1
XMetab__5281616___c____,X1576,-1
XMetab__446845___c____,X4519,-1
XMetab__123840___c____,X6548,-1
XMetab__3954___c____,X801,-1
XMetab__9868037___c____,X3815,-1
XMetab__923___c____,X5741,-1
XMetab__161823___c____,X1557,-1
XMetab__447994___c____,X5770,-1
XMetab__11167602___c____,X5159,-1
XMetab__444795___c____,X3292,1
XMetab__5206___c____,X2741,1
XMetab__77993___c____,X3363,1
XMetab__25134249___c____,X23621,-1
XMetab__175___c____,X4048,-1
XMetab__24538___c____,X5241,1
XMetab__443940___c____,X155,1
XMetab__4594___c____,X495,1
XMetab__271___c____,X1385,1
XMetab__3331___c____,X1576,1
XMetab__5472___c____,X836,1
XMetab__5056___c____,X8654,-1
XMetab__2250___c____,X348,-1
XMetab__449171___c____,X6256,1
XMetab__4829___c____,X5105,1
XMetab__6333887___c____,X7296,-1
XMetab__396813___c____,X1543,1
XMetab__10180___c____,X7150,-1
XMetab__27885548___c____,X5621,-1
XMetab__46936243___c____,X2582,-1
XMetab__5957___c____,X6209,1
XMetab__3279___c____,X1557,-1
XMetab__4473___c____,X1548,-1
XMetab__5372___c____,X4775,-1
XMetab__54889___c____,X59272,-1
XMetab__2779853___c____,X6774,-1
XMetab__5281426___c____,X595,-1
XMetab__443433___c____,X5328,-1
XMetab__3086685___c____,X3791,-1
XMetab__3121___c____,X7915,-1
XMetab__1690___c____,X7153,-1
XMetab__9903___c____,X2641,1
XMetab__105104___c____,X4986,1
XMetab__54687___c____,X10599,1
XMetab__703___c____,X2936,-1
XMetab__11605792___c____,X105377067,-1
XMetab__73097___c____,X2212,-1
XMetab__68723___c____,X5742,-1
XMetab__121850___c____,X150,-1
XMetab__10089677___c____,X5292,-1
XMetab__5288826___c____,X836,1
XMetab__9808844___c____,X3791,-1
XMetab__105040___c____,X2618,-1
XMetab__4691___c____,X836,1
XMetab__71315513___c____,X6403,-1
XMetab__1424___c____,X948,1
XMetab__44614397___c____,X2932,-1
XMetab__20870585___c____,X2862,1
XMetab__5280343___c____,X6513,-1
XMetab__36188___c____,X196,1
XMetab__5311___c____,X842,1
XMetab__4993___c____,X1719,-1
XMetab__4261___c____,X3065,-1
XMetab__5281885___c____,X3320,-1
XMetab__848641___c____,X1111,-1
XMetab__2915___c____,X2730,-1
XMetab__60764___c____,X4986,1
XMetab__444255___c____,X2582,-1
XMetab__5311381___c____,X6714,-1
XMetab__2767___c____,X6774,-1
XMetab__9989505___c____,X11255,1
XMetab__3025986___c____,X1025,-1
XMetab__3973___c____,X5595,-1
XMetab__64142___c____,X841,1
XMetab__2770___c____,X11200,1
XMetab__5757___c____,X836,1
XMetab__5757___c____,X836,-1
XMetab__231___c____,X123,1
XMetab__11292191___c____,X11251,-1
XMetab__442428___c____,X3265,1
XMetab__942___c____,X3932,1
XMetab__5280934___c____,X211,1
XMetab__41317___c____,X5914,1
XMetab__9818919___c____,X842,1
XMetab__768___c____,X1723,-1
XMetab__5426___c____,X5743,-1
XMetab__2818___c____,X3355,-1
XMetab__2733525___c____,X1432,1
XMetab__6167___c____,X196,-1
XMetab__4004___c____,X590,-1
XMetab__4691___c____,X1133,-1
XMetab__444899___c____,X1581,1
XMetab__238___c____,X7295,1
XMetab__2551___c____,X5594,1
XMetab__5372___c____,X1576,1
XMetab__772___c____,X2159,-1
XMetab__4829___c____,X3952,-1
XMetab__4282___c____,X4953,-1
XMetab__14012___c____,X847,1
XMetab__544___c____,X9261,1
XMetab__11393311___c____,X7153,-1
XMetab__5359476___c____,X5970,-1
XMetab__6540428___c____,X3350,1
XMetab__24823___c____,X3576,1
XMetab__4993___c____,X2950,-1
XMetab__3492020___c____,X4128,-1
XMetab__6918558___c____,X1128,-1
XMetab__4091___c____,X841,-1
XMetab__23931___c____,X3297,1
XMetab__134018___c____,X7498,-1
XMetab__5279___c____,X3702,-1
XMetab__5746___c____,X836,1
XMetab__129228___c____,X2915,-1
XMetab__24826799___c____,X2066,-1
XMetab__1548943___c____,X6714,-1
XMetab__312145___c____,X5293,-1
XMetab__445154___c____,X216,-1
XMetab__67542___c____,X5468,1
XMetab__390798___c____,X7295,1
XMetab__68740___c____,X2224,1
XMetab__68740___c____,X2224,-1
XMetab__15625___c____,X847,-1
XMetab__5734___c____,X377677,-1
XMetab__7028___c____,X6530,-1
XMetab__5280343___c____,X6347,-1
XMetab__458___c____,X1386,1
XMetab__5694___c____,X5468,1
XMetab__2958___c____,X7155,-1
XMetab__9810216___c____,X6865,-1
XMetab__4740___c____,X4907,-1
XMetab__5289331___c____,X64146,-1
XMetab__3440___c____,X5972,1
XMetab__6918558___c____,X1132,-1
XMetab__56928089___c____,X207,1
XMetab__65569___c____,X1109,-1
XMetab__4927___c____,X1132,-1
XMetab__446156___c____,X338,-1
XMetab__24823___c____,X5743,-1
XMetab__4713___c____,X3569,-1
XMetab__317___c____,X10449,-1
XMetab__644241___c____,X25,-1
XMetab__8271___c____,X2898,-1
XMetab__31304___c____,X2569,-1
XMetab__4139___c____,X2539,1
XMetab__5056___c____,X2475,-1
XMetab__2818___c____,X3362,-1
XMetab__188224___c____,X23411,1
XMetab__10345213___c____,X846,-1
XMetab__8546___c____,X5595,1
XMetab__372649___c____,X5770,-1
XMetab__148201___c____,X5243,-1
XMetab__317___c____,X39,-1
XMetab__54454___c____,X7157,1
XMetab__24964624___c____,X207,-1
XMetab__238___c____,X4684,-1
XMetab__33473___c____,X2099,1
XMetab__13766___c____,X367,1
XMetab__13766___c____,X367,-1
XMetab__1045___c____,X262,1
XMetab__31357___c____,X367,-1
XMetab__299___c____,X9429,-1
XMetab__24826799___c____,X3717,-1
XMetab__177___c____,X3725,1
XMetab__7847___c____,X4323,1
XMetab__2244___c____,X1645,-1
XMetab__5458189___c____,X3695,-1
XMetab__119031___c____,X4325,-1
XMetab__1183___c____,X760,-1
XMetab__3054___c____,X1509,1
XMetab__5625___c____,X1557,-1
XMetab__2163___c____,X1137,-1
XMetab__24934___c____,X7015,1
XMetab__774___c____,X3363,-1
XMetab__2564___c____,X3269,-1
XMetab__813___c____,X6750,1
XMetab__60149___c____,X3358,-1
XMetab__71398___c____,X7124,-1
XMetab__3954___c____,X805,-1
XMetab__5452___c____,X836,1
XMetab__3075___c____,X1906,-1
XMetab__5459111___c____,X2932,-1
XMetab__4112___c____,X1719,-1
XMetab__2333___c____,X2139,-1
XMetab__768___c____,X1723,-1
XMetab__312___c____,X4986,1
XMetab__11380778___c____,X836,1
XMetab__5591___c____,X3029,-1
XMetab__24316___c____,X5593,1
XMetab__3446___c____,X781,-1
XMetab__4485___c____,X1558,-1
XMetab__3784___c____,X775,-1
XMetab__985___c____,X3157,1
XMetab__65924___c____,X3579,-1
XMetab__15730___c____,X2099,1
XMetab__5376___c____,X5594,1
XMetab__15209___c____,X2908,1
XMetab__5324345___c____,X3757,-1
XMetab__23990___c____,X7391,1
XMetab__15938___c____,X590,-1
XMetab__1743___c____,X251,1
XMetab__5154___c____,X841,1
XMetab__115355___c____,X3242,-1
XMetab__610479___c____,X1544,-1
XMetab__271___c____,X1453,1
XMetab__455658___c____,X571,-1
XMetab__10461194___c____,X1636,-1
XMetab__2514___c____,X2321,1
XMetab__10113978___c____,X5159,-1
XMetab__132971___c____,X1586,-1
XMetab__6419741___c____,X1111,-1
XMetab__2818___c____,X836,1
XMetab__39562___c____,X207,1
XMetab__83513___c____,X3759,-1
XMetab__166558___c____,X1559,1
XMetab__166558___c____,X1559,-1
XMetab__5467___c____,X6336,-1
XMetab__219024___c____,X135,1
XMetab__6076___c____,X1906,1
XMetab__16132430___c____,X4160,1
XMetab__5591___c____,X5594,1
XMetab__2767___c____,X5970,1
XMetab__3182___c____,X134,-1
XMetab__4367___c____,X4842,1
XMetab__4367___c____,X4842,-1
XMetab__2958___c____,X836,1
XMetab__449193___c____,X5144,-1
XMetab__2315___c____,X6557,-1
XMetab__8530___c____,X1723,-1
XMetab__11564052___c____,X154,1
XMetab__24826799___c____,X3716,-1
XMetab__444255___c____,X3615,-1
XMetab__50192___c____,X1131,-1
XMetab__2900___c____,X248,-1
XMetab__441___c____,X338442,1
XMetab__114880___c____,X5916,-1
XMetab__5073___c____,X1814,-1
XMetab__5213___c____,X472,1
XMetab__2336___c____,X5894,-1
XMetab__448537___c____,X7277,1
XMetab__9916436___c____,X5150,-1
XMetab__3032___c____,X1559,1
XMetab__3032___c____,X1559,-1
XMetab__72271___c____,X4140,-1
XMetab__3355___c____,X6329,-1
XMetab__5287969___c____,X5595,-1
XMetab__10668___c____,X4985,1
XMetab__446284___c____,X4800,1
XMetab__6473___c____,X89832,-1
XMetab__5280795___c____,X7421,1
XMetab__5839___c____,X5594,1
XMetab__283___c____,X32,-1
XMetab__4920___c____,X4846,1
XMetab__4920___c____,X4846,-1
XMetab__6398379___c____,X5328,-1
XMetab__5537___c____,X5144,-1
XMetab__3961___c____,X5972,1
XMetab__24795102___c____,X1991,-1
XMetab__4927___c____,X1131,-1
XMetab__14888___c____,X840,1
XMetab__5275___c____,X1814,-1
XMetab__2163___c____,X2554,-1
XMetab__9811072___c____,X11251,-1
XMetab__2662___c____,X836,1
XMetab__206___c____,X3949,-1
XMetab__3365422___c____,X836,1
XMetab__784___c____,X3163,1
XMetab__3001386___c____,X6319,-1
XMetab__24934___c____,X5601,1
XMetab__2770___c____,X7507,1
XMetab__4099___c____,X2891,-1
XMetab__5281647___c____,X5465,1
XMetab__3157___c____,X147,-1
XMetab__445154___c____,X842,1
XMetab__445154___c____,X842,-1
XMetab__3973___c____,X5594,-1
XMetab__3086686___c____,X5159,-1
XMetab__4943___c____,X2166,-1
XMetab__6623___c____,X836,-1
XMetab__446284___c____,X116519,1
XMetab__3086686___c____,X3791,-1
XMetab__25880656___c____,X4314,-1
XMetab__170361___c____,X1137,1
XMetab__2761___c____,X8913,-1
XMetab__124219___c____,X840,1
XMetab__3675___c____,X8639,-1
XMetab__444732___c____,X2104,1
XMetab__3033825___c____,X3764,1
XMetab__679___c____,X5447,-1
XMetab__5288324___c____,X3938,-1
XMetab__5281416___c____,X842,1
XMetab__5734___c____,X8912,-1
XMetab__1615___c____,X1544,-1
XMetab__3715___c____,X5972,-1
XMetab__5253___c____,X3757,-1
XMetab__5281007___c____,X5226,-1
XMetab__4364___c____,X7422,1
XMetab__4441___c____,X1543,-1
XMetab__219104___c____,X7295,-1
XMetab__3367___c____,X836,1
XMetab__5281605___c____,X5599,-1
XMetab__3973___c____,X5294,-1
XMetab__231___c____,X6822,1
XMetab__5994___c____,X1392,1
XMetab__5994___c____,X1392,-1
XMetab__3035609___c____,X4860,-1
XMetab__5490139___c____,X6778,-1
XMetab__5909___c____,X1129,1
XMetab__784___c____,X7015,-1
XMetab__5280343___c____,X7299,1
XMetab__53394576___c____,X4316,1
XMetab__762___c____,X60412,1
XMetab__11790___c____,X1543,1
XMetab__11790___c____,X1543,-1
XMetab__4585___c____,X1128,-1
XMetab__5280934___c____,X1374,1
XMetab__11005___c____,X2641,1
XMetab__446284___c____,X5465,1
XMetab__4793___c____,X5243,-1
XMetab__5284373___c____,X4773,-1
XMetab__198746___c____,X3350,1
XMetab__442783___c____,X2941,1
XMetab__442783___c____,X2941,-1
XMetab__24934___c____,X3725,-1
XMetab__3052___c____,X240,-1
XMetab__4044___c____,X1544,-1
XMetab__3048___c____,X8856,1
XMetab__4788___c____,X6513,-1
XMetab__71351___c____,X1490,-1
XMetab__2301___c____,X841,1
XMetab__91469___c____,X4846,1
XMetab__3117___c____,X1621,-1
XMetab__72303___c____,X836,1
XMetab__179475___c____,X841,1
XMetab__6445562___c____,X6667,-1
XMetab__14888___c____,X11200,1
XMetab__5537___c____,X8622,-1
XMetab__2165___c____,X1509,-1
XMetab__8289___c____,X2908,-1
XMetab__5280343___c____,X1734,1
XMetab__8987___c____,X1571,-1
XMetab__47318___c____,X1728,1
XMetab__10474___c____,X5595,-1
XMetab__56959___c____,X3757,-1
XMetab__9903___c____,X8856,1
XMetab__271___c____,X6714,1
XMetab__5459784___c____,X50,-1
XMetab__39676___c____,X7173,-1
XMetab__4485___c____,X1558,-1
XMetab__5665___c____,X2550,1
XMetab__110635___c____,X8654,-1
XMetab__24882589___c____,X5294,-1
XMetab__156326___c____,X3358,-1
XMetab__4778___c____,X3290,-1
XMetab__4735___c____,X4361,-1
XMetab__5002___c____,X1131,-1
XMetab__3055___c____,X1128,-1
XMetab__3019___c____,X4790,1
XMetab__9796958___c____,X1816,1
XMetab__11597571___c____,X775,-1
XMetab__5560___c____,X476,-1
XMetab__9574343___c____,X1234,-1
XMetab__56842121___c____,X5743,-1
XMetab__43008___c____,X1813,-1
XMetab__4451___c____,X9429,-1
XMetab__1401___c____,X2260,-1
XMetab__2987___c____,X8714,1
XMetab__3325___c____,X673,-1
XMetab__60164___c____,X6258,1
XMetab__4033___c____,X835,1
XMetab__2336___c____,X7173,1
XMetab__41774___c____,X6476,-1
XMetab__115100___c____,X10800,-1
XMetab__1367___c____,X1544,-1
XMetab__455658___c____,X571,-1
XMetab__68296___c____,X2936,1
XMetab__5281617___c____,X1543,-1
XMetab__2126___c____,X3659,1
XMetab__5281605___c____,X1080,1
XMetab__5281605___c____,X3291,1
XMetab__2185___c____,X1268,1
XMetab__6326970___c____,X6774,1
XMetab__15192___c____,X590,-1
XMetab__977___c____,X6714,1
XMetab__31070___c____,X43,-1
XMetab__544___c____,X578,1
XMetab__4639___c____,X4985,-1
XMetab__1367___c____,X1571,-1
XMetab__2801___c____,X836,1
XMetab__4909___c____,X2898,-1
XMetab__3385___c____,X85320,1
XMetab__44147092___c____,X2740,1
XMetab__3696___c____,X55244,-1
XMetab__11614352___c____,X1234,-1
XMetab__60749___c____,X836,1
XMetab__6537___c____,X2099,-1
XMetab__1060___c____,X1738,-1
XMetab__12251___c____,X2002,1
XMetab__16040306___c____,X4048,-1
XMetab__6443013___c____,X2167,1
XMetab__6081___c____,X147,1
XMetab__5470___c____,X2100,1
XMetab__446284___c____,X3157,1
XMetab__1548886___c____,X246,1
XMetab__4940___c____,X1815,-1
XMetab__1456___c____,X836,1
XMetab__3640___c____,X8714,1
XMetab__450___c____,X4318,1
XMetab__450___c____,X4318,-1
XMetab__5329___c____,X1559,-1
XMetab__4940___c____,X1129,-1
XMetab__3954___c____,X4985,1
XMetab__3825___c____,X5743,-1
XMetab__176155___c____,X2247,-1
XMetab__10226415___c____,X836,1
XMetab__4913___c____,X1786,-1
XMetab__14012___c____,X4520,-1
XMetab__1894___c____,X4846,-1
XMetab__8343___c____,X840,1
XMetab__53232___c____,X10599,-1
XMetab__3854666___c____,X1813,-1
XMetab__4217___c____,X3688,-1
XMetab__238___c____,X6192,1
XMetab__68995___c____,X8644,-1
XMetab__3310___c____,X578,1
XMetab__5361092___c____,X4985,1
XMetab__159623___c____,X7421,1
XMetab__3035___c____,X847,-1
XMetab__1060___c____,X5162,-1
XMetab__6041___c____,X146,1
XMetab__4908___c____,X1544,1
XMetab__4075___c____,X240,-1
XMetab__3003___c____,X7124,-1
XMetab__6918876___c____,X3065,-1
XMetab__2912___c____,X367,-1
XMetab__53394576___c____,X5594,1
XMetab__444___c____,X842,1
XMetab__2578___c____,X2936,-1
XMetab__67361___c____,X6583,-1
XMetab__2160___c____,X4986,1
XMetab__2719___c____,X1576,-1
XMetab__14012___c____,X3932,1
XMetab__772___c____,X836,-1
XMetab__5282264___c____,X841,1
XMetab__985___c____,X29841,1
XMetab__2958___c____,X5243,1
XMetab__13872___c____,X142,-1
XMetab__4217___c____,X9475,-1
XMetab__12035___c____,X2353,-1
XMetab__4609___c____,X847,-1
XMetab__5288826___c____,X3725,1
XMetab__451668___c____,X1786,1
XMetab__451668___c____,X1786,-1
XMetab__4114___c____,X1548,-1
XMetab__444732___c____,X1843,1
XMetab__54454___c____,X3569,-1
XMetab__10667___c____,X1956,1
XMetab__109___c____,X64146,-1
XMetab__25477___c____,X9563,-1
XMetab__3086060___c____,X1576,-1
XMetab__9908268___c____,X1901,1
XMetab__2907___c____,X841,1
XMetab__54746___c____,X3350,1
XMetab__6951074___c____,X5062,1
XMetab__3758___c____,X1080,1
XMetab__3003___c____,X2908,1
XMetab__5281727___c____,X207,-1
XMetab__238___c____,X5562,-1
XMetab__4212___c____,X9429,1
XMetab__5056___c____,X5599,1
XMetab__5056___c____,X5599,-1
XMetab__2909___c____,X5243,-1
XMetab__60752___c____,X3767,-1
XMetab__11411233___c____,X1591,-1
XMetab__13089___c____,X1576,1
XMetab__5280343___c____,X207,-1
XMetab__89105___c____,X4835,-1
XMetab__2163___c____,X89832,-1
XMetab__5281807___c____,X4846,1
XMetab__4248455___c____,X1374,1
XMetab__727___c____,X2100,1
XMetab__7393___c____,X2099,1
XMetab__5282106___c____,X7442,1
XMetab__5484128___c____,X1571,-1
XMetab__2099___c____,X3359,-1
XMetab__9872908___c____,X6869,-1
XMetab__71717929___c____,X836,1
XMetab__3380___c____,X54659,-1
XMetab__5280450___c____,X3992,1
XMetab__11526696___c____,X2693,1
XMetab__2585___c____,X4718,-1
XMetab__10591___c____,X572,-1
XMetab__784___c____,X1956,1
XMetab__784___c____,X1956,-1
XMetab__238___c____,X8894,1
XMetab__5129___c____,X2030,-1
XMetab__5311194___c____,X4987,-1
XMetab__3038522___c____,X2322,-1
XMetab__5691___c____,X5290,-1
XMetab__3385___c____,X836,1
XMetab__1065___c____,X1576,-1
XMetab__4973___c____,X5594,1
XMetab__2519___c____,X983,1
XMetab__3352___c____,X2741,-1
XMetab__64644___c____,X2891,-1
XMetab__762___c____,X11336,1
XMetab__5754___c____,X1576,1
XMetab__5311507___c____,X150,-1
XMetab__47795___c____,X240,-1
XMetab__5280961___c____,X4363,-1
XMetab__5870___c____,X2099,1
XMetab__3512___c____,X836,1
XMetab__5833___c____,X367,-1
XMetab__24424___c____,X3725,1
XMetab__6758___c____,X48,1
XMetab__6758___c____,X48,-1
XMetab__5377___c____,X1577,-1
XMetab__5311454___c____,X1557,-1
XMetab__2662___c____,X5743,-1
XMetab__31100___c____,X1813,1
XMetab__449193___c____,X5144,-1
XMetab__2250___c____,X4846,1
XMetab__2756___c____,X55244,-1
XMetab__387447___c____,X840,1
XMetab__10836___c____,X6531,-1
XMetab__3367___c____,X836,1
XMetab__3053___c____,X836,1
XMetab__2396___c____,X5590,-1
XMetab__762___c____,X55763,1
XMetab__24247___c____,X768,-1
XMetab__9916436___c____,X5144,-1
XMetab__42890___c____,X7153,-1
XMetab__323___c____,X1548,-1
XMetab__5244802___c____,X4986,1
XMetab__5280343___c____,X2950,-1
XMetab__60961___c____,X7852,1
XMetab__34359___c____,X1644,-1
XMetab__5280934___c____,X5468,1
XMetab__445154___c____,X1728,1
XMetab__4528___c____,X6531,-1
XMetab__3226___c____,X2890,-1
XMetab__31200___c____,X1555,-1
XMetab__3036___c____,X2100,1
XMetab__3931___c____,X50486,1
XMetab__5076___c____,X5966,-1
XMetab__2170___c____,X6530,-1
XMetab__5957___c____,X1974,1
XMetab__5381226___c____,X1555,1
XMetab__24424___c____,X3297,1
XMetab__54454___c____,X2152,-1
XMetab__145068___c____,X2986,1
XMetab__157574___c____,X1576,-1
XMetab__1206___c____,X147,-1
XMetab__114827___c____,X2913,1
XMetab__449171___c____,X7052,1
XMetab__3916___c____,X1128,-1
XMetab__3333___c____,X4306,-1
XMetab__9820627___c____,X3757,-1
XMetab__3062316___c____,X7525,-1
XMetab__9865554___c____,X3579,-1
XMetab__452707___c____,X836,1
XMetab__3399___c____,X4306,-1
XMetab__3081361___c____,X25,-1
XMetab__5311221___c____,X5737,1
XMetab__9807238___c____,X2159,-1
XMetab__5353653___c____,X1017,-1
XMetab__4887___c____,X1559,-1
XMetab__3350___c____,X6718,-1
XMetab__3209___c____,X27242,1
XMetab__1744___c____,X1432,1
XMetab__31657___c____,X43,-1
XMetab__65863___c____,X1595,-1
XMetab__1674___c____,X196,1
XMetab__5280343___c____,X1558,-1
XMetab__9891980___c____,X148,-1
XMetab__4055___c____,X2159,1
XMetab__4020___c____,X6530,-1
XMetab__4041___c____,X1109,-1
XMetab__10133___c____,X836,1
XMetab__5056___c____,X1586,-1
XMetab__231___c____,X59341,1
XMetab__2767___c____,X207,1
XMetab__2767___c____,X207,-1
XMetab__3440___c____,X760,-1
XMetab__5280453___c____,X632,1
XMetab__5280453___c____,X632,-1
XMetab__5359596___c____,X6714,1
XMetab__3333___c____,X4306,-1
XMetab__3682___c____,X3757,-1
XMetab__3938___c____,X3351,1
XMetab__5280754___c____,X5532,1
XMetab__5280754___c____,X5532,-1
XMetab__5311027___c____,X5737,1
XMetab__54897___c____,X3757,-1
XMetab__11597571___c____,X840,1
XMetab__689043___c____,X240,-1
XMetab__86138___c____,X8856,1
XMetab__3637___c____,X7157,1
XMetab__9804325___c____,X1813,-1
XMetab__10057___c____,X836,1
XMetab__9918381___c____,X7941,-1
XMetab__445154___c____,X7299,-1
XMetab__5852___c____,X22926,1
XMetab__612___c____,X6566,1
XMetab__4553___c____,X5743,1
XMetab__4553___c____,X5743,-1
XMetab__23690938___c____,X10864,-1
XMetab__5056___c____,X8856,1
XMetab__444254___c____,X1813,-1
XMetab__2308___c____,X9429,1
XMetab__11009___c____,X6647,1
XMetab__11009___c____,X6647,-1
XMetab__2770___c____,X3091,-1
XMetab__16248___c____,X2100,1
XMetab__712___c____,X4953,1
XMetab__31703___c____,X5111,-1
XMetab__1567___c____,X2247,-1
XMetab__11009___c____,X538,1
XMetab__6433110___c____,X6548,-1
XMetab__72231___c____,X8795,1
XMetab__5281511___c____,X7153,-1
XMetab__3825___c____,X5742,-1
XMetab__21157___c____,X6667,1
XMetab__4095___c____,X4988,1
XMetab__1548885___c____,X231,-1
XMetab__238___c____,X32,-1
XMetab__3793___c____,X1595,-1
XMetab__14985___c____,X5594,1
XMetab__4058___c____,X4988,1
XMetab__64945___c____,X7153,-1
XMetab__3779___c____,X154,1
XMetab__3779___c____,X154,-1
XMetab__68238___c____,X1728,-1
XMetab__1424___c____,X3952,-1
XMetab__5280961___c____,X1594,1
XMetab__4091___c____,X840,1
XMetab__3385___c____,X3280,1
XMetab__2801___c____,X3357,-1
XMetab__784___c____,X240,1
XMetab__82145___c____,X5467,1
XMetab__4116___c____,X3736,1
XMetab__56947301___c____,X100,-1
XMetab__2678___c____,X3269,-1
XMetab__105083___c____,X6869,-1
XMetab__2315___c____,X7172,-1
XMetab__2771___c____,X6721,1
XMetab__129863___c____,X240,-1
XMetab__4635___c____,X4986,1
XMetab__446157___c____,X338,-1
XMetab__2733525___c____,X3569,-1
XMetab__25473___c____,X389434,-1
XMetab__65351___c____,X5970,-1
XMetab__2165___c____,X1544,-1
XMetab__702___c____,X1571,1
XMetab__702___c____,X1571,-1
XMetab__2761___c____,X3269,-1
XMetab__681___c____,X5443,-1
XMetab__3715___c____,X7498,1
XMetab__3251___c____,X3351,1
XMetab__5280450___c____,X123,1
XMetab__5280343___c____,X2100,1
XMetab__4362___c____,X57468,1
XMetab__1287___c____,X841,1
XMetab__544___c____,X207,1
XMetab__4032___c____,X1135,-1
XMetab__8275___c____,X1137,-1
XMetab__2160___c____,X10280,1
XMetab__5280961___c____,X367,-1
XMetab__4542___c____,X6715,-1
XMetab__231___c____,X5444,-1
XMetab__7291___c____,X5550,-1
XMetab__62924___c____,X2687,1
XMetab__3291___c____,X8913,-1
XMetab__5036___c____,X89832,-1
XMetab__3962___c____,X5879,-1
XMetab__2750___c____,X841,1
XMetab__280___c____,X3569,-1
XMetab__44137945___c____,X2322,-1
XMetab__9939928___c____,X552,-1
XMetab__11979316___c____,X554,1
XMetab__3032732___c____,X5468,1
XMetab__5591___c____,X3567,-1
XMetab__77998___c____,X6517,1
XMetab__26346___c____,X1576,-1
XMetab__4973___c____,X4842,-1
XMetab__2812___c____,X1595,-1
XMetab__222___c____,X2628,-1
XMetab__13109___c____,X6715,-1
XMetab__753704___c____,X8877,-1
XMetab__3367___c____,X100,-1
XMetab__5280445___c____,X2354,-1
XMetab__14888___c____,X837,1
XMetab__238___c____,X207,1
XMetab__238___c____,X207,-1
XMetab__5471349___c____,X1555,-1
XMetab__25701___c____,X64146,-1
XMetab__5280961___c____,X1594,1
XMetab__66535___c____,X5573,1
XMetab__44147684___c____,X240,-1
XMetab__3108___c____,X100,-1
XMetab__47811___c____,X3357,1
XMetab__5488822___c____,X842,1
XMetab__4594___c____,X495,-1
XMetab__6398444___c____,X3249,-1
XMetab__14888___c____,X4846,1
XMetab__5291___c____,X613,-1
XMetab__20393___c____,X842,1
XMetab__274___c____,X6356,1
XMetab__24995523___c____,X6790,-1
XMetab__2818___c____,X3351,-1
XMetab__43815___c____,X6532,-1
XMetab__77998___c____,X6915,-1
XMetab__5282415___c____,X5737,1
XMetab__5994___c____,X3265,-1
XMetab__6180___c____,X6010,-1
XMetab__14888___c____,X842,1
XMetab__238___c____,X25,-1
XMetab__3209___c____,X5244,1
XMetab__1254___c____,X79054,1
XMetab__667468___c____,X1129,-1
XMetab__16315___c____,X4846,1
XMetab__16315___c____,X4846,-1
XMetab__3931___c____,X2168,1
XMetab__439693___c____,X161823,-1
XMetab__108188___c____,X7298,-1
XMetab__198751___c____,X43,-1
XMetab__3035462___c____,X1017,-1
XMetab__5537___c____,X5142,-1
XMetab__896___c____,X4353,-1
XMetab__439284___c____,X2997,1
XMetab__206___c____,X3572,-1
XMetab__390798___c____,X836,1
