item_id_a	item_id_b	mode	action	a_is_acting	score
CIDs00002585	9606.ENSP00000331736	inhibition	inhibition	t	991
9606.ENSP00000358301	CIDm00004631	inhibition	inhibition	f	998
CIDm00004631	9606.ENSP00000358301	inhibition	inhibition	t	998
9606.ENSP00000354612	CIDm00004051	inhibition	inhibition	f	991
CIDm00004051	9606.ENSP00000354612	inhibition	inhibition	t	991
9606.ENSP00000256592	CIDs00005819	activation	activation	t	900
CIDs00005819	9606.ENSP00000256592	activation	activation	f	900
9606.ENSP00000317272	CIDm15981080	inhibition	inhibition	f	907
CIDm15981080	9606.ENSP00000317272	inhibition	inhibition	t	907
CIDs00091636	9606.ENSP00000370119	activation	activation	t	957
CIDs00009444	9606.ENSP00000256010	activation	activation	t	957
CIDs00001903	9606.ENSP00000348786	activation	activation	t	957
9606.ENSP00000206249	CIDs03001028	activation	activation	f	999
CIDs03001028	9606.ENSP00000206249	activation	activation	t	999
9606.ENSP00000334198	CIDm00002156	inhibition	inhibition	f	991
CIDm00002156	9606.ENSP00000334198	inhibition	inhibition	t	991
9606.ENSP00000354612	CIDs06335412	inhibition	inhibition	f	991
CIDs06335412	9606.ENSP00000354612	inhibition	inhibition	t	991
CIDm00002854	9606.ENSP00000266970	inhibition	inhibition	t	990
9606.ENSP00000276198	CIDm00002689	binding	activation	f	958
CIDm00002689	9606.ENSP00000276198	binding	activation	t	958
9606.ENSP00000342007	CIDs00004594	activation	activation	f	918
CIDs00004594	9606.ENSP00000342007	activation	activation	t	918
9606.ENSP00000306490	CIDs00060809	binding	activation	f	998
CIDs00060809	9606.ENSP00000306490	binding	activation	t	998
9606.ENSP00000276198	CIDs00005095	activation	activation	f	958
CIDs00005095	9606.ENSP00000276198	activation	activation	t	958
CIDm05330286	9606.ENSP00000257904	inhibition	inhibition	t	957
CIDs00006076	9606.ENSP00000296545	inhibition	inhibition	t	990
9606.ENSP00000434516	CIDs05280450	activation	activation	f	900
CIDs05280450	9606.ENSP00000434516	activation	activation	t	900
9606.ENSP00000340684	CIDm00003675	inhibition	inhibition	f	958
CIDm00003675	9606.ENSP00000340684	inhibition	inhibition	t	958
9606.ENSP00000280155	CIDm00001206	activation	activation	f	991
CIDm00001206	9606.ENSP00000280155	activation	activation	t	991
CIDs00005994	9606.ENSP00000356022	activation	activation	t	990
9606.ENSP00000330237	CIDm00003310	activation	activation	f	907
CIDm00003310	9606.ENSP00000330237	activation	activation	t	907
9606.ENSP00000254079	CIDm00000197	inhibition	inhibition	t	900
CIDm00000197	9606.ENSP00000254079	inhibition	inhibition	f	900
9606.ENSP00000369960	CIDs09903970	inhibition	inhibition	f	958
CIDs09903970	9606.ENSP00000369960	inhibition	inhibition	t	958
9606.ENSP00000332369	CIDm00004973	activation	activation	t	900
CIDm00004973	9606.ENSP00000332369	activation	activation	f	900
9606.ENSP00000327850	CIDs05284373	inhibition	inhibition	f	900
CIDs05284373	9606.ENSP00000327850	inhibition	inhibition	t	900
CIDs00004375	9606.ENSP00000306245	activation	activation	t	990
CIDm00024854	9606.ENSP00000356438	activation	activation	t	957
9606.ENSP00000305372	CIDm00004724	activation	activation	f	958
CIDm00004724	9606.ENSP00000305372	activation	activation	t	958
9606.ENSP00000305372	CIDm00004724	inhibition	inhibition	f	958
CIDm00004724	9606.ENSP00000305372	inhibition	inhibition	t	958
9606.ENSP00000306490	CIDs00146570	inhibition	inhibition	f	958
CIDs00146570	9606.ENSP00000306490	inhibition	inhibition	t	958
9606.ENSP00000386069	CIDm00005073	activation	activation	f	991
CIDm00005073	9606.ENSP00000386069	activation	activation	t	991
9606.ENSP00000206249	CIDs00000727	activation	activation	f	907
CIDs00000727	9606.ENSP00000206249	activation	activation	t	907
9606.ENSP00000270625	CIDm00000238	activation	activation	f	900
CIDm00000238	9606.ENSP00000270625	activation	activation	t	900
9606.ENSP00000430344	CIDm00000271	activation	activation	f	900
CIDm00000271	9606.ENSP00000430344	activation	activation	t	900
9606.ENSP00000430344	CIDm00000271	binding	activation	f	900
CIDm00000271	9606.ENSP00000430344	binding	activation	t	900
9606.ENSP00000231509	CIDm00003375	activation	activation	f	938
CIDm00003375	9606.ENSP00000231509	activation	activation	t	938
9606.ENSP00000363832	CIDs00005035	binding	inhibition	f	989
CIDs00005035	9606.ENSP00000363832	binding	inhibition	t	989
9606.ENSP00000349003	CIDm00042955	binding	activation	f	998
CIDm00042955	9606.ENSP00000349003	binding	activation	t	998
CIDm00002719	9606.ENSP00000278616	activation	activation	t	957
CIDm53629505	9606.ENSP00000350012	activation	activation	t	957
9606.ENSP00000370381	CIDs00003278	inhibition	inhibition	f	999
CIDs00003278	9606.ENSP00000370381	inhibition	inhibition	t	999
CIDm00000784	9606.ENSP00000306245	activation	activation	t	998
9606.ENSP00000377840	CIDm00002520	inhibition	inhibition	f	991
CIDm00002520	9606.ENSP00000377840	inhibition	inhibition	t	991
CIDm00005505	9606.ENSP00000387662	activation	activation	t	957
CIDm00005505	9606.ENSP00000387662	inhibition	inhibition	t	957
CIDm51031035	9606.ENSP00000270202	inhibition	inhibition	t	957
9606.ENSP00000355645	CIDm00000762	activation	activation	t	900
CIDm00000762	9606.ENSP00000355645	activation	activation	f	900
9606.ENSP00000325120	CIDs00235905	activation	activation	f	958
CIDs00235905	9606.ENSP00000325120	activation	activation	t	958
9606.ENSP00000287936	CIDs00054454	inhibition	inhibition	f	999
CIDs00054454	9606.ENSP00000287936	inhibition	inhibition	t	999
CIDm00001805	9606.ENSP00000349252	inhibition	inhibition	t	957
9606.ENSP00000356438	CIDm00002244	inhibition	inhibition	f	999
CIDm00002244	9606.ENSP00000356438	inhibition	inhibition	t	999
9606.ENSP00000290219	CIDs00005957	inhibition	inhibition	t	900
CIDs00005957	9606.ENSP00000290219	inhibition	inhibition	f	900
9606.ENSP00000371985	CIDm00004485	inhibition	inhibition	f	991
CIDm00004485	9606.ENSP00000371985	inhibition	inhibition	t	991
9606.ENSP00000417052	CIDs00164906	binding	inhibition	f	989
CIDs00164906	9606.ENSP00000417052	binding	inhibition	t	989
9606.ENSP00000377040	CIDm00011009	binding	inhibition	f	900
CIDm00011009	9606.ENSP00000377040	binding	inhibition	t	900
CIDs00004829	9606.ENSP00000265986	activation	activation	t	990
9606.ENSP00000337056	CIDm00000197	inhibition	inhibition	t	900
CIDm00000197	9606.ENSP00000337056	inhibition	inhibition	f	900
CIDm00061672	9606.ENSP00000356346	inhibition	inhibition	t	957
9606.ENSP00000358867	CIDs00005957	inhibition	inhibition	t	900
CIDs00005957	9606.ENSP00000358867	inhibition	inhibition	f	900
CIDm00005040	9606.ENSP00000349959	inhibition	inhibition	t	957
9606.ENSP00000259455	CIDs00002284	activation	activation	f	958
CIDs00002284	9606.ENSP00000259455	activation	activation	t	958
9606.ENSP00000259455	CIDs00002284	binding	activation	f	991
CIDs00002284	9606.ENSP00000259455	binding	activation	t	991
9606.ENSP00000307766	CIDm03654103	binding	activation	f	991
CIDm03654103	9606.ENSP00000307766	binding	activation	t	991
9606.ENSP00000369375	CIDm03081361	inhibition	inhibition	f	998
CIDm03081361	9606.ENSP00000369375	inhibition	inhibition	t	998
CIDm00165217	9606.ENSP00000363458	activation	activation	f	989
CIDs00002585	9606.ENSP00000225964	inhibition	inhibition	t	990
9606.ENSP00000332659	CIDm00444151	binding	activation	f	991
CIDm00444151	9606.ENSP00000332659	binding	activation	t	991
9606.ENSP00000356438	CIDm00002662	inhibition	inhibition	f	999
CIDm00002662	9606.ENSP00000356438	inhibition	inhibition	t	999
9606.ENSP00000297494	CIDs00445154	activation	activation	f	928
CIDs00445154	9606.ENSP00000297494	activation	activation	t	928
9606.ENSP00000387281	CIDs00072286	inhibition	inhibition	f	958
CIDs00072286	9606.ENSP00000387281	inhibition	inhibition	t	958
9606.ENSP00000254066	CIDs00449171	activation	activation	f	999
CIDs00449171	9606.ENSP00000254066	activation	activation	t	999
9606.ENSP00000394624	CIDs00010100	activation	activation	f	958
CIDs00010100	9606.ENSP00000394624	activation	activation	t	958
9606.ENSP00000304501	CIDs00122170	binding	activation	f	958
CIDs00122170	9606.ENSP00000304501	binding	activation	t	958
CIDm00002735	9606.ENSP00000282091	activation	activation	t	957
CIDm00002735	9606.ENSP00000282091	inhibition	inhibition	t	999
9606.ENSP00000316244	CIDm00004585	inhibition	inhibition	f	998
CIDm00004585	9606.ENSP00000316244	inhibition	inhibition	t	998
9606.ENSP00000358595	CIDs00022069	activation	activation	t	900
CIDs00022069	9606.ENSP00000358595	activation	activation	f	900
CIDm00002130	9606.ENSP00000306245	activation	activation	t	998
9606.ENSP00000366506	CIDs05311293	binding	activation	f	998
CIDs05311293	9606.ENSP00000366506	binding	activation	t	998
CIDs06610273	9606.ENSP00000257572	activation	activation	t	957
CIDm00000699	9606.ENSP00000291527	activation	activation	t	957
CIDs00104741	9606.ENSP00000304845	activation	activation	t	998
CIDs00003007	9606.ENSP00000282561	activation	activation	t	957
CIDs00036314	9606.ENSP00000311032	activation	activation	t	999
CIDs00000264	9606.ENSP00000227507	inhibition	inhibition	t	990
9606.ENSP00000337949	CIDm00071360	inhibition	inhibition	f	958
CIDm00071360	9606.ENSP00000337949	inhibition	inhibition	t	958
9606.ENSP00000309572	CIDs00014888	inhibition	inhibition	f	907
CIDs00014888	9606.ENSP00000309572	inhibition	inhibition	t	907
CIDs09543705	9606.ENSP00000263431	activation	activation	t	999
9606.ENSP00000336764	CIDm06324645	binding	activation	f	991
CIDm06324645	9606.ENSP00000336764	binding	activation	t	991
9606.ENSP00000342793	CIDs05281969	activation	activation	t	900
CIDs05281969	9606.ENSP00000342793	activation	activation	f	900
CIDm00003973	9606.ENSP00000360266	inhibition	inhibition	t	957
9606.ENSP00000306490	CIDm00005568	inhibition	inhibition	f	991
CIDm00005568	9606.ENSP00000306490	inhibition	inhibition	t	991
CIDm00065238	9606.ENSP00000206249	inhibition	inhibition	t	957
9606.ENSP00000336630	CIDs00100022	binding	activation	f	998
CIDs00100022	9606.ENSP00000336630	binding	activation	t	998
CIDs00439804	9606.ENSP00000276431	activation	activation	t	998
CIDs00002770	9606.ENSP00000307252	activation	activation	t	957
9606.ENSP00000302895	CIDm00000762	activation	activation	t	900
CIDm00000762	9606.ENSP00000302895	activation	activation	f	900
9606.ENSP00000246914	CIDm00000238	activation	activation	t	900
CIDm00000238	9606.ENSP00000246914	activation	activation	f	900
9606.ENSP00000368927	CIDs00005957	activation	activation	f	900
CIDs00005957	9606.ENSP00000368927	activation	activation	t	900
9606.ENSP00000407818	CIDs00004973	inhibition	inhibition	f	900
CIDs00004973	9606.ENSP00000407818	inhibition	inhibition	t	900
CIDs00003446	9606.ENSP00000325663	inhibition	inhibition	t	957
CIDs00031703	9606.ENSP00000306512	activation	activation	t	957
CIDm00000197	9606.ENSP00000227451	inhibition	inhibition	f	989
CIDs00454217	9606.ENSP00000362361	activation	activation	t	957
9606.ENSP00000308549	CIDs00114854	binding	activation	f	998
CIDs00114854	9606.ENSP00000308549	binding	activation	t	998
CIDm00001023	9606.ENSP00000286355	inhibition	inhibition	f	989
9606.ENSP00000319984	CIDm00006834	inhibition	inhibition	f	958
CIDm00006834	9606.ENSP00000319984	inhibition	inhibition	t	958
9606.ENSP00000386069	CIDs00213046	inhibition	inhibition	f	958
CIDs00213046	9606.ENSP00000386069	inhibition	inhibition	t	958
CIDs00068870	9606.ENSP00000367959	activation	activation	t	957
CIDs00445639	9606.ENSP00000337103	activation	activation	t	957
CIDm00003016	9606.ENSP00000359635	activation	activation	t	957
9606.ENSP00000304767	CIDm00000238	binding	activation	f	991
CIDm00000238	9606.ENSP00000304767	binding	activation	t	991
CIDs00387447	9606.ENSP00000263464	inhibition	inhibition	t	957
9606.ENSP00000336630	CIDs00060961	activation	activation	f	991
CIDs00060961	9606.ENSP00000336630	activation	activation	t	991
CIDs00644241	9606.ENSP00000337773	inhibition	inhibition	t	957
9606.ENSP00000307766	CIDm00001220	binding	activation	f	991
CIDm00001220	9606.ENSP00000307766	binding	activation	t	991
9606.ENSP00000313661	CIDm00005078	activation	activation	f	991
CIDm00005078	9606.ENSP00000313661	activation	activation	t	991
9606.ENSP00000313661	CIDm00005078	binding	activation	f	991
CIDm00005078	9606.ENSP00000313661	binding	activation	t	991
9606.ENSP00000380247	CIDm00087653	binding	activation	f	998
CIDm00087653	9606.ENSP00000380247	binding	activation	t	998
CIDs06610273	9606.ENSP00000377409	inhibition	inhibition	t	998
CIDm00004737	9606.ENSP00000306245	activation	activation	t	957
CIDm00002767	9606.ENSP00000447803	activation	activation	t	957
CIDm00516475	9606.ENSP00000011653	inhibition	inhibition	t	957
CIDm00002767	9606.ENSP00000351908	activation	activation	t	957
CIDm06914657	9606.ENSP00000441691	inhibition	inhibition	t	957
9606.ENSP00000307445	CIDs05283156	binding	activation	f	998
CIDs05283156	9606.ENSP00000307445	binding	activation	t	998
9606.ENSP00000363512	CIDm00000923	inhibition	inhibition	f	958
CIDm00000923	9606.ENSP00000363512	inhibition	inhibition	t	958
CIDm00005040	9606.ENSP00000261937	inhibition	inhibition	t	957
9606.ENSP00000306138	CIDs00040539	binding	activation	f	991
CIDs00040539	9606.ENSP00000306138	binding	activation	t	991
CIDs05283560	9606.ENSP00000356438	activation	activation	t	957
9606.ENSP00000242057	CIDm00004497	activation	activation	f	958
CIDm00004497	9606.ENSP00000242057	activation	activation	t	958
9606.ENSP00000320025	CIDm00003784	inhibition	inhibition	f	958
CIDm00003784	9606.ENSP00000320025	inhibition	inhibition	t	958
9606.ENSP00000303211	CIDm00004939	inhibition	inhibition	f	938
CIDm00004939	9606.ENSP00000303211	inhibition	inhibition	t	938
9606.ENSP00000368572	CIDm00004282	binding	inhibition	f	900
CIDm00004282	9606.ENSP00000368572	binding	inhibition	t	900
9606.ENSP00000003100	CIDs00005482	inhibition	inhibition	f	991
CIDs00005482	9606.ENSP00000003100	inhibition	inhibition	t	991
9606.ENSP00000343782	CIDm00000951	activation	activation	f	991
CIDm00000951	9606.ENSP00000343782	activation	activation	t	991
9606.ENSP00000343782	CIDm00000951	binding	activation	f	998
CIDm00000951	9606.ENSP00000343782	binding	activation	t	998
9606.ENSP00000303424	CIDm00119304	binding	activation	f	991
CIDm00119304	9606.ENSP00000303424	binding	activation	t	991
CIDm00000544	9606.ENSP00000360025	activation	activation	t	957
9606.ENSP00000312673	CIDs00005957	activation	activation	t	900
CIDs00005957	9606.ENSP00000312673	activation	activation	f	900
9606.ENSP00000334100	CIDs00006830	activation	activation	f	999
CIDs00006830	9606.ENSP00000334100	activation	activation	t	999
9606.ENSP00000337949	CIDs00060809	binding	activation	f	991
CIDs00060809	9606.ENSP00000337949	binding	activation	t	991
9606.ENSP00000235628	CIDm00000762	binding	activation	f	900
CIDm00000762	9606.ENSP00000235628	binding	activation	t	900
CIDm02779853	9606.ENSP00000264657	inhibition	inhibition	t	990
CIDs00005757	9606.ENSP00000267843	activation	activation	t	999
CIDm00005173	9606.ENSP00000376943	activation	activation	t	957
9606.ENSP00000380247	CIDm00005073	inhibition	inhibition	f	991
CIDm00005073	9606.ENSP00000380247	inhibition	inhibition	t	991
CIDs00004091	9606.ENSP00000362570	activation	activation	t	957
9606.ENSP00000366488	CIDm00000274	activation	activation	f	999
CIDm00000274	9606.ENSP00000366488	activation	activation	t	999
9606.ENSP00000394624	CIDm00119303	binding	activation	f	998
CIDm00119303	9606.ENSP00000394624	binding	activation	t	998
CIDm00002390	9606.ENSP00000264657	inhibition	inhibition	t	990
CIDm00001310	9606.ENSP00000358622	activation	activation	t	957
CIDs00001104	9606.ENSP00000341189	activation	activation	t	957
CIDs00000772	9606.ENSP00000302150	activation	activation	t	957
CIDm05280863	9606.ENSP00000219070	inhibition	inhibition	t	998
9606.ENSP00000381339	CIDs00001023	inhibition	inhibition	t	900
CIDs00001023	9606.ENSP00000381339	inhibition	inhibition	f	900
9606.ENSP00000387662	CIDm00003210	activation	activation	f	900
CIDm00003210	9606.ENSP00000387662	activation	activation	t	900
CIDs05280453	9606.ENSP00000225831	inhibition	inhibition	t	957
9606.ENSP00000299022	CIDs00165217	activation	activation	t	900
CIDs00165217	9606.ENSP00000299022	activation	activation	f	900
9606.ENSP00000240662	CIDs03032285	inhibition	inhibition	f	958
CIDs03032285	9606.ENSP00000240662	inhibition	inhibition	t	958
CIDs05280961	9606.ENSP00000216117	activation	activation	t	957
CIDs10282255	9606.ENSP00000464149	activation	activation	t	957
9606.ENSP00000349467	CIDs00005566	inhibition	inhibition	f	991
CIDs00005566	9606.ENSP00000349467	inhibition	inhibition	t	991
9606.ENSP00000272298	CIDs00002218	inhibition	inhibition	f	991
CIDs00002218	9606.ENSP00000272298	inhibition	inhibition	t	991
CIDs24755481	9606.ENSP00000384651	binding	activation	t	989
CIDs05280335	9606.ENSP00000263431	inhibition	inhibition	t	957
9606.ENSP00000262888	CIDm00004189	inhibition	inhibition	f	991
CIDm00004189	9606.ENSP00000262888	inhibition	inhibition	t	991
CIDm00005376	9606.ENSP00000343925	activation	activation	t	957
9606.ENSP00000250151	CIDs00006076	activation	activation	f	900
CIDs00006076	9606.ENSP00000250151	activation	activation	t	900
9606.ENSP00000307259	CIDs00054786	binding	activation	f	991
CIDs00054786	9606.ENSP00000307259	binding	activation	t	991
CIDs00000784	9606.ENSP00000373298	activation	activation	t	999
CIDm00000238	9606.ENSP00000360060	inhibition	inhibition	f	998
9606.ENSP00000363822	CIDs00068873	inhibition	inhibition	f	958
CIDs00068873	9606.ENSP00000363822	inhibition	inhibition	t	958
9606.ENSP00000261170	CIDm16158207	activation	activation	f	991
CIDm16158207	9606.ENSP00000261170	activation	activation	t	991
CIDm00003640	9606.ENSP00000312652	activation	activation	t	998
9606.ENSP00000385026	CIDs00002551	activation	activation	f	958
CIDs00002551	9606.ENSP00000385026	activation	activation	t	958
9606.ENSP00000268695	CIDm00001003	binding	inhibition	f	989
CIDm00001003	9606.ENSP00000268695	binding	inhibition	t	989
CIDm00001690	9606.ENSP00000276431	activation	activation	t	990
9606.ENSP00000307156	CIDs00008977	activation	activation	t	900
CIDs00008977	9606.ENSP00000307156	activation	activation	f	900
9606.ENSP00000438949	CIDm00004497	inhibition	inhibition	f	958
CIDm00004497	9606.ENSP00000438949	inhibition	inhibition	t	958
CIDm09811606	9606.ENSP00000272233	activation	activation	t	957
9606.ENSP00000338072	CIDm00158348	inhibition	inhibition	f	998
CIDm00158348	9606.ENSP00000338072	inhibition	inhibition	t	998
9606.ENSP00000410294	CIDm24826799	inhibition	inhibition	f	999
CIDm24826799	9606.ENSP00000410294	inhibition	inhibition	t	999
CIDs00444795	9606.ENSP00000282091	inhibition	inhibition	t	957
CIDm00003961	9606.ENSP00000366797	inhibition	inhibition	t	957
9606.ENSP00000385045	CIDs00448537	activation	activation	f	900
CIDs00448537	9606.ENSP00000385045	activation	activation	t	900
CIDs00383413	9606.ENSP00000275525	activation	activation	t	999
9606.ENSP00000303424	CIDs06473773	binding	activation	f	991
CIDs06473773	9606.ENSP00000303424	binding	activation	t	991
CIDs05281239	9606.ENSP00000262999	activation	activation	t	999
9606.ENSP00000316244	CIDm00006077	inhibition	inhibition	f	991
CIDm00006077	9606.ENSP00000316244	inhibition	inhibition	t	991
9606.ENSP00000371067	CIDs25126797	inhibition	inhibition	f	999
CIDs25126797	9606.ENSP00000371067	inhibition	inhibition	t	999
9606.ENSP00000263269	CIDs00004601	inhibition	inhibition	f	958
CIDs00004601	9606.ENSP00000263269	inhibition	inhibition	t	958
CIDs00008977	9606.ENSP00000327583	activation	activation	f	999
9606.ENSP00000260630	CIDm00119057	inhibition	inhibition	f	907
CIDm00119057	9606.ENSP00000260630	inhibition	inhibition	t	907
9606.ENSP00000347689	CIDs00449193	inhibition	inhibition	f	938
CIDs00449193	9606.ENSP00000347689	inhibition	inhibition	t	938
CIDm00002538	9606.ENSP00000354522	inhibition	inhibition	t	999
CIDs00003339	9606.ENSP00000260950	inhibition	inhibition	t	957
9606.ENSP00000305372	CIDs00002995	inhibition	inhibition	f	998
CIDs00002995	9606.ENSP00000305372	inhibition	inhibition	t	998
CIDm00001287	9606.ENSP00000264657	inhibition	inhibition	t	957
9606.ENSP00000299847	CIDm00008271	inhibition	inhibition	f	958
CIDm00008271	9606.ENSP00000299847	inhibition	inhibition	t	958
9606.ENSP00000262623	CIDs00005029	inhibition	inhibition	f	998
CIDs00005029	9606.ENSP00000262623	inhibition	inhibition	t	998
9606.ENSP00000367959	CIDm25137855	inhibition	inhibition	f	991
CIDm25137855	9606.ENSP00000367959	inhibition	inhibition	t	991
CIDs09949212	9606.ENSP00000290866	inhibition	inhibition	t	998
9606.ENSP00000340944	CIDs00008977	activation	activation	t	900
CIDs00008977	9606.ENSP00000340944	activation	activation	f	900
CIDs00448537	9606.ENSP00000398698	activation	activation	t	990
CIDs00006013	9606.ENSP00000302665	activation	activation	t	999
9606.ENSP00000319984	CIDm11228026	inhibition	inhibition	f	958
CIDm11228026	9606.ENSP00000319984	inhibition	inhibition	t	958
9606.ENSP00000354347	CIDm00000314	binding	inhibition	f	900
CIDm00000314	9606.ENSP00000354347	binding	inhibition	t	900
9606.ENSP00000361405	CIDs05281767	inhibition	inhibition	f	907
CIDs05281767	9606.ENSP00000361405	inhibition	inhibition	t	907
9606.ENSP00000272298	CIDs00004927	inhibition	inhibition	f	991
CIDs00004927	9606.ENSP00000272298	inhibition	inhibition	t	991
9606.ENSP00000341938	CIDm00000925	inhibition	inhibition	t	900
CIDm00000925	9606.ENSP00000341938	inhibition	inhibition	f	900
CIDs00011009	9606.ENSP00000285930	inhibition	inhibition	t	957
9606.ENSP00000306490	CIDs00072286	inhibition	inhibition	f	958
CIDs00072286	9606.ENSP00000306490	inhibition	inhibition	t	958
9606.ENSP00000222002	CIDs00444899	activation	activation	f	900
CIDs00444899	9606.ENSP00000222002	activation	activation	t	900
9606.ENSP00000356438	CIDs23690938	inhibition	inhibition	f	998
CIDs23690938	9606.ENSP00000356438	inhibition	inhibition	t	998
CIDs00124236	9606.ENSP00000266970	inhibition	inhibition	t	957
CIDm00072271	9606.ENSP00000244741	activation	activation	t	990
CIDs53779047	9606.ENSP00000282091	inhibition	inhibition	t	990
CIDs00000271	9606.ENSP00000297373	binding	activation	t	989
CIDm00003054	9606.ENSP00000290167	activation	activation	t	999
CIDm00002796	9606.ENSP00000362329	activation	activation	t	957
9606.ENSP00000297494	CIDs00091469	activation	activation	f	907
CIDs00091469	9606.ENSP00000297494	activation	activation	t	907
9606.ENSP00000363596	CIDs00644019	binding	activation	f	991
CIDs00644019	9606.ENSP00000363596	binding	activation	t	991
9606.ENSP00000362401	CIDm00004248	inhibition	inhibition	f	998
CIDm00004248	9606.ENSP00000362401	inhibition	inhibition	t	998
9606.ENSP00000362401	CIDm00004248	binding	inhibition	f	958
CIDm00004248	9606.ENSP00000362401	binding	inhibition	t	958
9606.ENSP00000397026	CIDs03000715	inhibition	inhibition	f	958
CIDs03000715	9606.ENSP00000397026	inhibition	inhibition	t	958
9606.ENSP00000260630	CIDm00010212	inhibition	inhibition	f	907
CIDm00010212	9606.ENSP00000260630	inhibition	inhibition	t	907
9606.ENSP00000299178	CIDs11979316	binding	activation	f	998
CIDs11979316	9606.ENSP00000299178	binding	activation	t	998
9606.ENSP00000264426	CIDs00005193	inhibition	inhibition	f	958
CIDs00005193	9606.ENSP00000264426	inhibition	inhibition	t	958
CIDs00104806	9606.ENSP00000297494	inhibition	inhibition	t	999
9606.ENSP00000394624	CIDs00003345	activation	activation	f	998
CIDs00003345	9606.ENSP00000394624	activation	activation	t	998
CIDs00031401	9606.ENSP00000263817	activation	activation	t	957
CIDm00000702	9606.ENSP00000233242	activation	activation	t	990
9606.ENSP00000356438	CIDs00005508	inhibition	inhibition	f	998
CIDs00005508	9606.ENSP00000356438	inhibition	inhibition	t	998
CIDs09930048	9606.ENSP00000362328	activation	activation	t	957
CIDs00005311	9606.ENSP00000363822	inhibition	inhibition	t	957
9606.ENSP00000364016	CIDm11556711	inhibition	inhibition	f	958
CIDm11556711	9606.ENSP00000364016	inhibition	inhibition	t	958
CIDs00002160	9606.ENSP00000371985	inhibition	inhibition	t	957
CIDs00036314	9606.ENSP00000378699	activation	activation	t	999
9606.ENSP00000280155	CIDm00004184	inhibition	inhibition	f	958
CIDm00004184	9606.ENSP00000280155	inhibition	inhibition	t	958
CIDs05280443	9606.ENSP00000338018	inhibition	inhibition	t	990
9606.ENSP00000263980	CIDm00016230	inhibition	inhibition	f	991
CIDm00016230	9606.ENSP00000263980	inhibition	inhibition	t	991
CIDm00442783	9606.ENSP00000356438	inhibition	inhibition	t	999
9606.ENSP00000378890	CIDm00000283	inhibition	inhibition	t	900
CIDm00000283	9606.ENSP00000378890	inhibition	inhibition	f	900
9606.ENSP00000264634	CIDs00006022	activation	activation	t	900
CIDs00006022	9606.ENSP00000264634	activation	activation	f	900
9606.ENSP00000368766	CIDs00439260	activation	activation	f	991
CIDs00439260	9606.ENSP00000368766	activation	activation	t	991
CIDm00002767	9606.ENSP00000340409	activation	activation	t	998
9606.ENSP00000331288	CIDm11169859	activation	activation	f	900
CIDm11169859	9606.ENSP00000331288	activation	activation	t	900
CIDm00003385	9606.ENSP00000355759	activation	activation	t	957
9606.ENSP00000369960	CIDs00004184	inhibition	inhibition	f	958
CIDs00004184	9606.ENSP00000369960	inhibition	inhibition	t	958
CIDs00036314	9606.ENSP00000305651	activation	activation	t	957
9606.ENSP00000376914	CIDs00042113	inhibition	inhibition	f	958
CIDs00042113	9606.ENSP00000376914	inhibition	inhibition	t	958
CIDm00003386	9606.ENSP00000364252	activation	activation	t	957
9606.ENSP00000262186	CIDm00071329	inhibition	inhibition	f	997
CIDm00071329	9606.ENSP00000262186	inhibition	inhibition	t	997
CIDm00073592	9606.ENSP00000343040	inhibition	inhibition	t	990
CIDs00005538	9606.ENSP00000428924	activation	activation	t	957
9606.ENSP00000371236	CIDm00060843	inhibition	inhibition	f	958
CIDm00060843	9606.ENSP00000371236	inhibition	inhibition	t	958
CIDs00441314	9606.ENSP00000387662	activation	activation	t	957
CIDm05280445	9606.ENSP00000391826	inhibition	inhibition	t	998
9606.ENSP00000354347	CIDs00006131	binding	inhibition	f	900
CIDs00006131	9606.ENSP00000354347	binding	inhibition	t	900
9606.ENSP00000245457	CIDs05311223	binding	activation	f	998
CIDs05311223	9606.ENSP00000245457	binding	activation	t	998
9606.ENSP00000255380	CIDs00027350	inhibition	inhibition	f	991
CIDs00027350	9606.ENSP00000255380	inhibition	inhibition	t	991
CIDm00001912	9606.ENSP00000264938	inhibition	inhibition	t	998
CIDs00446220	9606.ENSP00000370571	activation	activation	t	957
CIDs10282255	9606.ENSP00000269141	activation	activation	t	957
9606.ENSP00000332116	CIDm00005092	inhibition	inhibition	f	998
CIDm00005092	9606.ENSP00000332116	inhibition	inhibition	t	998
CIDs05280754	9606.ENSP00000226730	inhibition	inhibition	t	998
9606.ENSP00000387281	CIDm00005775	binding	inhibition	f	958
CIDm00005775	9606.ENSP00000387281	binding	inhibition	t	958
9606.ENSP00000311032	CIDs00222528	activation	activation	f	907
CIDs00222528	9606.ENSP00000311032	activation	activation	t	907
CIDs05280343	9606.ENSP00000260630	activation	activation	t	957
9606.ENSP00000349595	CIDm00000271	activation	activation	t	900
CIDm00000271	9606.ENSP00000349595	activation	activation	f	900
9606.ENSP00000263431	CIDm00000271	activation	activation	f	900
CIDm00000271	9606.ENSP00000263431	activation	activation	t	900
CIDs54732806	9606.ENSP00000252723	activation	activation	t	999
CIDs00446220	9606.ENSP00000358963	activation	activation	t	957
9606.ENSP00000305355	CIDs00008977	activation	activation	t	998
CIDs00008977	9606.ENSP00000305355	activation	activation	f	998
CIDm00002524	9606.ENSP00000250003	activation	activation	t	957
