source,sign,target
Metab__3962,-1,338
Metab__806,1,3708
Metab__238,-1,23038
Metab__10113978,-1,3815
Metab__3931,1,51129
Metab__5376,-1,10682
Metab__3559,-1,1813
Metab__3559,-1,1813
Metab__156326,-1,3363
Metab__271,1,2147
Metab__702,1,7157
Metab__2170,-1,9606.ENSP00000327652
Metab__5152,1,155
Metab__3396,-1,1813
Metab__5578,-1,1719
Metab__54690,-1,1800
Metab__271,1,9606.ENSP00000162023
Metab__303,-1,1581
Metab__3931,1,3158
Metab__4189,-1,1595
Metab__5202,1,3355
Metab__985,1,23179
Metab__10531,1,3357
Metab__5881,-1,2539
Metab__745,-1,2098
Metab__5360515,1,5443
Metab__3696,-1,6530
Metab__82320,1,9606.ENSP00000262888
Metab__446284,1,19
Metab__148121,-1,1719
Metab__4908,-1,4835
Metab__4205,-1,3359
Metab__68570,1,1548
Metab__5538,1,5916
Metab__5757,1,1548
Metab__271,1,10747
Metab__4585,-1,3359
Metab__3081361,-1,5753
Metab__520535,-1,54205
Metab__4788,-1,6514
Metab__16886,1,9606.ENSP00000394932
Metab__71360,-1,152
Metab__444899,1,2274
Metab__2676,1,255738
Metab__544,-1,7157
Metab__3209,1,376497
Metab__5578,-1,1719
Metab__838,1,152
Metab__838,1,152
Metab__3308,-1,5742
Metab__60662,-1,8912
Metab__1003,1,5631
Metab__4926,-1,146
Metab__5281,1,2641
Metab__24856436,-1,7465
Metab__706,-1,2224
Metab__5376,-1,2305
Metab__312145,-1,6517
Metab__5376,-1,10682
Metab__6830,1,9606.ENSP00000353564
Metab__5512,-1,1132
Metab__5957,1,1977
Metab__312,1,4988
Metab__6083,1,5571
Metab__3062316,-1,1956
Metab__445639,-1,9415
Metab__1444,1,5468
Metab__614,-1,384
Metab__6083,1,5565
Metab__1809,1,3363
Metab__702,-1,213
Metab__5372,-1,5534
Metab__762,-1,6616
Metab__2818,-1,1131
Metab__91613,1,3269
Metab__4513,-1,3274
Metab__4513,-1,3274
Metab__762,1,3838
Metab__5291,-1,25
Metab__2995,1,153
Metab__4168,1,3359
Metab__4366,-1,4846
Metab__2866,-1,1813
Metab__5591,-1,5054
Metab__5997,-1,255738
Metab__73148,1,207
Metab__5152,1,154
Metab__5152,1,154
Metab__444899,1,57761
Metab__5202,1,3354
Metab__3337,1,3356
Metab__2284,1,9568
Metab__2284,1,9568
Metab__2770,1,2067
Metab__5311023,-1,4852
Metab__231,1,1374
Metab__4271,-1,3614
Metab__5734,-1,765
Metab__36314,1,1576
Metab__985,1,5465
Metab__1049,1,1571
Metab__10547,-1,590
Metab__132059,1,9606.ENSP00000313661
Metab__1206,1,134864
Metab__1833,1,3360
Metab__274,1,7430
Metab__5280450,1,27242
Metab__5245,-1,2224
Metab__213046,-1,1813
Metab__860,1,3156
Metab__5234,1,5972
Metab__23994,1,836
Metab__985,1,2168
Metab__2162,-1,776
Metab__68570,1,3814
Metab__68570,-1,3814
Metab__3209,1,3992
Metab__274,1,6833
Metab__68740,1,836
Metab__5957,1,22953
Metab__158781,-1,185
Metab__158781,-1,185
Metab__5957,1,6189
Metab__3054,1,672
Metab__6083,1,53632
Metab__2443,1,9606.ENSP00000327652
Metab__2443,1,9606.ENSP00000327652
Metab__702,-1,4843
Metab__9853053,-1,4547
Metab__4946,-1,155
Metab__4946,-1,155
Metab__65999,1,5468
Metab__3696,1,3350
Metab__238,1,1080
Metab__1548943,1,5599
Metab__5312125,-1,148
Metab__1023,-1,9606.ENSP00000354238
Metab__4282,1,6303
Metab__4507,-1,775
Metab__2552,-1,5737
Metab__3365,1,1038
Metab__104795,1,135
Metab__8977,1,2746
Metab__5056,-1,6774
Metab__4543,-1,6532
Metab__6500,-1,43
Metab__5717,-1,10800
Metab__5717,-1,10800
Metab__2769,-1,3757
Metab__448537,1,2957
Metab__450,1,5241
Metab__888,1,5287
Metab__221493,1,9971
Metab__5997,1,4846
Metab__1645,-1,142
Metab__3034010,-1,5406
Metab__1444,1,5465
Metab__44632017,-1,1660
Metab__402,1,8989
Metab__2514,-1,23498
Metab__8223,1,9606.ENSP00000387281
Metab__6830,1,5290
Metab__41693,1,4985
Metab__951,1,9606.ENSP00000387281
Metab__951,1,9606.ENSP00000387281
Metab__156418,1,846
Metab__156418,1,846
Metab__5284603,1,4985
Metab__23931,-1,2878
Metab__3385,-1,7298
Metab__1220,1,3357
Metab__4212,1,9429
Metab__4594,-1,495
Metab__231,1,2168
Metab__271,1,112
Metab__2019,-1,3569
Metab__1730,-1,5860
Metab__2471,-1,57468
Metab__4158,-1,6531
Metab__2524,1,251
Metab__2826,1,5443
Metab__446284,1,2180
Metab__271,1,2157
Metab__16130961,1,6754
Metab__2170,-1,3363
Metab__238,1,3569
Metab__5493444,1,5972
Metab__5493444,-1,5972
Metab__216239,-1,5159
Metab__72466,1,1490
Metab__5957,1,3646
Metab__3671,-1,3553
Metab__60843,-1,1719
Metab__37542,-1,3614
Metab__66535,1,5568
Metab__63062,1,2099
Metab__3158,-1,3358
Metab__2519,1,1544
Metab__77998,1,9606.ENSP00000309757
Metab__5280795,1,51150
Metab__65064,-1,7276
Metab__3343,1,154
Metab__3343,1,154
Metab__3394,-1,5743
Metab__4829,1,1050
Metab__129806,1,4846
Metab__3034010,-1,2194
Metab__762,1,55763
Metab__723,-1,3269
Metab__47811,1,1814
Metab__5757,1,2475
Metab__216239,-1,5594
Metab__5734,-1,9606.ENSP00000256119
Metab__91736,-1,1636
Metab__5487,1,152
Metab__151171,-1,554
Metab__151171,-1,554
Metab__440038,1,3075
Metab__444030,-1,1129
Metab__27991,1,7450
Metab__888,1,1738
Metab__11163584,-1,1803
Metab__9812414,-1,2588
Metab__238,1,6209
Metab__5957,1,5025
Metab__1809,1,3358
Metab__59708,1,9900
Metab__5280343,-1,5743
Metab__860,1,4800
Metab__9960432,1,886
Metab__145068,1,2984
Metab__304,1,19
Metab__4367,-1,4846
Metab__10163178,-1,1956
Metab__3914,-1,153
Metab__3931,1,4862
Metab__3386,1,627
Metab__2803,1,146
Metab__5280878,1,10800
Metab__3715,-1,9606.ENSP00000265023
Metab__5352062,1,5243
Metab__104742,1,4988
Metab__5757,1,3814
Metab__5757,-1,3814
Metab__5280343,-1,1558
Metab__231,1,7296
Metab__23725625,-1,142
Metab__4609,1,6714
Metab__5022,1,134
Metab__448537,1,2908
Metab__762,1,10640
Metab__784,1,7295
Metab__4946,-1,5972
Metab__3209,1,183
Metab__4585,-1,1816
Metab__4724,-1,3350
Metab__71348,1,6752
Metab__3488,-1,1080
Metab__5957,1,2260
Metab__450,1,1548
Metab__5213,1,7157
Metab__1547,1,134
Metab__4080,1,2099
Metab__5056,1,23408
Metab__5281767,-1,4318
Metab__60853,-1,150
Metab__5280450,1,211
Metab__271,1,4205
Metab__3001055,-1,3274
Metab__3001055,-1,3274
Metab__16362,-1,1813
Metab__3158,-1,3356
Metab__3668,1,136
Metab__104929,-1,887
Metab__5280934,1,3157
Metab__985,1,4800
Metab__24964624,-1,207
Metab__6305,-1,10352
Metab__5566,-1,1718
Metab__11947681,1,4881
Metab__5452,-1,3757
Metab__2797,1,5468
Metab__5381226,-1,28234
Metab__24826799,-1,25
Metab__130881,-1,185
Metab__4495,-1,5743
Metab__4976,-1,6530
Metab__31728,1,154
Metab__31728,1,154
Metab__24771867,-1,6790
Metab__39042,1,5054
Metab__4666,-1,81027
Metab__5202,1,3351
Metab__176155,-1,1432
Metab__2514,1,2099
Metab__4927,-1,1128
Metab__2915,-1,9606.ENSP00000229416
Metab__5957,1,6194
Metab__5328940,-1,10746
Metab__76,1,5465
Metab__24771867,-1,6790
Metab__60834,-1,6531
Metab__3893,1,2695
Metab__31100,1,3351
Metab__24826799,-1,3932
Metab__772,1,9606.ENSP00000309757
Metab__107985,-1,5743
Metab__10113978,-1,5159
Metab__44632017,-1,1660
Metab__2720,1,5972
Metab__4920,1,2099
Metab__4920,1,2166
Metab__5689,1,1269
Metab__5195,-1,4129
Metab__3310,1,7157
Metab__60853,-1,1816
Metab__888,1,5805
Metab__208908,-1,2064
Metab__271,1,5581
Metab__4973,-1,83401
Metab__2818,1,2353
Metab__104895,1,1268
Metab__2088,-1,4313
Metab__4973,-1,4862
Metab__32518,-1,10682
Metab__5452,-1,3356
Metab__784,1,2353
Metab__2833,-1,1103
Metab__5957,-1,3416
Metab__860,1,3157
Metab__2256,1,9606.ENSP00000260433
Metab__49381,1,1816
Metab__774,1,3274
Metab__774,1,3274
Metab__3779,1,5972
Metab__3869,-1,147
Metab__137,1,210
Metab__5056,1,836
Metab__4745,1,9606.ENSP00000387281
Metab__5566,-1,6275
Metab__2520,-1,779
Metab__951,1,147
Metab__5862,-1,883
Metab__3517,1,150
Metab__838,1,1392
Metab__3038,-1,9606.ENSP00000256119
Metab__271,-1,2986
Metab__772,1,2247
Metab__5591,-1,2030
Metab__1547,1,135
Metab__64627,-1,134
Metab__60795,1,9606.ENSP00000327652
Metab__60795,-1,9606.ENSP00000327652
Metab__1809,1,3362
Metab__238,1,6194
Metab__985,1,4802
Metab__5291,-1,5979
Metab__544,1,5743
Metab__110635,-1,50940
Metab__24812758,-1,6527
Metab__57537,1,9606.ENSP00000327652
Metab__5280343,-1,5294
Metab__2301,-1,3576
Metab__5280445,-1,3725
Metab__450,1,9606.ENSP00000260433
Metab__271,1,5257
Metab__3461,1,1956
Metab__3461,-1,1956
Metab__5284373,-1,4775
Metab__2750,1,5468
Metab__383413,-1,3479
Metab__2165,-1,3176
Metab__2165,-1,3176
Metab__445354,-1,1499
Metab__1220,1,9606.ENSP00000313661
Metab__3746,-1,1129
Metab__3746,-1,1129
Metab__706,1,4598
Metab__5280450,1,4801
Metab__5210,-1,6530
Metab__2764,-1,7153
Metab__421610,-1,2735
Metab__4205,-1,3356
Metab__3784,-1,776
Metab__448537,1,9687
Metab__2818,-1,9606.ENSP00000313661
Metab__2818,1,9606.ENSP00000313661
Metab__6830,1,5030
Metab__6169,-1,9606.ENSP00000387281
Metab__5691,-1,6517
Metab__108166,-1,6869
Metab__5311,-1,3065
Metab__784,1,2309
Metab__3744,-1,883
Metab__312,1,183
Metab__156326,-1,3356
Metab__1150,1,3363
Metab__5212,-1,8654
Metab__7847,1,4323
Metab__216239,-1,207
Metab__60662,-1,8913
Metab__14676,-1,3269
Metab__5281708,1,4846
Metab__107772,1,4988
Metab__444899,1,50486
Metab__4745,1,1815
Metab__119574,1,3360
Metab__4543,-1,1133
Metab__104865,-1,1909
Metab__104865,-1,1909
Metab__6212,-1,3757
Metab__238,1,6188
Metab__253602,1,5599
Metab__2170,-1,3362
Metab__860,1,4801
Metab__271,1,5879
Metab__5280934,1,57761
Metab__119192,1,23620
Metab__169,1,56413
Metab__3463,1,5465
Metab__3209,1,2180
Metab__2519,1,836
Metab__271,1,5336
Metab__5538,1,3684
Metab__28486,1,1499
Metab__104974,-1,6865
Metab__104974,-1,6865
Metab__2548,1,7157
Metab__3961,-1,185
Metab__3961,-1,185
Metab__41376,1,59340
Metab__19001,-1,9394
Metab__23994,-1,130013
Metab__2244,-1,4318
Metab__271,1,3066
Metab__3209,1,27063
Metab__51353551,1,886
Metab__60858,-1,3356
Metab__5358,1,3350
Metab__5152,1,153
Metab__5202,1,3350
Metab__5645,1,1646
Metab__5645,-1,1646
Metab__8515,-1,5601
Metab__10113978,-1,5159
Metab__5284570,1,4988
Metab__216239,-1,2322
Metab__24826799,-1,3791
Metab__148842,-1,147
Metab__3696,-1,6532
Metab__3937,-1,59272
Metab__3025944,-1,4255
Metab__62064,1,3358
Metab__2512,1,9606.ENSP00000327652
Metab__206,1,2645
Metab__271,1,5836
Metab__271,1,5836
Metab__4629,1,1129
Metab__71308609,-1,1978
Metab__3784,-1,779
Metab__5352,-1,5743
Metab__62156,1,4986
Metab__3696,-1,3363
Metab__5497196,1,2475
Metab__77998,1,6517
Metab__2244,-1,5743
Metab__5957,1,7341
Metab__450,-1,5020
Metab__36314,1,207
Metab__36314,-1,207
Metab__3033637,-1,3274
Metab__3033637,-1,3274
Metab__4495,-1,5743
Metab__5533,-1,3269
Metab__2685,-1,153
Metab__295,1,5140
Metab__54671203,-1,4313
Metab__3981,1,3361
Metab__2132,1,2629
Metab__2247,-1,3756
Metab__25476,1,183
Metab__47936,1,2778
Metab__4592,-1,1017
Metab__5095,1,1814
Metab__31100,1,3357
Metab__271,1,4638
Metab__5754,1,9606.ENSP00000309757
Metab__2435,1,152
Metab__2435,1,152
Metab__5376,1,2065
Metab__71360,-1,148
Metab__2230,1,1128
Metab__5732,1,9606.ENSP00000359334
Metab__66535,1,5575
Metab__2514,1,23236
Metab__1032,1,2641
Metab__2160,-1,1128
Metab__838,1,148
Metab__838,1,148
Metab__5097,-1,1017
Metab__6536,-1,1717
Metab__5645,-1,1581
Metab__9933475,-1,2321
Metab__5312830,1,51129
Metab__5284604,-1,4985
Metab__4312,-1,790
Metab__1060,-1,1738
Metab__389,1,222545
Metab__439284,1,2997
Metab__33032,1,2917
Metab__156413,-1,1956
Metab__104974,-1,6865
Metab__104974,-1,6865
Metab__104727,-1,5741
Metab__4745,1,3357
Metab__16362,-1,1813
Metab__114827,1,2912
Metab__803,-1,883
Metab__3007,1,3356
Metab__6440175,-1,3320
Metab__5593,-1,1132
Metab__4543,-1,3269
Metab__2726,1,1816
Metab__65014,-1,7852
Metab__65981,-1,6833
Metab__123631,-1,9429
Metab__5280450,1,5244
Metab__1858,1,4544
Metab__2733525,1,2065
Metab__107780,1,3354
Metab__784,1,3162
Metab__231,1,51129
Metab__5279,1,836
Metab__26721,1,4987
Metab__2552,1,5739
Metab__4091,1,2641
Metab__271,1,5580
Metab__2826,1,627
Metab__5122,-1,3350
Metab__888,1,55276
Metab__446284,1,3157
Metab__271,1,716
Metab__6010,1,367
Metab__1181,-1,2992
Metab__5382,1,9970
Metab__6013,1,2100
Metab__231,1,3158
Metab__271,1,5573
Metab__860,1,27063
Metab__128918,1,3350
Metab__2170,-1,1815
Metab__33625,-1,146
Metab__6918638,-1,3065
Metab__115114,1,2913
Metab__2585,-1,150
Metab__8515,-1,5599
Metab__3345,1,4988
Metab__6438330,-1,3265
Metab__31100,1,9606.ENSP00000327652
Metab__31100,1,9606.ENSP00000327652
Metab__3696,-1,148
Metab__60822,-1,7412
Metab__102614,1,2100
Metab__3158,-1,6530
Metab__6076,1,5568
Metab__5684,-1,3350
Metab__448537,1,27043
Metab__122172,1,5734
Metab__152306,1,2646
Metab__152306,-1,2646
Metab__5280373,-1,9606.ENSP00000260433
Metab__2369,-1,153
Metab__2369,-1,153
Metab__439520,1,9971
Metab__231,1,27063
Metab__4585,-1,3362
Metab__63090,1,1584
Metab__5311,-1,10013
Metab__6804,-1,2673
Metab__2691,1,135
Metab__91695,-1,3930
Metab__439456,1,5578
Metab__5195,-1,4129
Metab__1727,-1,3739
Metab__5280450,1,1374
Metab__702,1,836
Metab__4163,-1,3356
Metab__5280343,-1,5243
Metab__5408,1,2100
Metab__3083544,1,154
Metab__104842,-1,7150
Metab__44093,-1,4313
Metab__681,1,7054
Metab__2662,1,842
Metab__2818,-1,148
Metab__5002,-1,3363
Metab__122115,1,4986
Metab__2726,-1,3356
Metab__11404337,-1,4170
Metab__4946,-1,5972
Metab__2396,1,5578
Metab__9875401,-1,2159
Metab__4742,-1,1509
Metab__2333,-1,116085
Metab__11667893,-1,2321
Metab__1023,-1,56172
Metab__2170,-1,3357
Metab__888,-1,10157
Metab__2548,1,7442
Metab__2071,-1,2911
Metab__271,1,1385
Metab__5070,1,3776
Metab__5311025,1,6752
Metab__5591,1,5595
Metab__3767,1,1571
Metab__441071,-1,2617
Metab__16590,1,836
Metab__6439874,1,3565
Metab__5281035,1,1452
Metab__2866,-1,3356
Metab__41693,1,4988
Metab__41693,1,4988
Metab__3862,-1,6470
Metab__1690,1,5728
Metab__2585,-1,148
Metab__108150,-1,8856
Metab__125017,-1,6530
Metab__3821,-1,3356
Metab__888,1,10423
Metab__6503,-1,883
Metab__39562,1,207
Metab__208908,-1,207
Metab__273,-1,10157
Metab__4585,-1,9606.ENSP00000313661
Metab__123631,-1,1950
Metab__5372,-1,2280
Metab__445643,-1,5532
Metab__187,1,1132
Metab__5064,-1,3614
Metab__5497196,1,2475
Metab__2826,-1,4846
Metab__4829,1,2167
Metab__312145,-1,207
Metab__2092,-1,148
Metab__5815,1,148
Metab__5815,1,148
Metab__4927,-1,3356
Metab__77998,1,3952
Metab__77998,-1,3952
Metab__1287,-1,1786
Metab__3007,1,3356
Metab__271,1,5533
Metab__774,1,10316
Metab__4583,-1,7153
Metab__2244,1,5742
Metab__2244,-1,5742
Metab__13769,-1,9606.ENSP00000260433
Metab__439520,-1,1581
Metab__71485,1,2641
Metab__14888,-1,1786
Metab__3954,1,4986
Metab__3310,-1,7155
Metab__4100,-1,766
Metab__77998,1,7350
Metab__10282255,1,5582
Metab__274,1,5567
Metab__5291,-1,780
Metab__122077,-1,886
Metab__4106,-1,3355
Metab__446156,1,255738
Metab__4691,-1,6532
Metab__25201794,-1,1728
Metab__444030,-1,1128
Metab__21157,-1,2730
Metab__21157,-1,2730
Metab__6076,1,2147
Metab__6918537,1,2641
Metab__6918537,-1,2641
Metab__5280450,1,11010
Metab__16130961,1,6752
Metab__1242,1,9606.ENSP00000327652
Metab__444899,1,116519
Metab__1066,-1,130013
Metab__60846,-1,185
Metab__54891,-1,9606.ENSP00000464149
Metab__28486,1,627
Metab__231,1,5578
Metab__3931,1,57761
Metab__24826799,-1,2260
Metab__5280360,1,5733
Metab__4534,-1,1312
Metab__444795,1,3586
Metab__4634,-1,1131
Metab__2333,-1,116085
Metab__271,1,4137
Metab__271,-1,4137
Metab__4926,-1,148
Metab__5052,-1,9606.ENSP00000298472
Metab__644073,1,4988
Metab__896,1,3558
Metab__156326,-1,3269
Metab__5754,-1,3569
Metab__5001396,-1,79001
Metab__238,1,2197
Metab__31100,1,150
Metab__483407,-1,1234
Metab__445154,1,2099
Metab__10917,1,1374
Metab__2033,1,2641
Metab__4543,-1,147
Metab__133075,1,3360
Metab__3117,-1,218
Metab__4051,-1,5742
Metab__68618,1,155
Metab__163976,-1,4860
Metab__63062,1,1576
Metab__791,-1,384
Metab__824,-1,384
Metab__985,1,2180
Metab__5202,1,3354
Metab__6133,-1,2992
Metab__53629505,1,367
Metab__53629505,-1,367
Metab__772,1,2247
Metab__31304,-1,2742
Metab__860,1,1543
Metab__23690938,-1,5742
Metab__446220,1,3356
Metab__89594,1,3356
Metab__2770,1,11200
Metab__238,1,1975
Metab__1342,1,3363
Metab__151166,-1,5742
Metab__2160,-1,3736
Metab__77998,1,9606.ENSP00000309757
Metab__442070,1,5582
Metab__3000322,-1,1131
Metab__151174,-1,1910
Metab__108156,1,5724
Metab__1986,-1,761
Metab__108152,-1,5592
Metab__2506,1,5500
Metab__444036,1,2908
Metab__4829,1,2167
Metab__5815,1,9606.ENSP00000387281
Metab__448537,1,1509
Metab__62156,1,4985
Metab__5401,-1,147
Metab__5401,-1,147
Metab__2160,-1,1131
Metab__3559,1,1816
Metab__6436135,-1,10800
Metab__6436135,-1,10800
Metab__43860,-1,207
Metab__5281767,-1,1956
Metab__77996,-1,5741
Metab__15993,-1,7295
Metab__450,1,3481
Metab__2170,-1,6532
Metab__4271,-1,3615
Metab__774,1,11255
Metab__774,1,11255
Metab__985,1,4801
Metab__6022,1,5028
Metab__445154,-1,5742
Metab__39468,-1,154
Metab__216209,1,5972
Metab__216209,-1,5972
Metab__2153,-1,134
Metab__6022,1,6403
Metab__24316,1,7224
Metab__888,1,5631
Metab__5957,-1,5571
Metab__114904,-1,552
Metab__5280450,1,948
Metab__446284,1,6721
Metab__6830,1,9606.ENSP00000352834
Metab__23663989,-1,240
Metab__60795,-1,148
Metab__68844,-1,762
Metab__16230,-1,5328
Metab__158,1,5733
Metab__158,1,5733
Metab__5754,1,3952
Metab__132552,1,9606.ENSP00000313661
Metab__60837,-1,116447
Metab__2913,-1,1131
Metab__6744,-1,6721
Metab__3931,1,34
Metab__154058,-1,1128
Metab__5381,1,5915
Metab__5487,1,11188
Metab__5002,-1,1132
Metab__1349907,-1,7173
Metab__762,1,55770
Metab__5280450,1,6721
Metab__274,1,9368
Metab__303,1,8714
Metab__5885,-1,5831
Metab__74989,-1,1723
Metab__303,1,9971
Metab__681,1,1816
Metab__681,1,1816
Metab__26757,-1,4129
Metab__6604100,-1,6261
Metab__1140,1,1571
Metab__8747,-1,3635
Metab__23994,-1,5970
Metab__216239,-1,4170
Metab__123805,1,185
Metab__445154,-1,2475
Metab__2548,1,9518
Metab__3937,-1,1636
Metab__93860,1,3320
Metab__2249,-1,153
Metab__2249,-1,153
Metab__4668,1,2641
Metab__274,1,5567
Metab__1727,-1,3744
Metab__2519,1,1544
Metab__16007391,-1,9212
Metab__23994,-1,5009
Metab__11524144,-1,471
Metab__4585,-1,3269
Metab__5281767,-1,5743
Metab__5288783,-1,7421
Metab__2685,-1,153
Metab__271,1,2159
Metab__60490,-1,240
Metab__16220188,-1,1432
Metab__15625,1,196
Metab__3019,1,3767
Metab__762,1,5898
Metab__2146,-1,4843
Metab__115348,1,4543
Metab__3640,1,2908
Metab__6076,1,6356
Metab__2405,-1,153
Metab__2405,-1,153
Metab__5566,-1,805
Metab__6254,-1,2098
Metab__3209,1,54600
Metab__4284720,1,3358
Metab__5288826,1,4986
Metab__145068,1,2986
Metab__985,1,3157
Metab__784,1,4313
Metab__271,1,23523
Metab__4184,-1,9606.ENSP00000387281
Metab__4599,-1,8513
Metab__24826799,-1,7010
Metab__4745,1,146
Metab__448537,1,2099
Metab__11009,1,9843
Metab__16230,-1,6337
Metab__10282255,1,5578
Metab__3203,1,1555
Metab__447607,-1,2629
Metab__3823,1,1576
Metab__3823,-1,1576
Metab__238,1,22978
Metab__119,1,9568
Metab__444899,1,27242
Metab__216239,-1,5594
Metab__60795,1,1814
Metab__60795,-1,1814
Metab__3158,-1,1132
Metab__271,1,9606.ENSP00000162023
Metab__25021165,-1,11343
Metab__9543705,1,5578
Metab__3675,-1,4129
Metab__9395,-1,590
Metab__6830,1,54536
Metab__271,1,4208
Metab__5355,-1,1813
Metab__5355,-1,1813
Metab__5512,-1,1131
Metab__5372,-1,5532
Metab__60853,-1,150
Metab__2818,-1,3354
Metab__2818,1,3354
Metab__5533,-1,3356
Metab__2183,-1,2166
Metab__778,-1,2876
Metab__107847,1,4988
Metab__16659841,-1,6774
Metab__4430,-1,4985
Metab__312,1,183
Metab__231,1,2180
Metab__271,1,2147
Metab__3779,1,154
Metab__3779,1,154
Metab__68570,1,2100
Metab__4054,-1,9606.ENSP00000279593
Metab__4946,-1,155
Metab__104865,-1,1906
Metab__271,1,5257
Metab__54373,1,6755
Metab__5761,1,3361
Metab__2116,-1,5743
Metab__931,1,4887
Metab__9395,-1,590
Metab__2162,-1,779
Metab__15625,1,1543
Metab__4095,1,4985
Metab__2791,1,2908
Metab__66535,1,5576
Metab__107780,1,3355
Metab__3086686,-1,3815
Metab__5538,1,5915
Metab__2783,1,155
Metab__441335,1,2908
Metab__107756,-1,5724
Metab__5092,-1,5144
Metab__275,-1,383
Metab__1003,-1,2588
Metab__3830,1,8518
Metab__2165,-1,3176
Metab__2165,-1,3176
Metab__3961,-1,185
Metab__156326,-1,9606.ENSP00000387281
Metab__3931,1,3156
Metab__4369359,-1,1803
Metab__448043,-1,6093
Metab__14985,-1,1401
Metab__1809,1,3356
Metab__3654103,1,3357
Metab__644022,1,1268
Metab__3121,-1,18
Metab__985,1,7296
Metab__5454,-1,9606.ENSP00000327652
Metab__231,1,6667
Metab__1166,1,9934
Metab__3382,1,2908
Metab__26218,-1,140838
Metab__154058,-1,1129
Metab__5591,1,4846
Metab__181,1,8050
Metab__5280934,1,2274
Metab__2662,1,836
Metab__985,1,3158
Metab__148842,-1,146
Metab__3117,-1,1621
Metab__5645,1,8431
Metab__5280343,-1,5743
Metab__450,1,3814
Metab__450,-1,3814
Metab__5005,-1,1636
Metab__1087,-1,10157
Metab__2758,1,79054
Metab__271,1,5330
Metab__271,1,4209
Metab__213022,-1,7298
Metab__2551,1,1133
Metab__11228183,1,5366
Metab__124908,-1,3614
Metab__9812414,1,8394
Metab__5280360,1,5734
Metab__20048,-1,10157
Metab__77998,1,2695
Metab__271,1,4846
Metab__3547,-1,6093
Metab__5757,1,51083
Metab__3386,-1,9606.ENSP00000353820
Metab__54454,1,3162
Metab__224,1,5471
Metab__5324345,-1,1544
Metab__5957,-1,23038
Metab__3209,1,2222
Metab__4253,1,4988
Metab__4253,1,4988
Metab__6503,-1,3938
Metab__3547,-1,9475
Metab__238,1,114548
Metab__387447,-1,5689
Metab__1065,-1,3757
Metab__853,1,7067
Metab__28417,1,2099
Metab__1205,-1,1129
Metab__238,1,5025
Metab__4158,-1,6532
Metab__2520,-1,8913
Metab__3767,1,847
Metab__5329102,-1,5159
Metab__4926,-1,3356
Metab__123631,-1,7422
Metab__942,1,1137
Metab__5289419,-1,1017
Metab__131724,1,3360
Metab__28864,1,1815
Metab__2116,-1,5578
Metab__5815,1,1392
Metab__6437849,-1,1717
Metab__5533,-1,148
Metab__2913,-1,3357
Metab__5487301,1,3360
Metab__5487301,-1,3360
Metab__39042,1,5465
Metab__2519,-1,134
Metab__9704,-1,1717
Metab__271,1,5575
Metab__5329098,-1,7422
Metab__5464109,1,2693
Metab__985,1,8800
Metab__5464096,-1,183
Metab__238,1,6223
Metab__91536,-1,155
Metab__60817,-1,4860
Metab__5362118,-1,183
Metab__5056,-1,367
Metab__6169,-1,1814
Metab__31100,-1,5617
Metab__4543,-1,3356
Metab__93365,-1,3930
Metab__5353980,-1,240
Metab__93543,-1,240
Metab__4184,-1,6530
Metab__177,1,5599
Metab__1125,1,4846
Metab__208,1,2997
Metab__208,1,2997
Metab__5202,1,3356
Metab__5002,-1,147
Metab__3519,1,150
Metab__3519,1,150
Metab__5311114,1,9606.ENSP00000307713
Metab__4585,-1,3356
Metab__4585,-1,3356
Metab__104879,1,7099
Metab__3054,1,112694756
Metab__448537,1,2960
Metab__5040,-1,896
Metab__3394,-1,5742
Metab__23994,1,5340
Metab__1645,-1,142
Metab__231,1,1581
Metab__42396,1,153
Metab__96,-1,55902
Metab__3151,-1,1813
Metab__5584,-1,6532
Metab__11045,-1,2098
Metab__860,1,116519
Metab__4543,-1,148
Metab__6022,1,84618
Metab__238,1,6229
Metab__448537,1,7846
Metab__4636,1,148
Metab__5478,-1,154
Metab__5478,-1,154
Metab__16133832,1,2693
Metab__16051933,1,554
Metab__4038180,1,148
Metab__33032,-1,6507
Metab__5702160,-1,3274
Metab__104741,1,2099
Metab__104741,-1,2099
Metab__126,-1,7915
Metab__4449,-1,148
Metab__2460,1,9606.ENSP00000260433
Metab__6830,-1,3630
Metab__68570,1,1555
Metab__5092,-1,9606.ENSP00000270474
Metab__5328940,-1,6714
Metab__187,1,1131
Metab__446156,-1,3156
Metab__446284,1,2274
Metab__71360,-1,1813
Metab__71360,-1,1813
Metab__860,1,23179
Metab__444899,1,123
Metab__4449,-1,148
Metab__1060,-1,5162
Metab__3310,1,54205
Metab__5280450,1,116519
Metab__151166,-1,5743
Metab__31703,1,5743
Metab__60853,-1,3354
Metab__60853,1,3354
Metab__3081361,-1,1956
Metab__4666,1,5599
Metab__231,1,4801
Metab__160355,-1,1017
Metab__60795,-1,3359
Metab__2987,-1,9446
Metab__2520,-1,3757
Metab__126,-1,7915
Metab__5288826,1,4986
Metab__5288826,1,4986
Metab__5280934,1,4800
Metab__4932,-1,3757
Metab__216239,-1,5894
Metab__4272,-1,3615
Metab__4284720,1,3356
Metab__4927,-1,1131
Metab__5330286,-1,1019
Metab__338,-1,5742
Metab__3339,1,5054
Metab__3132,-1,4311
Metab__3054,1,6714
Metab__2170,-1,3362
